,image_id,tp,fp,fn,precision,recall
1443,040888,11,2,17,0.846,0.393
1444,014719,2,0,14,1.0,0.125
1445,015654,7,0,11,1.0,0.389
1446,024681,1,0,9,1.0,0.1
1447,036347,11,1,27,0.917,0.289
1448,006693,2,3,1,0.4,0.667
1449,012233,6,0,23,1.0,0.207
1450,005386,4,0,23,1.0,0.148
1451,022936,3,0,3,1.0,0.5
1452,047164,1,2,4,0.333,0.2
1453,047901,6,0,46,1.0,0.115
1454,000728,6,0,39,1.0,0.133
1455,048588,8,0,9,1.0,0.471
1456,040471,4,1,18,0.8,0.182
1457,024329,0,1,12,0.0,0.0
1458,036495,3,0,6,1.0,0.333
1459,004986,3,2,7,0.6,0.3
1460,016361,10,0,17,1.0,0.37
1461,021452,10,1,17,0.909,0.37
1462,035109,17,0,8,1.0,0.68
1463,017271,11,0,8,1.0,0.579
1464,001468,12,1,18,0.923,0.4
1465,008532,3,0,40,1.0,0.07
1466,037664,2,0,8,1.0,0.2
1467,044171,3,3,3,0.5,0.5
1468,044046,4,1,13,0.8,0.235
1469,020179,11,0,13,1.0,0.458
1470,046902,6,1,10,0.857,0.375
1471,013296,2,0,22,1.0,0.083
1472,023238,0,1,9,0.0,0.0
1473,042697,4,0,3,1.0,0.571
1474,033334,4,1,6,0.8,0.4
1475,016164,1,0,4,1.0,0.2
1476,025888,10,0,16,1.0,0.385
1477,044485,2,0,10,1.0,0.167
1478,049634,0,1,8,0.0,0.0
1479,047533,8,2,10,0.8,0.444
1480,045760,6,0,19,1.0,0.24
1481,034919,11,0,17,1.0,0.393
1482,047983,7,0,13,1.0,0.35
1483,004899,7,0,17,1.0,0.292
1484,033564,1,0,2,1.0,0.333
1485,035919,4,0,10,1.0,0.286
1486,019969,11,0,14,1.0,0.44
1487,028678,13,2,27,0.867,0.325
1488,039716,6,0,13,1.0,0.316
1489,011465,1,1,1,0.5,0.5
1490,002485,19,0,23,1.0,0.452
1491,029279,11,0,14,1.0,0.44
1492,015324,13,0,19,1.0,0.406
1493,015073,4,0,6,1.0,0.4
1494,043276,6,0,6,1.0,0.5
1495,029312,10,2,8,0.833,0.556
1496,024393,4,1,5,0.8,0.444
1497,033611,4,0,15,1.0,0.211
1498,003635,8,0,9,1.0,0.471
1499,014797,13,0,17,1.0,0.433
1500,046180,9,0,15,1.0,0.375
1501,012467,5,0,4,1.0,0.556
1502,038159,9,0,27,1.0,0.25
1503,049372,3,0,0,1.0,1.0
1504,007817,3,2,39,0.6,0.071
1505,042592,12,1,30,0.923,0.286
1506,017605,4,2,7,0.667,0.364
1507,038032,3,0,3,1.0,0.5
1508,039200,6,0,11,1.0,0.353
1509,044636,14,1,54,0.933,0.206
1510,035098,4,0,1,1.0,0.8
1511,014228,4,0,3,1.0,0.571
1512,045972,22,2,19,0.917,0.537
1513,004416,2,2,29,0.5,0.065
1514,037648,10,2,5,0.833,0.667
1515,013585,1,0,5,1.0,0.167
1516,028695,2,0,7,1.0,0.222
1517,004289,2,0,6,1.0,0.25
1518,047285,7,0,17,1.0,0.292
1519,009401,7,0,10,1.0,0.412
1520,027933,10,1,7,0.909,0.588
1521,036961,1,0,7,1.0,0.125
1522,005891,6,0,7,1.0,0.462
1523,007691,1,0,6,1.0,0.143
1524,008583,2,0,8,1.0,0.2
1525,011085,7,1,15,0.875,0.318
1526,000988,3,1,25,0.75,0.107
1527,007248,15,1,17,0.937,0.469
1528,037482,13,0,47,1.0,0.217
1529,048668,1,0,3,1.0,0.25
1530,002674,4,0,5,1.0,0.444
1531,003623,4,0,7,1.0,0.364
1532,007130,9,1,12,0.9,0.429
1533,014150,17,0,16,1.0,0.515
1534,007849,19,0,9,1.0,0.679
1535,037417,8,0,23,1.0,0.258
1536,049807,1,1,4,0.5,0.2
1537,003435,8,0,16,1.0,0.333
1538,001227,4,0,7,1.0,0.364
1539,038655,2,0,13,1.0,0.133
1540,032606,1,0,1,1.0,0.5
1541,047051,2,0,4,1.0,0.333
1542,010492,7,0,26,1.0,0.212
1543,029148,11,0,29,1.0,0.275
1544,043890,1,1,13,0.5,0.071
1545,018449,14,0,25,1.0,0.359
1546,015471,5,0,23,1.0,0.179
1547,041866,4,0,10,1.0,0.286
1548,001783,10,0,15,1.0,0.4
1549,006105,4,1,20,0.8,0.167
1550,038149,4,0,10,1.0,0.286
1551,042029,3,0,2,1.0,0.6
1552,011579,2,0,6,1.0,0.25
1553,037166,7,1,17,0.875,0.292
1554,024304,2,0,27,1.0,0.069
1555,011450,4,1,8,0.8,0.333
1556,035824,20,1,32,0.952,0.385
1557,007627,7,0,14,1.0,0.333
1558,013543,6,0,29,1.0,0.171
1559,025826,4,0,5,1.0,0.444
1560,008110,1,1,4,0.5,0.2
1561,020311,2,0,3,1.0,0.4
1562,042386,3,0,6,1.0,0.333
1563,011152,8,0,13,1.0,0.381
1564,020496,2,0,18,1.0,0.1
1565,047218,5,0,22,1.0,0.185
1566,033505,6,0,10,1.0,0.375
1567,036487,3,0,15,1.0,0.167
1568,010073,4,0,4,1.0,0.5
1569,045359,10,2,18,0.833,0.357
1570,036917,5,0,16,1.0,0.238
1571,008912,2,0,5,1.0,0.286
1572,045750,1,2,0,0.333,1.0
1573,020306,7,1,6,0.875,0.538
1574,004039,2,0,8,1.0,0.2
1575,038522,1,0,4,1.0,0.2
1576,048453,0,1,2,0.0,0.0
1577,048555,3,0,3,1.0,0.5
1578,007931,8,3,7,0.727,0.533
1579,030010,27,0,23,1.0,0.54
1580,043514,12,0,15,1.0,0.444
1581,007738,4,0,6,1.0,0.4
1582,020011,1,0,3,1.0,0.25
1583,022814,4,0,8,1.0,0.333
1584,029425,1,0,5,1.0,0.167
1585,018917,5,1,11,0.833,0.312
1586,016668,16,0,11,1.0,0.593
1587,049776,4,0,18,1.0,0.182
1588,027457,3,0,15,1.0,0.167
1589,045317,1,0,6,1.0,0.143
1590,019396,12,2,21,0.857,0.364
1591,039134,0,1,8,0.0,0.0
1592,007713,7,0,6,1.0,0.538
1593,007903,3,2,15,0.6,0.167
1594,012853,8,0,20,1.0,0.286
1595,029281,11,0,26,1.0,0.297
1596,033301,6,0,6,1.0,0.5
1597,027417,14,2,24,0.875,0.368
1598,036123,11,1,11,0.917,0.5
1599,004741,5,0,28,1.0,0.152
1600,024295,13,0,33,1.0,0.283
1601,045799,2,1,11,0.667,0.154
1602,009476,3,1,3,0.75,0.5
1603,026032,5,0,9,1.0,0.357
1604,034429,3,0,30,1.0,0.091
1605,018302,7,0,32,1.0,0.179
1606,020050,9,0,5,1.0,0.643
1607,043781,19,0,18,1.0,0.514
1608,004124,1,0,8,1.0,0.111
1609,048440,5,0,6,1.0,0.455
1610,024489,11,2,13,0.846,0.458
1611,004274,5,0,3,1.0,0.625
1612,004772,4,1,18,0.8,0.182
1613,030467,3,0,5,1.0,0.375
1614,028431,2,1,2,0.667,0.5
1615,039530,5,0,8,1.0,0.385
1616,027035,2,0,17,1.0,0.105
1617,044849,6,1,8,0.857,0.429
1618,017050,7,0,12,1.0,0.368
1619,041795,4,0,2,1.0,0.667
1620,010628,1,0,1,1.0,0.5
1621,038315,12,1,13,0.923,0.48
1622,039697,3,3,5,0.5,0.375
1623,010915,3,0,6,1.0,0.333
1624,006455,3,0,12,1.0,0.2
1625,000547,14,1,18,0.933,0.437
1626,039565,5,1,26,0.833,0.161
1627,007470,7,0,13,1.0,0.35
1628,049059,4,0,6,1.0,0.4
1629,012058,3,0,12,1.0,0.2
1630,031890,1,0,1,1.0,0.5
1631,003091,3,0,13,1.0,0.187
1632,026836,1,0,3,1.0,0.25
1633,002236,9,1,11,0.9,0.45
1634,010660,2,0,6,1.0,0.25
1635,004394,8,3,2,0.727,0.8
1636,021851,0,1,4,0.0,0.0
1637,030087,6,0,7,1.0,0.462
1638,008252,10,1,52,0.909,0.161
1639,005071,5,0,3,1.0,0.625
1640,046295,8,2,9,0.8,0.471
1641,020765,2,1,9,0.667,0.182
1642,039867,3,0,3,1.0,0.5
1643,034174,10,0,24,1.0,0.294
1644,013536,2,0,1,1.0,0.667
1645,007883,5,0,7,1.0,0.417
1646,010194,12,0,11,1.0,0.522
1647,029673,8,0,40,1.0,0.167
1648,042698,10,0,19,1.0,0.345
1649,035846,15,0,32,1.0,0.319
1650,013226,3,0,4,1.0,0.429
1651,013775,6,0,12,1.0,0.333
1652,025702,8,0,23,1.0,0.258
1653,037530,21,0,12,1.0,0.636
1654,020973,5,1,7,0.833,0.417
1655,027147,2,4,9,0.333,0.182
1656,049435,13,0,12,1.0,0.52
1657,005826,17,1,30,0.944,0.362
1658,037962,8,0,11,1.0,0.421
1659,044685,7,3,7,0.7,0.5
1660,031652,10,1,12,0.909,0.455
1661,007790,4,1,20,0.8,0.167
1662,045969,1,0,5,1.0,0.167
1663,024701,5,2,11,0.714,0.312
1664,011919,13,2,16,0.867,0.448
1665,020748,0,1,10,0.0,0.0
1666,042720,9,0,23,1.0,0.281
1667,001861,4,1,8,0.8,0.333
1668,021119,6,1,26,0.857,0.187
1669,030304,8,0,15,1.0,0.348
1670,023976,10,0,19,1.0,0.345
1671,049244,12,0,26,1.0,0.316
1672,025451,17,1,10,0.944,0.63
1673,035008,5,0,18,1.0,0.217
1674,011278,1,0,5,1.0,0.167
1675,022628,4,0,3,1.0,0.571
1676,048833,6,1,12,0.857,0.333
1677,011024,3,0,31,1.0,0.088
1678,007065,8,2,8,0.8,0.5
1679,003296,7,0,8,1.0,0.467
1680,023299,2,0,6,1.0,0.25
1681,006614,3,1,10,0.75,0.231
1682,030873,8,2,21,0.8,0.276
1683,032612,8,0,14,1.0,0.364
1684,048349,12,0,7,1.0,0.632
1685,003353,20,0,29,1.0,0.408
1686,001126,2,0,14,1.0,0.125
1687,014013,10,0,7,1.0,0.588
1688,028479,3,0,11,1.0,0.214
1689,019338,15,0,15,1.0,0.5
1690,016505,3,0,2,1.0,0.6
1691,023179,2,0,6,1.0,0.25
1692,022747,17,0,43,1.0,0.283
1693,019766,5,0,6,1.0,0.455
1694,006364,12,0,19,1.0,0.387
1695,044698,6,1,10,0.857,0.375
1696,017951,5,0,1,1.0,0.833
1697,009412,7,1,8,0.875,0.467
1698,012576,3,0,3,1.0,0.5
1699,012428,2,0,11,1.0,0.154
1700,041807,1,0,2,1.0,0.333
1701,031020,20,0,31,1.0,0.392
1702,019608,7,0,27,1.0,0.206
1703,044782,2,1,7,0.667,0.222
1704,017426,15,1,11,0.937,0.577
1705,020238,4,0,14,1.0,0.222
1706,010263,9,0,22,1.0,0.29
1707,027051,11,2,7,0.846,0.611
1708,017674,9,0,16,1.0,0.36
1709,035878,4,0,7,1.0,0.364
1710,011433,6,2,16,0.75,0.273
1711,002939,1,1,3,0.5,0.25
1712,017297,3,0,7,1.0,0.3
1713,041448,7,0,13,1.0,0.35
1714,028477,2,0,15,1.0,0.118
1715,042143,3,0,14,1.0,0.176
1716,002226,2,0,3,1.0,0.4
1717,047699,9,0,16,1.0,0.36
1718,013452,12,0,13,1.0,0.48
1719,014233,8,2,18,0.8,0.308
1720,039001,2,0,16,1.0,0.111
1721,012919,2,2,14,0.5,0.125
1722,020558,3,1,20,0.75,0.13
1723,002023,8,0,8,1.0,0.5
1724,023912,3,0,7,1.0,0.3
1725,002828,14,1,19,0.933,0.424
1726,042807,11,0,30,1.0,0.268
1727,029934,1,0,15,1.0,0.062
1728,021599,8,1,16,0.889,0.333
1729,036422,11,0,13,1.0,0.458
1730,036572,5,0,27,1.0,0.156
1731,007785,17,3,16,0.85,0.515
1732,023840,5,0,14,1.0,0.263
1733,043502,5,0,8,1.0,0.385
1734,024311,2,0,0,1.0,1.0
1735,035635,6,1,10,0.857,0.375
1736,040876,1,1,5,0.5,0.167
1737,033010,8,0,10,1.0,0.444
1738,027161,9,1,14,0.9,0.391
1739,004940,3,1,10,0.75,0.231
1740,028563,13,0,36,1.0,0.265
1741,024491,1,2,1,0.333,0.5
1742,036205,10,0,23,1.0,0.303
1743,047111,9,0,8,1.0,0.529
1744,032274,1,0,9,1.0,0.1
1745,012301,3,0,14,1.0,0.176
1746,034070,11,0,16,1.0,0.407
1747,022444,6,0,18,1.0,0.25
1748,029294,0,3,3,0.0,0.0
1749,006922,3,1,8,0.75,0.273
1750,031481,5,0,11,1.0,0.312
1751,004143,3,1,14,0.75,0.176
1752,049834,3,0,0,1.0,1.0
1753,019979,13,0,8,1.0,0.619
1754,012292,1,1,4,0.5,0.2
1755,014305,3,0,11,1.0,0.214
1756,001959,7,0,19,1.0,0.269
1757,038240,9,0,11,1.0,0.45
1758,048616,3,0,14,1.0,0.176
1759,008356,3,0,8,1.0,0.273
1760,011061,5,1,25,0.833,0.167
1761,033559,9,0,4,1.0,0.692
1762,042901,1,0,3,1.0,0.25
1763,030384,9,0,17,1.0,0.346
1764,048912,12,0,19,1.0,0.387
1765,004063,17,0,29,1.0,0.37
1766,020545,5,1,6,0.833,0.455
1767,046992,10,0,4,1.0,0.714
1768,046514,8,0,20,1.0,0.286
1769,027596,9,0,5,1.0,0.643
1770,012138,7,1,23,0.875,0.233
1771,006603,6,0,4,1.0,0.6
1772,026727,5,1,7,0.833,0.417
1773,024601,4,1,9,0.8,0.308
1774,033722,1,1,10,0.5,0.091
1775,002436,11,0,8,1.0,0.579
1776,013622,9,0,21,1.0,0.3
1777,030993,8,0,13,1.0,0.381
1778,037187,3,0,11,1.0,0.214
1779,034913,7,0,21,1.0,0.25
1780,023488,3,1,3,0.75,0.5
1781,043934,0,2,7,0.0,0.0
1782,030748,15,0,21,1.0,0.417
1783,016329,2,0,10,1.0,0.167
1784,002754,2,0,13,1.0,0.133
1785,039617,1,0,9,1.0,0.1
1786,006410,7,0,11,1.0,0.389
1787,048898,8,1,7,0.889,0.533
1788,010289,6,0,17,1.0,0.261
1789,049995,10,2,15,0.833,0.4
1790,014594,1,0,2,1.0,0.333
1791,002582,13,0,22,1.0,0.371
1792,034337,2,0,2,1.0,0.5
1793,025095,4,0,8,1.0,0.333
1794,016003,7,0,21,1.0,0.25
1795,007764,9,0,21,1.0,0.3
1796,015702,4,1,20,0.8,0.167
1797,004740,1,0,6,1.0,0.143
1798,029893,2,0,6,1.0,0.25
1799,039032,0,2,0,0.0,0.0
1800,033296,8,1,21,0.889,0.276
1801,031454,5,0,30,1.0,0.143
1802,034188,1,0,8,1.0,0.111
1803,040238,13,0,17,1.0,0.433
1804,045178,5,0,47,1.0,0.096
1805,034138,17,0,49,1.0,0.258
1806,041200,13,2,10,0.867,0.565
1807,030266,0,2,7,0.0,0.0
1808,018942,17,0,16,1.0,0.515
1809,031013,9,1,17,0.9,0.346
1810,030710,8,0,17,1.0,0.32
1811,037538,4,1,6,0.8,0.4
1812,034264,4,0,5,1.0,0.444
1813,025505,10,0,10,1.0,0.5
1814,024101,9,0,14,1.0,0.391
1815,022765,19,1,45,0.95,0.297
1816,040333,1,0,9,1.0,0.1
1817,008790,1,5,4,0.167,0.2
1818,019228,7,1,12,0.875,0.368
1819,037461,16,1,67,0.941,0.193
1820,039680,11,0,20,1.0,0.355
1821,008052,1,0,11,1.0,0.083
1822,004525,10,0,23,1.0,0.303
1823,021822,5,0,12,1.0,0.294
1824,047758,14,1,79,0.933,0.151
1825,035233,4,1,10,0.8,0.286
1826,030093,2,0,11,1.0,0.154
1827,033217,6,0,11,1.0,0.353
1828,023389,1,1,13,0.5,0.071
1829,033253,8,0,7,1.0,0.533
1830,012210,13,0,23,1.0,0.361
1831,047028,4,0,5,1.0,0.444
1832,022464,12,1,26,0.923,0.316
1833,013849,3,0,3,1.0,0.5
1834,011409,11,0,21,1.0,0.344
1835,020710,3,2,3,0.6,0.5
1836,001948,0,1,3,0.0,0.0
1837,037466,0,2,7,0.0,0.0
1838,040042,14,0,31,1.0,0.311
1839,048903,2,0,3,1.0,0.4
1840,031234,5,0,17,1.0,0.227
1841,047190,13,0,20,1.0,0.394
1842,018213,1,0,0,1.0,1.0
1843,002495,6,0,19,1.0,0.24
1844,042672,1,1,9,0.5,0.1
1845,002649,3,0,1,1.0,0.75
1846,044643,0,2,9,0.0,0.0
1847,041378,19,1,23,0.95,0.452
1848,020401,9,1,17,0.9,0.346
1849,029179,15,0,10,1.0,0.6
1850,043334,2,0,10,1.0,0.167
1851,020817,10,0,3,1.0,0.769
1852,012445,2,0,2,1.0,0.5
1853,032959,6,0,15,1.0,0.286
1854,011737,5,1,16,0.833,0.238
1855,038366,1,0,1,1.0,0.5
1856,033659,10,0,26,1.0,0.278
1857,033108,3,1,20,0.75,0.13
1858,020573,1,0,32,1.0,0.03
1859,040477,5,0,2,1.0,0.714
1860,020188,3,0,11,1.0,0.214
1861,013329,5,1,2,0.833,0.714
1862,021476,2,1,3,0.667,0.4
1863,031777,8,1,13,0.889,0.381
1864,037202,2,2,3,0.5,0.4
1865,038868,3,0,12,1.0,0.2
1866,004935,4,0,20,1.0,0.167
1867,017438,10,1,25,0.909,0.286
1868,001753,7,0,27,1.0,0.206
1869,013187,8,0,16,1.0,0.333
1870,047541,2,0,9,1.0,0.182
1871,014991,5,0,0,1.0,1.0
1872,041509,2,0,4,1.0,0.333
1873,040030,2,0,7,1.0,0.222
1874,015254,4,0,8,1.0,0.333
1875,007044,18,0,19,1.0,0.486
1876,024084,1,0,0,1.0,1.0
1877,009353,10,0,20,1.0,0.333
1878,002406,1,0,2,1.0,0.333
1879,026356,11,1,8,0.917,0.579
1880,006640,8,1,9,0.889,0.471
1881,026124,3,1,2,0.75,0.6
1882,019156,6,0,3,1.0,0.667
1883,037765,8,0,14,1.0,0.364
1884,039511,10,0,28,1.0,0.263
1885,040049,9,1,28,0.9,0.243
1886,022024,4,1,10,0.8,0.286
1887,010121,9,1,20,0.9,0.31
1888,045135,1,0,5,1.0,0.167
1889,008607,2,0,11,1.0,0.154
1890,021516,12,0,17,1.0,0.414
1891,012659,9,0,9,1.0,0.5
1892,041543,3,0,13,1.0,0.187
1893,015497,16,0,10,1.0,0.615
1894,033308,20,0,17,1.0,0.541
1895,045113,4,0,0,1.0,1.0
1896,045054,1,2,19,0.333,0.05
1897,014120,17,1,17,0.944,0.5
1898,016731,12,1,24,0.923,0.333
1899,042617,10,0,21,1.0,0.323
1900,005084,9,0,17,1.0,0.346
1901,036635,14,0,30,1.0,0.318
1902,025681,8,0,28,1.0,0.222
1903,029579,1,0,1,1.0,0.5
1904,026460,7,0,17,1.0,0.292
1905,049488,3,0,1,1.0,0.75
1906,046660,7,0,7,1.0,0.5
1907,014147,9,0,5,1.0,0.643
1908,045481,4,0,9,1.0,0.308
1909,013232,12,0,10,1.0,0.545
1910,014263,2,0,15,1.0,0.118
1911,044051,11,0,27,1.0,0.289
1912,035937,1,0,7,1.0,0.125
1913,010858,0,1,4,0.0,0.0
1914,030593,13,0,23,1.0,0.361
1915,012112,3,0,11,1.0,0.214
1916,039630,12,0,34,1.0,0.261
1917,024160,1,0,6,1.0,0.143
1918,043007,9,0,34,1.0,0.209
1919,042494,4,1,9,0.8,0.308
1920,038179,10,0,22,1.0,0.312
1921,000073,7,0,26,1.0,0.212
1922,030290,7,0,22,1.0,0.241
1923,016201,1,0,2,1.0,0.333
1924,027381,1,1,10,0.5,0.091
1925,017838,1,1,1,0.5,0.5
1926,028215,1,0,6,1.0,0.143
1927,039409,1,0,6,1.0,0.143
1928,022000,14,2,18,0.875,0.437
1929,023950,2,0,7,1.0,0.222
1930,025551,6,1,12,0.857,0.333
1931,028940,2,0,11,1.0,0.154
1932,001690,5,0,15,1.0,0.25
1933,011439,3,0,9,1.0,0.25
1934,006463,3,0,3,1.0,0.5
1935,009546,1,0,0,1.0,1.0
1936,036543,6,0,18,1.0,0.25
1937,009504,11,2,12,0.846,0.478
1938,003954,11,0,31,1.0,0.262
1939,014062,6,2,16,0.75,0.273
1940,004069,15,0,19,1.0,0.441
1941,048280,2,0,6,1.0,0.25
1942,030781,1,1,3,0.5,0.25
1943,029772,2,0,5,1.0,0.286
1944,011945,3,0,9,1.0,0.25
1945,012906,12,0,6,1.0,0.667
1946,031701,2,0,4,1.0,0.333
1947,029531,3,0,9,1.0,0.25
1948,034918,3,0,7,1.0,0.3
1949,031288,4,0,8,1.0,0.333
1950,034237,2,0,24,1.0,0.077
1951,048019,0,2,10,0.0,0.0
1952,007284,9,0,17,1.0,0.346
1953,029327,4,0,12,1.0,0.25
1954,006847,5,0,14,1.0,0.263
1955,027836,2,1,8,0.667,0.2
1956,007671,10,0,9,1.0,0.526
1957,007453,3,0,11,1.0,0.214
1958,049450,13,0,19,1.0,0.406
1959,027362,5,1,17,0.833,0.227
1960,033704,2,4,13,0.333,0.133
1961,007049,2,1,9,0.667,0.182
1962,024940,7,1,13,0.875,0.35
1963,039579,2,0,4,1.0,0.333
1964,019273,2,0,3,1.0,0.4
1965,036465,6,1,15,0.857,0.286
1966,005364,4,0,2,1.0,0.667
1967,034657,7,3,11,0.7,0.389
1968,018963,13,1,6,0.929,0.684
1969,044504,3,0,7,1.0,0.3
1970,036084,4,1,23,0.8,0.148
1971,004262,3,0,13,1.0,0.187
1972,024695,5,0,12,1.0,0.294
1973,001130,11,0,28,1.0,0.282
1974,015268,11,0,34,1.0,0.244
1975,013286,1,0,1,1.0,0.5
1976,036266,7,0,21,1.0,0.25
1977,015874,5,1,11,0.833,0.312
1978,018835,11,0,24,1.0,0.314
1979,034716,7,0,3,1.0,0.7
1980,006965,7,0,3,1.0,0.7
1981,015870,15,1,12,0.937,0.556
1982,032428,5,1,4,0.833,0.556
1983,020550,7,0,7,1.0,0.5
1984,035134,7,0,2,1.0,0.778
1985,047767,4,0,15,1.0,0.211
1986,002665,1,0,2,1.0,0.333
1987,039028,7,0,7,1.0,0.5
1988,016853,14,0,33,1.0,0.298
1989,002174,10,0,31,1.0,0.244
1990,011758,8,1,13,0.889,0.381
1991,018118,9,0,22,1.0,0.29
1992,029956,2,0,7,1.0,0.222
1993,027116,16,0,7,1.0,0.696
1994,006610,10,1,22,0.909,0.312
1995,013497,15,0,18,1.0,0.455
1996,027118,3,0,10,1.0,0.231
1997,007260,8,0,7,1.0,0.533
1998,036391,6,0,52,1.0,0.103
1999,025994,2,0,2,1.0,0.5
2000,005752,8,0,26,1.0,0.235
2001,043512,3,0,5,1.0,0.375
2002,046466,11,0,22,1.0,0.333
2003,000479,15,0,20,1.0,0.429
2004,002976,9,0,27,1.0,0.25
2005,031119,14,1,24,0.933,0.368
2006,046715,11,1,15,0.917,0.423
2007,007915,7,0,8,1.0,0.467
2008,026390,5,0,9,1.0,0.357
2009,005357,14,0,9,1.0,0.609
2010,016356,1,0,10,1.0,0.091
2011,023063,14,0,25,1.0,0.359
2012,026091,8,0,12,1.0,0.4
2013,003944,15,0,30,1.0,0.333
2014,049334,3,0,19,1.0,0.136
2015,028123,1,0,11,1.0,0.083
2016,003988,8,0,32,1.0,0.2
2017,046308,1,0,3,1.0,0.25
2018,036890,6,0,27,1.0,0.182
2019,005436,2,0,6,1.0,0.25
2020,041179,7,1,15,0.875,0.318
2021,038800,15,0,22,1.0,0.405
2022,040799,13,0,23,1.0,0.361
2023,006784,11,0,12,1.0,0.478
2024,045280,10,0,17,1.0,0.37
2025,034148,10,0,20,1.0,0.333
2026,005288,1,0,23,1.0,0.042
2027,029572,3,0,8,1.0,0.273
2028,005020,5,0,3,1.0,0.625
2029,020133,3,0,17,1.0,0.15
2030,006583,8,1,12,0.889,0.4
2031,042540,13,4,22,0.765,0.371
2032,021256,2,0,6,1.0,0.25
2033,000789,12,0,22,1.0,0.353
2034,021828,3,1,5,0.75,0.375
2035,039231,7,0,43,1.0,0.14
2036,037136,8,1,5,0.889,0.615
2037,012088,2,0,1,1.0,0.667
2038,041698,27,0,15,1.0,0.643
2039,029241,4,0,8,1.0,0.333
2040,024183,1,0,12,1.0,0.077
2041,003775,11,2,30,0.846,0.268
2042,037824,7,0,5,1.0,0.583
2043,027226,13,0,20,1.0,0.394
2044,031099,10,1,28,0.909,0.263
2045,025418,13,0,25,1.0,0.342
2046,008745,5,0,7,1.0,0.417
2047,040324,3,0,8,1.0,0.273
2048,042343,12,1,24,0.923,0.333
2049,005724,6,0,12,1.0,0.333
2050,025147,7,0,7,1.0,0.5
2051,027478,17,1,19,0.944,0.472
2052,037156,1,0,1,1.0,0.5
2053,032653,2,0,9,1.0,0.182
2054,034184,6,2,18,0.75,0.25
2055,015809,4,2,44,0.667,0.083
2056,019767,3,0,11,1.0,0.214
2057,008950,4,0,7,1.0,0.364
2058,028778,5,0,26,1.0,0.161
2059,038375,14,0,56,1.0,0.2
2060,021680,11,1,39,0.917,0.22
2061,000618,2,1,13,0.667,0.133
2062,013284,8,0,11,1.0,0.421
2063,000880,6,0,19,1.0,0.24
2064,019196,19,0,28,1.0,0.404
2065,039155,0,4,1,0.0,0.0
2066,031299,2,0,0,1.0,1.0
2067,049579,5,1,37,0.833,0.119
2068,006685,9,6,25,0.6,0.265
2069,049898,7,0,21,1.0,0.25
2070,019222,10,0,3,1.0,0.769
2071,006939,8,1,42,0.889,0.16
2072,024448,9,0,12,1.0,0.429
2073,030891,4,0,8,1.0,0.333
2074,008596,10,0,11,1.0,0.476
2075,038854,9,2,9,0.818,0.5
2076,022107,8,1,19,0.889,0.296
2077,015718,16,0,46,1.0,0.258
2078,040069,9,0,1,1.0,0.9
2079,040006,1,0,2,1.0,0.333
2080,015078,11,0,13,1.0,0.458
2081,036350,3,0,6,1.0,0.333
2082,006866,10,1,14,0.909,0.417
2083,034701,0,1,17,0.0,0.0
2084,038597,11,1,9,0.917,0.55
2085,027039,2,1,2,0.667,0.5
2086,030027,17,0,27,1.0,0.386
2087,002949,11,0,11,1.0,0.5
2088,010243,3,1,3,0.75,0.5
2089,020536,9,0,9,1.0,0.5
2090,001275,8,2,18,0.8,0.308
2091,003151,9,0,4,1.0,0.692
2092,031919,2,0,3,1.0,0.4
2093,004491,8,0,44,1.0,0.154
2094,022063,18,1,26,0.947,0.409
2095,022708,6,0,21,1.0,0.222
2096,015091,1,1,4,0.5,0.2
2097,010750,8,0,10,1.0,0.444
2098,026174,6,0,7,1.0,0.462
2099,005551,2,0,5,1.0,0.286
2100,007151,3,1,6,0.75,0.333
2101,038619,2,0,6,1.0,0.25
2102,008283,9,1,18,0.9,0.333
2103,014236,7,0,10,1.0,0.412
2104,029272,10,2,19,0.833,0.345
2105,025565,2,0,8,1.0,0.2
2106,002514,11,0,31,1.0,0.262
2107,042391,13,1,8,0.929,0.619
2108,033878,4,0,11,1.0,0.267
2109,047929,22,1,22,0.957,0.5
2110,035084,18,2,9,0.9,0.667
2111,004211,2,1,16,0.667,0.111
2112,003160,10,3,17,0.769,0.37
2113,047375,12,0,12,1.0,0.5
2114,016422,6,0,2,1.0,0.75
2115,001377,13,1,18,0.929,0.419
2116,036498,18,0,17,1.0,0.514
2117,019143,2,1,21,0.667,0.087
2118,018403,8,0,9,1.0,0.471
2119,002720,3,1,22,0.75,0.12
2120,042377,11,1,15,0.917,0.423
2121,003679,5,0,10,1.0,0.333
2122,009955,7,1,22,0.875,0.241
2123,016148,4,0,2,1.0,0.667
2124,019037,7,0,3,1.0,0.7
2125,008421,1,3,12,0.25,0.077
2126,007969,11,0,17,1.0,0.393
2127,010640,1,2,6,0.333,0.143
2128,037709,10,1,47,0.909,0.175
2129,043029,13,0,7,1.0,0.65
2130,038030,15,0,22,1.0,0.405
2131,038744,3,0,5,1.0,0.375
2132,023836,16,1,31,0.941,0.34
2133,032144,18,1,13,0.947,0.581
2134,023159,4,1,8,0.8,0.333
2135,048050,6,0,24,1.0,0.2
2136,009984,8,0,11,1.0,0.421
2137,031072,6,0,17,1.0,0.261
2138,011266,1,0,12,1.0,0.077
2139,027510,7,0,22,1.0,0.241
2140,029578,4,0,3,1.0,0.571
2141,024369,7,0,6,1.0,0.538
