,image_id,tp,fp,fn,precision,recall
731,031665,1,0,8,1.0,0.111
732,037457,3,1,11,0.75,0.214
733,022224,3,1,12,0.75,0.2
734,001056,6,0,28,1.0,0.176
735,046383,6,0,6,1.0,0.5
736,010237,12,0,46,1.0,0.207
737,024170,7,1,17,0.875,0.292
738,016063,2,0,10,1.0,0.167
739,040037,4,0,16,1.0,0.2
740,013204,9,0,30,1.0,0.231
741,020816,4,0,3,1.0,0.571
742,027962,4,0,37,1.0,0.098
743,003935,4,0,12,1.0,0.25
744,002734,11,0,29,1.0,0.275
745,003202,10,0,37,1.0,0.213
746,029326,14,0,43,1.0,0.246
747,013861,2,3,10,0.4,0.167
748,046067,2,1,15,0.667,0.118
749,005796,2,1,10,0.667,0.167
750,009359,3,0,1,1.0,0.75
751,003235,15,0,17,1.0,0.469
752,007609,2,1,28,0.667,0.067
753,017712,5,0,15,1.0,0.25
754,003962,6,0,5,1.0,0.545
755,028228,10,0,14,1.0,0.417
756,023150,8,0,7,1.0,0.533
757,034797,4,0,1,1.0,0.8
758,045161,13,0,17,1.0,0.433
759,004495,5,0,18,1.0,0.217
760,039791,8,0,19,1.0,0.296
761,036778,7,0,9,1.0,0.437
762,040402,3,0,8,1.0,0.273
763,037199,15,0,11,1.0,0.577
764,008731,4,0,9,1.0,0.308
765,002126,13,0,19,1.0,0.406
766,049003,10,0,20,1.0,0.333
767,018018,22,0,24,1.0,0.478
768,029044,1,0,4,1.0,0.2
769,003556,24,0,18,1.0,0.571
770,001979,6,0,1,1.0,0.857
771,007647,12,0,16,1.0,0.429
772,029168,16,1,14,0.941,0.533
773,039168,2,0,2,1.0,0.5
774,039775,8,0,14,1.0,0.364
775,025835,2,1,1,0.667,0.667
776,006879,7,0,17,1.0,0.292
777,011346,4,0,5,1.0,0.444
778,024539,13,0,14,1.0,0.481
779,013649,1,0,1,1.0,0.5
780,004805,9,0,17,1.0,0.346
781,005693,4,0,24,1.0,0.143
782,047049,4,0,13,1.0,0.235
783,016419,17,0,14,1.0,0.548
784,021934,2,0,6,1.0,0.25
785,004173,6,0,7,1.0,0.462
786,008789,11,2,45,0.846,0.196
787,026276,10,0,21,1.0,0.323
788,023155,2,0,1,1.0,0.667
789,034434,11,0,11,1.0,0.5
790,018880,9,3,15,0.75,0.375
791,010562,2,0,1,1.0,0.667
792,022791,2,0,3,1.0,0.4
793,042539,6,1,13,0.857,0.316
794,038313,8,1,32,0.889,0.2
795,020674,4,1,2,0.8,0.667
796,040953,9,1,16,0.9,0.36
797,038115,14,1,26,0.933,0.35
798,016085,3,0,12,1.0,0.2
799,020070,2,0,8,1.0,0.2
800,044414,10,0,7,1.0,0.588
801,035337,12,1,23,0.923,0.343
802,018040,14,0,18,1.0,0.437
803,047668,6,0,9,1.0,0.4
804,033166,12,0,37,1.0,0.245
805,016215,7,0,18,1.0,0.28
806,003390,2,0,12,1.0,0.143
807,014502,6,0,24,1.0,0.2
808,011147,7,1,3,0.875,0.7
809,044342,4,0,5,1.0,0.444
810,035957,3,1,15,0.75,0.167
811,030204,1,0,6,1.0,0.143
812,008351,6,1,15,0.857,0.286
813,023851,2,0,9,1.0,0.182
814,028643,3,0,5,1.0,0.375
815,002925,8,1,13,0.889,0.381
816,015241,1,0,14,1.0,0.067
817,000121,13,0,37,1.0,0.26
818,048078,2,0,17,1.0,0.105
819,039898,12,1,11,0.923,0.522
820,030455,13,0,15,1.0,0.464
821,028640,2,0,18,1.0,0.1
822,017961,11,1,19,0.917,0.367
823,015928,6,0,12,1.0,0.333
824,002463,11,1,18,0.917,0.379
825,002731,16,1,16,0.941,0.5
826,038798,1,0,7,1.0,0.125
827,032059,6,0,5,1.0,0.545
828,018222,4,1,2,0.8,0.667
829,008797,1,0,1,1.0,0.5
830,034759,1,1,2,0.5,0.333
831,048626,15,0,16,1.0,0.484
832,033824,0,1,14,0.0,0.0
833,023393,3,1,14,0.75,0.176
834,018912,1,0,5,1.0,0.167
835,026210,3,0,16,1.0,0.158
836,048218,8,2,10,0.8,0.444
837,006321,3,1,7,0.75,0.3
838,007835,6,0,4,1.0,0.6
839,011276,14,0,3,1.0,0.824
840,024216,6,0,17,1.0,0.261
841,025469,8,1,23,0.889,0.258
842,044963,3,0,2,1.0,0.6
843,007545,4,5,23,0.444,0.148
844,011485,1,0,33,1.0,0.029
845,048637,2,0,11,1.0,0.154
846,026946,1,1,13,0.5,0.071
847,027919,11,0,31,1.0,0.262
848,020020,5,0,8,1.0,0.385
849,000555,4,0,13,1.0,0.235
850,015916,10,0,25,1.0,0.286
851,038343,18,0,17,1.0,0.514
852,000388,9,1,18,0.9,0.333
853,032524,1,0,9,1.0,0.1
854,005491,4,0,11,1.0,0.267
855,031803,3,0,16,1.0,0.158
856,038833,2,0,2,1.0,0.5
857,020756,8,2,30,0.8,0.211
858,015248,0,2,1,0.0,0.0
859,035062,8,0,7,1.0,0.533
860,011764,6,0,7,1.0,0.462
861,017920,8,0,19,1.0,0.296
862,036138,6,2,19,0.75,0.24
863,049247,0,1,3,0.0,0.0
864,003531,3,1,7,0.75,0.3
865,010894,2,0,9,1.0,0.182
866,007004,19,0,28,1.0,0.404
867,032390,15,0,17,1.0,0.469
868,024051,4,0,0,1.0,1.0
869,019495,4,0,30,1.0,0.118
870,009672,4,0,13,1.0,0.235
871,044358,1,1,16,0.5,0.059
872,011653,7,0,2,1.0,0.778
873,030183,19,0,34,1.0,0.358
874,013062,7,0,8,1.0,0.467
875,013943,1,0,5,1.0,0.167
876,040481,10,0,29,1.0,0.256
877,046768,1,0,8,1.0,0.111
878,017745,5,0,22,1.0,0.185
879,000282,10,0,20,1.0,0.333
880,048790,1,0,7,1.0,0.125
881,001038,19,1,22,0.95,0.463
882,038411,11,1,14,0.917,0.44
883,040445,2,0,17,1.0,0.105
884,008587,14,0,9,1.0,0.609
885,005929,3,1,9,0.75,0.25
886,001679,3,0,2,1.0,0.6
887,021585,5,0,9,1.0,0.357
888,046000,7,0,25,1.0,0.219
889,004590,15,0,14,1.0,0.517
890,036769,2,2,28,0.5,0.067
891,043969,14,1,24,0.933,0.368
892,005854,10,0,27,1.0,0.27
893,044806,17,2,31,0.895,0.354
894,022180,2,1,2,0.667,0.5
895,028109,3,0,5,1.0,0.375
896,024497,2,1,1,0.667,0.667
897,005702,6,1,17,0.857,0.261
898,041642,2,0,4,1.0,0.333
899,010969,3,1,7,0.75,0.3
900,025165,2,0,11,1.0,0.154
901,011812,7,0,15,1.0,0.318
902,011012,9,0,31,1.0,0.225
903,008690,12,0,22,1.0,0.353
904,023217,5,0,37,1.0,0.119
905,000803,5,0,38,1.0,0.116
906,006790,22,0,19,1.0,0.537
907,001065,4,1,6,0.8,0.4
908,016307,8,0,16,1.0,0.333
909,010605,5,0,14,1.0,0.263
910,044345,7,0,19,1.0,0.269
911,026943,2,0,4,1.0,0.333
912,026163,13,3,10,0.812,0.565
913,005213,8,0,15,1.0,0.348
914,030658,11,0,11,1.0,0.5
915,044361,7,0,11,1.0,0.389
916,047952,4,1,14,0.8,0.222
917,019216,3,0,11,1.0,0.214
918,038129,1,0,1,1.0,0.5
919,009701,20,0,26,1.0,0.435
920,013539,19,1,29,0.95,0.396
921,014047,2,0,8,1.0,0.2
922,021314,12,0,25,1.0,0.324
923,045833,9,0,35,1.0,0.205
924,010261,6,0,8,1.0,0.429
925,034577,2,0,2,1.0,0.5
926,016424,8,0,8,1.0,0.5
927,030381,4,1,14,0.8,0.222
928,004797,6,0,18,1.0,0.25
929,044686,2,0,8,1.0,0.2
930,013509,6,0,4,1.0,0.6
931,004666,9,1,13,0.9,0.409
932,025626,2,0,20,1.0,0.091
933,004878,1,0,1,1.0,0.5
934,012995,3,0,4,1.0,0.429
935,033581,11,0,6,1.0,0.647
936,047463,2,1,11,0.667,0.154
937,016999,6,0,16,1.0,0.273
938,020810,3,0,2,1.0,0.6
939,022223,1,0,15,1.0,0.062
940,042803,7,0,17,1.0,0.292
941,035415,2,0,4,1.0,0.333
942,014944,2,0,26,1.0,0.071
943,003368,1,0,8,1.0,0.111
944,009236,9,0,9,1.0,0.5
945,029936,13,0,21,1.0,0.382
946,023554,3,0,12,1.0,0.2
947,027739,5,0,21,1.0,0.192
948,034136,9,0,6,1.0,0.6
949,044996,6,0,3,1.0,0.667
950,027190,3,1,17,0.75,0.15
951,022850,3,0,11,1.0,0.214
952,041617,2,0,3,1.0,0.4
953,046928,1,0,2,1.0,0.333
954,025337,4,0,15,1.0,0.211
955,019325,9,0,20,1.0,0.31
956,033100,5,1,15,0.833,0.25
957,019957,11,0,10,1.0,0.524
958,023120,6,0,18,1.0,0.25
959,017430,5,1,5,0.833,0.5
960,025221,3,0,5,1.0,0.375
961,024941,12,0,20,1.0,0.375
962,042234,13,0,17,1.0,0.433
963,042717,1,0,8,1.0,0.111
964,036121,6,0,9,1.0,0.4
965,001441,3,0,42,1.0,0.067
966,043527,3,1,14,0.75,0.176
967,023555,18,0,11,1.0,0.621
968,033361,3,1,4,0.75,0.429
969,018873,2,0,16,1.0,0.111
970,020249,5,0,12,1.0,0.294
971,007051,9,0,8,1.0,0.529
972,015235,12,2,17,0.857,0.414
973,003589,3,0,51,1.0,0.056
974,028381,3,1,11,0.75,0.214
975,031303,4,0,10,1.0,0.286
976,042719,12,0,5,1.0,0.706
977,040674,7,0,20,1.0,0.259
978,034799,1,0,54,1.0,0.018
979,014465,8,0,18,1.0,0.308
980,015036,3,0,5,1.0,0.375
981,043961,4,0,1,1.0,0.8
982,041779,1,0,9,1.0,0.1
983,009340,4,0,21,1.0,0.16
984,026926,4,2,7,0.667,0.364
985,003637,11,1,27,0.917,0.289
986,017251,2,0,10,1.0,0.167
987,010801,10,1,15,0.909,0.4
988,012830,5,0,19,1.0,0.208
989,016820,4,1,34,0.8,0.105
990,008082,5,0,3,1.0,0.625
991,009809,13,0,20,1.0,0.394
992,037301,2,0,0,1.0,1.0
993,049352,3,0,10,1.0,0.231
994,009581,6,0,1,1.0,0.857
995,022037,8,0,17,1.0,0.32
996,024830,6,1,7,0.857,0.462
997,005255,1,1,11,0.5,0.083
998,026935,6,0,19,1.0,0.24
999,020518,2,0,2,1.0,0.5
1000,038193,10,0,13,1.0,0.435
1001,046029,4,0,5,1.0,0.444
1002,028528,6,0,24,1.0,0.2
1003,025840,1,0,3,1.0,0.25
1004,026447,5,0,30,1.0,0.143
1005,032804,1,0,4,1.0,0.2
1006,030242,25,0,32,1.0,0.439
1007,047002,10,0,24,1.0,0.294
1008,026393,6,0,12,1.0,0.333
1009,044975,10,0,12,1.0,0.455
1010,029604,8,2,8,0.8,0.5
1011,049386,8,0,13,1.0,0.381
1012,023441,10,0,6,1.0,0.625
1013,011956,2,0,9,1.0,0.182
1014,018775,4,1,25,0.8,0.138
1015,040562,8,0,28,1.0,0.222
1016,044118,1,0,18,1.0,0.053
1017,034194,3,1,7,0.75,0.3
1018,019556,2,0,2,1.0,0.5
1019,025907,3,0,3,1.0,0.5
1020,002733,13,1,23,0.929,0.361
1021,013904,19,1,11,0.95,0.633
1022,033572,1,2,13,0.333,0.071
1023,013294,2,0,1,1.0,0.667
1024,034999,4,0,7,1.0,0.364
1025,034986,3,0,4,1.0,0.429
1026,044999,11,1,20,0.917,0.355
1027,014691,6,1,6,0.857,0.5
1028,008834,13,0,24,1.0,0.351
1029,036667,12,0,17,1.0,0.414
1030,025295,1,1,5,0.5,0.167
1031,005742,2,1,10,0.667,0.167
1032,009656,16,0,16,1.0,0.5
1033,031773,9,0,21,1.0,0.3
1034,047047,12,2,7,0.857,0.632
1035,030447,10,1,13,0.909,0.435
1036,033881,14,0,4,1.0,0.778
1037,006495,6,0,23,1.0,0.207
1038,027680,18,0,13,1.0,0.581
1039,016605,5,0,19,1.0,0.208
1040,017408,13,1,14,0.929,0.481
1041,030263,10,0,31,1.0,0.244
1042,040533,1,0,9,1.0,0.1
1043,000896,6,4,20,0.6,0.231
1044,038312,2,0,5,1.0,0.286
1045,023682,13,0,19,1.0,0.406
1046,006090,5,1,17,0.833,0.227
1047,027019,9,0,14,1.0,0.391
1048,046637,1,0,6,1.0,0.143
1049,026044,5,0,5,1.0,0.5
1050,025553,11,0,8,1.0,0.579
1051,039625,3,1,10,0.75,0.231
1052,046348,5,0,8,1.0,0.385
1053,013205,2,0,6,1.0,0.25
1054,000484,4,0,3,1.0,0.571
1055,036512,2,0,25,1.0,0.074
1056,031747,5,0,21,1.0,0.192
1057,040220,10,0,13,1.0,0.435
1058,037757,7,0,34,1.0,0.171
1059,017168,21,0,19,1.0,0.525
1060,038802,4,0,31,1.0,0.114
1061,045662,12,0,9,1.0,0.571
1062,003584,0,1,20,0.0,0.0
1063,025266,2,0,11,1.0,0.154
1064,029745,3,0,1,1.0,0.75
1065,000115,7,1,37,0.875,0.159
1066,039301,4,0,7,1.0,0.364
1067,011607,18,0,22,1.0,0.45
1068,017342,2,1,3,0.667,0.4
1069,042336,12,2,5,0.857,0.706
1070,045160,10,0,22,1.0,0.312
1071,007038,1,1,1,0.5,0.5
1072,015203,8,1,13,0.889,0.381
1073,048736,8,0,25,1.0,0.242
1074,005576,2,0,10,1.0,0.167
1075,043852,5,0,40,1.0,0.111
1076,008826,2,2,42,0.5,0.045
1077,008556,3,0,23,1.0,0.115
1078,013759,0,5,6,0.0,0.0
1079,027052,2,2,12,0.5,0.143
1080,000518,11,0,9,1.0,0.55
1081,038469,3,0,5,1.0,0.375
1082,006669,3,1,5,0.75,0.375
1083,025255,3,0,8,1.0,0.273
1084,037528,10,0,58,1.0,0.147
1085,008350,5,0,14,1.0,0.263
1086,001745,2,0,31,1.0,0.061
1087,041989,15,0,10,1.0,0.6
1088,027724,5,0,20,1.0,0.2
1089,003503,7,2,19,0.778,0.269
1090,046087,3,0,13,1.0,0.187
1091,044222,2,0,6,1.0,0.25
1092,024114,10,0,16,1.0,0.385
1093,008730,6,1,3,0.857,0.667
1094,031469,10,1,26,0.909,0.278
1095,033465,15,0,17,1.0,0.469
1096,047026,17,2,38,0.895,0.309
1097,007315,0,1,8,0.0,0.0
1098,046428,0,1,5,0.0,0.0
1099,023521,2,0,7,1.0,0.222
1100,029446,1,0,0,1.0,1.0
1101,004444,8,2,17,0.8,0.32
1102,001374,7,0,28,1.0,0.2
1103,028859,10,0,30,1.0,0.25
1104,043391,9,1,8,0.9,0.529
1105,045962,6,2,15,0.75,0.286
1106,012604,3,0,5,1.0,0.375
1107,007400,6,2,6,0.75,0.5
1108,047264,4,2,5,0.667,0.444
1109,042048,9,0,24,1.0,0.273
1110,035212,6,0,11,1.0,0.353
1111,013322,6,0,5,1.0,0.545
1112,022529,16,0,22,1.0,0.421
1113,045383,6,0,31,1.0,0.162
1114,040936,9,1,30,0.9,0.231
1115,042437,2,0,3,1.0,0.4
1116,038834,2,0,4,1.0,0.333
1117,000783,9,0,19,1.0,0.321
1118,022589,5,0,6,1.0,0.455
1119,003716,8,0,18,1.0,0.308
1120,009233,4,0,3,1.0,0.571
1121,006985,2,0,20,1.0,0.091
1122,002564,6,0,17,1.0,0.261
1123,008658,6,1,16,0.857,0.273
1124,000172,6,0,11,1.0,0.353
1125,022487,10,0,30,1.0,0.25
1126,041296,2,0,7,1.0,0.222
1127,010654,5,0,22,1.0,0.185
1128,002309,15,1,18,0.937,0.455
1129,017628,4,2,5,0.667,0.444
1130,016327,1,1,1,0.5,0.5
1131,011195,4,0,6,1.0,0.4
1132,024591,5,0,23,1.0,0.179
1133,041609,7,0,10,1.0,0.412
1134,014235,1,0,4,1.0,0.2
1135,003914,5,0,10,1.0,0.333
1136,008331,3,0,16,1.0,0.158
1137,001450,11,0,8,1.0,0.579
1138,022206,17,2,23,0.895,0.425
1139,024390,6,0,4,1.0,0.6
1140,011649,1,0,2,1.0,0.333
1141,002799,21,2,27,0.913,0.437
1142,008806,9,0,16,1.0,0.36
1143,007037,5,0,5,1.0,0.5
1144,013273,10,0,14,1.0,0.417
1145,022831,3,0,17,1.0,0.15
1146,034311,12,0,15,1.0,0.444
1147,006873,15,2,30,0.882,0.333
1148,009085,1,0,17,1.0,0.056
1149,001361,15,2,21,0.882,0.417
1150,019405,3,0,10,1.0,0.231
1151,046102,14,0,22,1.0,0.389
1152,042207,21,1,17,0.955,0.553
1153,043785,1,0,12,1.0,0.077
1154,039150,8,1,7,0.889,0.533
1155,004134,9,0,13,1.0,0.409
1156,043793,6,0,14,1.0,0.3
1157,033449,13,0,10,1.0,0.565
1158,028137,3,1,7,0.75,0.3
1159,036657,6,0,17,1.0,0.261
1160,020115,18,1,25,0.947,0.419
1161,001421,5,1,12,0.833,0.294
1162,044432,3,1,3,0.75,0.5
1163,035842,2,0,1,1.0,0.667
1164,005936,4,0,21,1.0,0.16
1165,031984,3,0,1,1.0,0.75
1166,002668,8,0,21,1.0,0.276
1167,004655,1,0,3,1.0,0.25
1168,037729,13,1,26,0.929,0.333
1169,012802,6,3,23,0.667,0.207
1170,031510,10,1,20,0.909,0.333
1171,014636,4,0,7,1.0,0.364
1172,012399,8,1,13,0.889,0.381
1173,006785,6,1,34,0.857,0.15
1174,015554,6,0,20,1.0,0.231
1175,041400,2,0,2,1.0,0.5
1176,022309,2,0,4,1.0,0.333
1177,004544,2,0,8,1.0,0.2
1178,015966,2,3,5,0.4,0.286
1179,026446,8,0,5,1.0,0.615
1180,046759,16,1,32,0.941,0.333
1181,024123,15,1,42,0.937,0.263
1182,049827,3,0,8,1.0,0.273
1183,044058,0,3,5,0.0,0.0
1184,002745,1,0,8,1.0,0.111
1185,017773,2,0,9,1.0,0.182
1186,029733,11,0,15,1.0,0.423
1187,047061,13,0,21,1.0,0.382
1188,014928,4,0,11,1.0,0.267
1189,006984,6,0,12,1.0,0.333
1190,042588,8,0,20,1.0,0.286
1191,005624,2,0,1,1.0,0.667
1192,011747,13,0,14,1.0,0.481
1193,036379,6,1,14,0.857,0.3
1194,044912,2,1,10,0.667,0.167
1195,047709,3,0,11,1.0,0.214
1196,028661,3,0,18,1.0,0.143
1197,002498,6,0,13,1.0,0.316
1198,041245,2,1,10,0.667,0.167
1199,049819,5,0,3,1.0,0.625
1200,027722,1,0,3,1.0,0.25
1201,016456,8,0,15,1.0,0.348
1202,038964,7,0,16,1.0,0.304
1203,044765,15,0,14,1.0,0.517
1204,002287,7,0,16,1.0,0.304
1205,040117,19,1,32,0.95,0.373
1206,033686,2,0,0,1.0,1.0
1207,013894,14,0,16,1.0,0.467
1208,017740,1,1,8,0.5,0.111
1209,002546,5,0,35,1.0,0.125
1210,024050,10,1,21,0.909,0.323
1211,019594,3,1,8,0.75,0.273
1212,037899,5,0,15,1.0,0.25
1213,033148,10,1,23,0.909,0.303
1214,046811,2,0,0,1.0,1.0
1215,038334,5,1,22,0.833,0.185
1216,049536,16,2,20,0.889,0.444
1217,000327,7,0,17,1.0,0.292
1218,001313,12,0,15,1.0,0.444
1219,019862,15,2,35,0.882,0.3
1220,049823,2,0,13,1.0,0.133
1221,038630,10,0,9,1.0,0.526
1222,017453,10,0,14,1.0,0.417
1223,008352,1,0,4,1.0,0.2
1224,033864,8,0,24,1.0,0.25
1225,030184,3,0,5,1.0,0.375
1226,040112,1,0,1,1.0,0.5
1227,003447,7,0,20,1.0,0.259
1228,047702,0,1,5,0.0,0.0
1229,041948,17,0,16,1.0,0.515
1230,011270,5,2,11,0.714,0.312
1231,045789,5,0,17,1.0,0.227
1232,036553,4,7,4,0.364,0.5
1233,034727,1,1,15,0.5,0.062
1234,016407,3,0,6,1.0,0.333
1235,018981,8,1,5,0.889,0.615
1236,002831,8,2,9,0.8,0.471
1237,048176,6,0,8,1.0,0.429
1238,012427,6,0,13,1.0,0.316
1239,048495,15,0,13,1.0,0.536
1240,044858,2,0,8,1.0,0.2
1241,013148,7,1,2,0.875,0.778
1242,011524,11,0,16,1.0,0.407
1243,028294,7,0,10,1.0,0.412
1244,044951,1,0,4,1.0,0.2
1245,010842,3,0,5,1.0,0.375
1246,016737,4,0,2,1.0,0.667
1247,019075,3,1,3,0.75,0.5
1248,048469,4,0,5,1.0,0.444
1249,049322,0,3,10,0.0,0.0
1250,007591,3,0,23,1.0,0.115
1251,017397,5,0,16,1.0,0.238
1252,001949,1,0,3,1.0,0.25
1253,048414,11,1,19,0.917,0.367
1254,035165,6,0,22,1.0,0.214
1255,018026,6,0,4,1.0,0.6
1256,026214,5,0,7,1.0,0.417
1257,012686,2,2,18,0.5,0.1
1258,009730,7,0,11,1.0,0.389
1259,004463,9,0,20,1.0,0.31
1260,043171,2,0,10,1.0,0.167
1261,002359,10,0,25,1.0,0.286
1262,027528,9,1,31,0.9,0.225
1263,022506,3,0,6,1.0,0.333
1264,023139,15,0,25,1.0,0.375
1265,023982,19,2,24,0.905,0.442
1266,027123,6,1,27,0.857,0.182
1267,011002,12,2,23,0.857,0.343
1268,035894,12,1,19,0.923,0.387
1269,015058,7,0,28,1.0,0.2
1270,011124,9,0,18,1.0,0.333
1271,041654,11,1,19,0.917,0.367
1272,001583,7,0,17,1.0,0.292
1273,018739,6,0,10,1.0,0.375
1274,027028,5,0,5,1.0,0.5
1275,040612,5,0,16,1.0,0.238
1276,034625,15,0,18,1.0,0.455
1277,037486,13,1,21,0.929,0.382
1278,043398,9,0,10,1.0,0.474
1279,019891,8,3,14,0.727,0.364
1280,020407,8,0,6,1.0,0.571
1281,010873,5,0,32,1.0,0.135
1282,004693,15,0,24,1.0,0.385
1283,011689,0,2,27,0.0,0.0
1284,033607,9,0,10,1.0,0.474
1285,016053,2,2,5,0.5,0.286
1286,020977,4,1,10,0.8,0.286
1287,011140,7,1,17,0.875,0.292
1288,041462,25,0,23,1.0,0.521
1289,024240,10,1,16,0.909,0.385
1290,005428,5,2,11,0.714,0.312
1291,048603,6,0,27,1.0,0.182
1292,022707,10,0,28,1.0,0.263
1293,005063,4,1,28,0.8,0.125
1294,048758,16,1,41,0.941,0.281
1295,043287,4,0,15,1.0,0.211
1296,006328,3,1,4,0.75,0.429
1297,010897,2,0,13,1.0,0.133
1298,009514,12,1,7,0.923,0.632
1299,039603,13,0,38,1.0,0.255
1300,013325,2,0,12,1.0,0.143
1301,016496,15,0,8,1.0,0.652
1302,016210,4,0,9,1.0,0.308
1303,014753,12,2,12,0.857,0.5
1304,020926,2,0,5,1.0,0.286
1305,008559,11,2,17,0.846,0.393
1306,027472,1,0,0,1.0,1.0
1307,029696,13,1,18,0.929,0.419
1308,022917,6,0,6,1.0,0.5
1309,043716,1,1,7,0.5,0.125
1310,017051,17,0,24,1.0,0.415
1311,031849,16,1,19,0.941,0.457
1312,045281,13,2,29,0.867,0.31
1313,041937,4,0,19,1.0,0.174
1314,047458,9,0,9,1.0,0.5
1315,045578,5,0,4,1.0,0.556
1316,019389,9,0,2,1.0,0.818
1317,014335,10,0,9,1.0,0.526
1318,007685,6,0,12,1.0,0.333
1319,013749,21,1,36,0.955,0.368
1320,032305,4,1,4,0.8,0.5
1321,007358,12,0,7,1.0,0.632
1322,004807,7,2,11,0.778,0.389
1323,040822,9,1,29,0.9,0.237
1324,048405,24,0,49,1.0,0.329
1325,030548,19,0,23,1.0,0.452
1326,021526,7,1,10,0.875,0.412
1327,000022,11,0,30,1.0,0.268
1328,008214,7,0,13,1.0,0.35
1329,049528,2,0,6,1.0,0.25
1330,049150,8,1,11,0.889,0.421
1331,046234,10,0,15,1.0,0.4
1332,049986,3,0,2,1.0,0.6
1333,007034,1,1,10,0.5,0.091
1334,041655,2,0,1,1.0,0.667
1335,043488,13,0,37,1.0,0.26
1336,035271,2,0,10,1.0,0.167
1337,003078,2,0,19,1.0,0.095
1338,041104,3,1,16,0.75,0.158
1339,035806,2,3,12,0.4,0.143
1340,035318,11,1,16,0.917,0.407
1341,026979,11,1,17,0.917,0.393
1342,029264,2,0,5,1.0,0.286
1343,009552,6,0,18,1.0,0.25
1344,018615,1,0,3,1.0,0.25
1345,037371,5,1,6,0.833,0.455
1346,003660,8,0,7,1.0,0.533
1347,020447,2,0,4,1.0,0.333
1348,015308,12,0,21,1.0,0.364
1349,011895,13,0,14,1.0,0.481
1350,021682,5,0,24,1.0,0.172
1351,023991,2,0,5,1.0,0.286
1352,019230,12,0,20,1.0,0.375
1353,011336,4,1,8,0.8,0.333
1354,008006,1,1,2,0.5,0.333
1355,047611,9,0,27,1.0,0.25
1356,015967,4,0,11,1.0,0.267
1357,025899,3,0,4,1.0,0.429
1358,014023,5,0,15,1.0,0.25
1359,022352,5,0,7,1.0,0.417
1360,044496,4,0,6,1.0,0.4
1361,011104,4,1,3,0.8,0.571
1362,047143,13,1,34,0.929,0.277
1363,006828,3,0,14,1.0,0.176
1364,005600,2,0,9,1.0,0.182
1365,025392,8,0,35,1.0,0.186
1366,028399,1,0,6,1.0,0.143
1367,044202,3,0,5,1.0,0.375
1368,024165,5,0,4,1.0,0.556
1369,000347,10,0,17,1.0,0.37
1370,047921,3,0,24,1.0,0.111
1371,032902,6,1,12,0.857,0.333
1372,004328,2,0,12,1.0,0.143
1373,020017,11,0,21,1.0,0.344
1374,004849,12,1,36,0.923,0.25
1375,023511,19,1,47,0.95,0.288
1376,003709,11,2,12,0.846,0.478
1377,036282,9,0,23,1.0,0.281
1378,024664,1,0,14,1.0,0.067
1379,018431,12,0,20,1.0,0.375
1380,018722,10,0,10,1.0,0.5
1381,048395,20,0,71,1.0,0.22
1382,005517,6,0,7,1.0,0.462
1383,023805,1,0,2,1.0,0.333
1384,037694,6,1,3,0.857,0.667
1385,044595,1,0,4,1.0,0.2
1386,045682,23,2,26,0.92,0.469
1387,019559,1,0,1,1.0,0.5
1388,010861,2,0,4,1.0,0.333
1389,012715,5,0,5,1.0,0.5
1390,016897,1,0,7,1.0,0.125
1391,002213,1,0,8,1.0,0.111
1392,006486,10,1,9,0.909,0.526
1393,023020,7,1,23,0.875,0.233
1394,040218,15,0,16,1.0,0.484
1395,011220,4,0,3,1.0,0.571
1396,009139,1,0,3,1.0,0.25
1397,033807,11,1,32,0.917,0.256
1398,022702,8,0,39,1.0,0.17
1399,009985,9,0,12,1.0,0.429
1400,046684,10,0,20,1.0,0.333
1401,003174,12,1,23,0.923,0.343
1402,010367,7,1,29,0.875,0.194
1403,030896,9,0,19,1.0,0.321
1404,020492,2,2,14,0.5,0.125
1405,038324,19,0,12,1.0,0.613
1406,025475,6,1,17,0.857,0.261
1407,020580,6,0,15,1.0,0.286
1408,001005,6,0,7,1.0,0.462
1409,000844,19,1,24,0.95,0.442
1410,039650,9,2,12,0.818,0.429
1411,021864,8,0,14,1.0,0.364
1412,005028,3,0,9,1.0,0.25
1413,031464,10,0,25,1.0,0.286
1414,048914,4,0,5,1.0,0.444
1415,013383,7,0,11,1.0,0.389
1416,035628,20,0,17,1.0,0.541
1417,033202,1,1,2,0.5,0.333
1418,019052,22,0,24,1.0,0.478
1419,023697,3,0,2,1.0,0.6
1420,039258,1,0,4,1.0,0.2
1421,014744,2,0,12,1.0,0.143
1422,034066,3,1,21,0.75,0.125
1423,048690,3,0,3,1.0,0.5
1424,027844,1,0,2,1.0,0.333
1425,031157,1,0,4,1.0,0.2
1426,046215,1,2,6,0.333,0.143
1427,046108,5,0,30,1.0,0.143
1428,028681,6,1,12,0.857,0.333
1429,029356,13,0,15,1.0,0.464
1430,022858,3,0,6,1.0,0.333
1431,006681,8,0,16,1.0,0.333
1432,037644,11,0,19,1.0,0.367
1433,041844,21,1,26,0.955,0.447
1434,036850,5,0,7,1.0,0.417
1435,037627,7,1,19,0.875,0.269
1436,017413,5,0,8,1.0,0.385
1437,007959,8,0,11,1.0,0.421
1438,028327,12,0,14,1.0,0.462
1439,013604,6,1,21,0.857,0.222
1440,031818,3,1,13,0.75,0.187
1441,002843,10,0,19,1.0,0.345
1442,001708,17,0,24,1.0,0.415
