image_id,tp,fp,fn,tn,precision,recall,accuracy
013007,5,3,9,66,0.625,0.357,0.855
013037,7,6,29,9,0.538,0.194,0.314
013038,6,1,7,58,0.857,0.462,0.889
013065,9,6,19,18,0.6,0.321,0.519
013068,5,1,4,68,0.833,0.556,0.936
013071,1,0,5,12,1.0,0.167,0.722
013079,1,0,5,27,1.0,0.167,0.848
013081,15,4,19,16,0.789,0.441,0.574
013082,1,0,6,14,1.0,0.143,0.714
013102,5,1,16,3,0.833,0.238,0.32
013116,2,0,6,13,1.0,0.25,0.714
013118,4,3,13,22,0.571,0.235,0.619
013119,3,3,14,14,0.5,0.176,0.5
013151,2,0,1,13,1.0,0.667,0.938
013157,6,4,20,17,0.6,0.231,0.489
013161,8,0,7,31,1.0,0.533,0.848
013168,3,5,7,34,0.375,0.3,0.755
013170,5,0,17,149,1.0,0.227,0.901
013206,2,1,12,45,0.667,0.143,0.783
013213,1,4,28,78,0.2,0.034,0.712
013219,3,0,2,16,1.0,0.6,0.905
013227,4,0,5,35,1.0,0.444,0.886
013228,2,0,15,85,1.0,0.118,0.853
013243,2,0,17,74,1.0,0.105,0.817
013253,2,2,6,16,0.5,0.25,0.692
013254,4,4,15,24,0.5,0.211,0.596
013261,1,0,0,39,1.0,1.0,1.0
013306,2,1,7,51,0.667,0.222,0.869
013309,1,3,9,89,0.25,0.1,0.882
013313,3,0,4,21,1.0,0.429,0.857
013316,4,4,22,5,0.5,0.154,0.257
013326,8,3,43,117,0.727,0.157,0.731
013330,8,3,12,12,0.727,0.4,0.571
013347,1,0,3,14,1.0,0.25,0.833
013358,1,1,7,32,0.5,0.125,0.805
013373,3,1,4,39,0.75,0.429,0.894
013385,5,1,11,12,0.833,0.312,0.586
013387,6,7,25,35,0.462,0.194,0.562
013405,15,2,14,22,0.882,0.517,0.698
013409,2,3,12,90,0.4,0.143,0.86
013415,6,5,23,35,0.545,0.207,0.594
013416,3,2,8,85,0.6,0.273,0.898
013437,1,1,14,43,0.5,0.067,0.746
013449,1,0,1,40,1.0,0.5,0.976
013474,1,0,5,66,1.0,0.167,0.931
013502,6,0,3,60,1.0,0.667,0.957
013508,3,2,8,56,0.6,0.273,0.855
013523,0,1,2,2,0.0,0.0,0.4
013527,4,0,23,45,1.0,0.148,0.681
013535,11,3,39,73,0.786,0.22,0.667
013553,1,2,6,96,0.333,0.143,0.924
013573,1,2,8,14,0.333,0.111,0.6
013575,4,3,8,39,0.571,0.333,0.796
013591,6,3,14,45,0.667,0.3,0.75
013597,3,1,16,48,0.75,0.158,0.75
013603,3,5,16,30,0.375,0.158,0.611
013611,1,2,7,21,0.333,0.125,0.71
013629,12,3,14,62,0.8,0.462,0.813
013650,7,6,9,22,0.538,0.437,0.659
013653,8,3,9,33,0.727,0.471,0.774
013674,1,0,4,51,1.0,0.2,0.929
013688,8,3,23,114,0.727,0.258,0.824
013691,7,1,15,70,0.875,0.318,0.828
013705,13,2,13,13,0.867,0.5,0.634
013708,5,0,9,33,1.0,0.357,0.809
013710,2,3,13,27,0.4,0.133,0.644
013712,3,4,15,74,0.429,0.167,0.802
013717,7,4,47,75,0.636,0.13,0.617
013783,10,2,5,29,0.833,0.667,0.848
013798,3,2,10,25,0.6,0.231,0.7
013802,3,0,4,52,1.0,0.429,0.932
013847,9,3,17,20,0.75,0.346,0.592
013850,0,4,3,47,0.0,0.0,0.87
013855,10,2,16,44,0.833,0.385,0.75
013856,0,1,5,3,0.0,0.0,0.333
013857,7,5,28,64,0.583,0.2,0.683
013862,4,0,7,22,1.0,0.364,0.788
013866,1,0,8,11,1.0,0.111,0.6
013886,2,2,3,34,0.5,0.4,0.878
013889,13,0,22,35,1.0,0.371,0.686
013890,1,0,3,28,1.0,0.25,0.906
013891,8,3,46,22,0.727,0.148,0.38
013896,3,1,3,36,0.75,0.5,0.907
013974,1,1,9,61,0.5,0.1,0.861
013977,4,2,27,65,0.667,0.129,0.704
013993,1,1,2,103,0.5,0.333,0.972
014029,2,1,8,34,0.667,0.2,0.8
014031,1,0,0,12,1.0,1.0,1.0
014046,2,1,10,38,0.667,0.167,0.784
014056,4,1,22,35,0.8,0.154,0.629
014059,8,5,18,66,0.615,0.308,0.763
014079,7,2,9,49,0.778,0.437,0.836
014080,5,1,5,14,0.833,0.5,0.76
014088,5,4,4,14,0.556,0.556,0.704
014102,9,0,4,19,1.0,0.692,0.875
014104,2,1,7,9,0.667,0.222,0.579
014113,11,1,34,24,0.917,0.244,0.5
014115,2,0,7,13,1.0,0.222,0.682
014121,11,0,3,29,1.0,0.786,0.93
014145,5,0,1,38,1.0,0.833,0.977
014149,8,2,11,59,0.8,0.421,0.838
014151,2,0,2,15,1.0,0.5,0.895
014172,1,2,22,32,0.333,0.043,0.579
014184,7,0,33,122,1.0,0.175,0.796
014196,3,3,13,39,0.5,0.187,0.724
014215,0,1,2,19,0.0,0.0,0.864
014217,5,4,7,33,0.556,0.417,0.776
014232,4,2,9,29,0.667,0.308,0.75
014241,10,2,14,12,0.833,0.417,0.579
014262,5,0,17,28,1.0,0.227,0.66
014271,7,2,6,40,0.778,0.538,0.855
014273,5,1,8,30,0.833,0.385,0.795
014274,4,0,4,10,1.0,0.5,0.778
014339,4,0,3,29,1.0,0.571,0.917
014340,4,0,22,91,1.0,0.154,0.812
014341,5,1,21,46,0.833,0.192,0.699
014354,2,0,4,20,1.0,0.333,0.846
014360,13,6,18,22,0.684,0.419,0.593
014365,0,4,15,69,0.0,0.0,0.784
014400,10,5,27,57,0.667,0.27,0.677
014414,2,0,19,64,1.0,0.095,0.776
014416,4,2,15,38,0.667,0.211,0.712
014419,6,0,30,118,1.0,0.167,0.805
014457,5,2,25,7,0.714,0.167,0.308
014471,1,1,8,20,0.5,0.111,0.7
014477,3,1,5,31,0.75,0.375,0.85
014501,8,5,10,6,0.615,0.444,0.483
014518,5,2,10,16,0.714,0.333,0.636
014520,1,1,5,40,0.5,0.167,0.872
014523,0,2,10,88,0.0,0.0,0.88
014532,1,3,5,33,0.25,0.167,0.81
014535,4,1,4,14,0.8,0.5,0.783
014540,1,0,20,21,1.0,0.048,0.524
014550,11,3,10,23,0.786,0.524,0.723
014554,10,6,55,22,0.625,0.154,0.344
014556,11,3,32,32,0.786,0.256,0.551
014563,1,2,16,33,0.333,0.059,0.654
014607,2,2,11,35,0.5,0.154,0.74
014613,3,3,10,22,0.5,0.231,0.658
014648,8,4,21,61,0.667,0.276,0.734
014660,3,4,15,10,0.429,0.167,0.406
014662,1,2,3,19,0.333,0.25,0.8
014678,6,1,24,50,0.857,0.2,0.691
014683,12,2,15,18,0.857,0.444,0.638
014689,3,3,2,16,0.5,0.6,0.792
014695,1,0,5,32,1.0,0.167,0.868
014700,6,2,11,21,0.75,0.353,0.675
014705,1,0,10,30,1.0,0.091,0.756
014720,13,1,9,46,0.929,0.591,0.855
014733,7,2,5,30,0.778,0.583,0.841
014735,12,5,40,23,0.706,0.231,0.438
014738,2,1,14,71,0.667,0.125,0.83
014749,4,0,3,53,1.0,0.571,0.95
014754,0,2,3,17,0.0,0.0,0.773
014755,2,3,8,33,0.4,0.2,0.761
014769,3,0,7,48,1.0,0.3,0.879
014786,15,9,38,68,0.625,0.283,0.638
014787,5,1,16,65,0.833,0.238,0.805
014790,4,1,18,78,0.8,0.182,0.812
014801,11,2,27,81,0.846,0.289,0.76
014825,3,1,11,57,0.75,0.214,0.833
014826,4,4,9,27,0.5,0.308,0.705
014829,5,2,17,45,0.714,0.227,0.725
014831,1,0,9,64,1.0,0.1,0.878
014837,7,1,14,28,0.875,0.333,0.7
014844,6,1,12,11,0.857,0.333,0.567
014847,13,5,17,17,0.722,0.433,0.577
014859,0,2,1,25,0.0,0.0,0.893
014865,0,3,6,18,0.0,0.0,0.667
014872,9,5,18,46,0.643,0.333,0.705
014879,6,1,21,60,0.857,0.222,0.75
014896,16,4,14,5,0.8,0.533,0.538
014920,1,0,42,145,1.0,0.023,0.777
014925,3,1,9,53,0.75,0.25,0.848
014939,3,2,11,14,0.6,0.214,0.567
014940,8,6,17,19,0.571,0.32,0.54
014962,9,2,5,28,0.818,0.643,0.841
014967,1,1,7,16,0.5,0.125,0.68
014981,1,0,4,50,1.0,0.2,0.927
015035,7,1,8,41,0.875,0.467,0.842
015039,2,0,9,11,1.0,0.182,0.591
015045,0,2,9,28,0.0,0.0,0.718
015059,3,1,2,43,0.75,0.6,0.939
015070,2,0,6,24,1.0,0.25,0.812
015074,12,5,18,93,0.706,0.4,0.82
015076,2,3,3,50,0.4,0.4,0.897
015082,0,3,9,19,0.0,0.0,0.613
015095,6,4,13,24,0.6,0.316,0.638
015097,3,1,3,14,0.75,0.5,0.81
015112,8,7,12,39,0.533,0.4,0.712
015114,3,3,2,0,0.5,0.6,0.375
015116,1,0,1,8,1.0,0.5,0.9
015117,14,4,15,15,0.778,0.483,0.604
015124,3,1,6,22,0.75,0.333,0.781
015125,1,2,23,19,0.333,0.042,0.444
015158,3,2,6,26,0.6,0.333,0.784
015192,0,3,5,42,0.0,0.0,0.84
015212,4,1,8,31,0.8,0.333,0.795
015244,1,0,3,16,1.0,0.25,0.85
015262,5,0,8,42,1.0,0.385,0.855
015269,2,0,3,21,1.0,0.4,0.885
015288,8,5,24,58,0.615,0.25,0.695
015289,4,0,3,28,1.0,0.571,0.914
015314,13,5,20,4,0.722,0.394,0.405
015321,4,0,17,80,1.0,0.19,0.832
015322,4,0,25,67,1.0,0.138,0.74
015333,1,2,3,17,0.333,0.25,0.783
015346,2,2,14,22,0.5,0.125,0.6
015353,10,8,16,25,0.556,0.385,0.593
015377,5,0,0,23,1.0,1.0,1.0
015379,6,1,4,32,0.857,0.6,0.884
015399,2,3,15,27,0.4,0.118,0.617
015401,3,1,6,43,0.75,0.333,0.868
015403,6,3,11,9,0.667,0.353,0.517
015413,3,0,4,28,1.0,0.429,0.886
015415,1,2,6,47,0.333,0.143,0.857
015420,1,1,24,9,0.5,0.04,0.286
015443,2,1,3,6,0.667,0.4,0.667
015449,3,4,21,58,0.429,0.125,0.709
015453,4,1,3,7,0.8,0.571,0.733
015454,3,2,12,48,0.6,0.2,0.785
015518,1,0,6,15,1.0,0.143,0.727
015525,8,3,26,50,0.727,0.235,0.667
015529,4,2,19,43,0.667,0.174,0.691
015532,11,1,16,14,0.917,0.407,0.595
015533,4,1,10,36,0.8,0.286,0.784
015534,12,5,29,57,0.706,0.293,0.67
015569,4,1,12,41,0.8,0.25,0.776
015576,18,5,32,94,0.783,0.36,0.752
015584,15,4,16,31,0.789,0.484,0.697
015644,2,3,12,40,0.4,0.143,0.737
015653,8,5,12,29,0.615,0.4,0.685
015671,9,2,8,44,0.818,0.529,0.841
015684,1,0,5,68,1.0,0.167,0.932
015685,10,2,21,26,0.833,0.323,0.61
015690,9,0,16,54,1.0,0.36,0.797
015703,7,4,14,12,0.636,0.333,0.514
015711,5,2,8,38,0.714,0.385,0.811
015721,3,0,3,33,1.0,0.5,0.923
015735,11,1,13,17,0.917,0.458,0.667
015741,2,3,8,35,0.4,0.2,0.771
015743,4,0,12,60,1.0,0.25,0.842
015750,9,9,17,18,0.5,0.346,0.509
015776,4,2,3,14,0.667,0.571,0.783
015777,6,2,15,44,0.75,0.286,0.746
015781,1,1,3,39,0.5,0.25,0.909
015783,1,1,6,77,0.5,0.143,0.918
015800,10,1,22,100,0.909,0.312,0.827
015807,1,2,4,14,0.333,0.2,0.714
015814,3,0,14,111,1.0,0.176,0.891
015822,5,0,11,8,1.0,0.312,0.542
015823,1,0,4,58,1.0,0.2,0.937
015830,6,2,7,30,0.75,0.462,0.8
015849,6,0,10,26,1.0,0.375,0.762
015850,10,2,7,21,0.833,0.588,0.775
015859,4,2,5,38,0.667,0.444,0.857
015867,11,3,18,80,0.786,0.379,0.812
015872,2,2,12,21,0.5,0.143,0.622
015876,2,0,3,32,1.0,0.4,0.919
015897,4,2,4,31,0.667,0.5,0.854
015921,9,1,12,51,0.9,0.429,0.822
015929,1,3,22,50,0.25,0.043,0.671
015932,2,0,2,47,1.0,0.5,0.961
015937,1,2,12,30,0.333,0.077,0.689
015954,3,1,1,15,0.75,0.75,0.9
015956,6,2,7,13,0.75,0.462,0.679
015959,2,4,34,73,0.333,0.056,0.664
015963,10,4,35,37,0.714,0.222,0.547
015965,1,4,37,45,0.2,0.026,0.529
016009,11,3,11,9,0.786,0.5,0.588
016024,1,0,10,54,1.0,0.091,0.846
016026,7,1,19,75,0.875,0.269,0.804
016030,0,3,5,39,0.0,0.0,0.83
016033,0,3,2,58,0.0,0.0,0.921
016050,1,1,7,25,0.5,0.125,0.765
016073,1,0,4,35,1.0,0.2,0.9
016082,0,1,6,34,0.0,0.0,0.829
016093,2,0,2,36,1.0,0.5,0.95
016125,4,2,8,48,0.667,0.333,0.839
016188,7,1,9,66,0.875,0.437,0.88
016190,0,2,10,48,0.0,0.0,0.8
016191,9,1,13,25,0.9,0.409,0.708
016198,6,3,31,5,0.667,0.162,0.244
016199,10,3,27,62,0.769,0.27,0.706
016202,13,3,5,36,0.812,0.722,0.86
016204,9,0,6,6,1.0,0.6,0.714
016207,1,0,5,52,1.0,0.167,0.914
016217,17,4,31,27,0.81,0.354,0.557
016229,10,1,17,25,0.909,0.37,0.66
016248,1,0,1,17,1.0,0.5,0.947
016261,2,2,6,58,0.5,0.25,0.882
016276,6,6,20,26,0.5,0.231,0.552
016298,9,1,4,25,0.9,0.692,0.872
016311,8,4,26,78,0.667,0.235,0.741
016313,6,2,18,52,0.75,0.25,0.744
016318,6,2,8,23,0.75,0.429,0.744
016324,7,1,2,66,0.875,0.778,0.961
016332,3,1,5,40,0.75,0.375,0.878
016333,2,1,2,15,0.667,0.5,0.85
016336,3,0,1,23,1.0,0.75,0.963
016339,7,4,10,39,0.636,0.412,0.767
016352,4,1,6,9,0.8,0.4,0.65
016365,5,2,19,16,0.714,0.208,0.5
016366,13,3,19,130,0.812,0.406,0.867
016385,4,1,34,67,0.8,0.105,0.67
016394,2,0,0,5,1.0,1.0,1.0
016408,2,0,0,33,1.0,1.0,1.0
016412,3,3,20,45,0.5,0.13,0.676
016427,5,2,9,57,0.714,0.357,0.849
016429,4,1,9,21,0.8,0.308,0.714
016431,0,4,8,21,0.0,0.0,0.636
016471,2,0,4,49,1.0,0.333,0.927
016490,6,2,29,26,0.75,0.171,0.508
016503,8,1,13,19,0.889,0.381,0.659
016523,2,2,5,31,0.5,0.286,0.825
016532,5,2,9,106,0.714,0.357,0.91
016547,3,0,18,43,1.0,0.143,0.719
016550,7,8,29,109,0.467,0.194,0.758
016567,1,0,3,40,1.0,0.25,0.932
016568,13,2,16,12,0.867,0.448,0.581
016585,5,5,23,50,0.5,0.179,0.663
016591,2,0,5,49,1.0,0.286,0.911
016593,1,3,10,50,0.25,0.091,0.797
016609,0,1,5,69,0.0,0.0,0.92
016641,7,0,6,34,1.0,0.538,0.872
016660,13,8,30,60,0.619,0.302,0.658
016679,2,0,18,51,1.0,0.1,0.746
016703,1,1,4,29,0.5,0.2,0.857
016722,3,0,2,27,1.0,0.6,0.938
016728,9,4,16,7,0.692,0.36,0.444
016738,7,1,17,27,0.875,0.292,0.654
016739,2,1,3,35,0.667,0.4,0.902
016769,2,1,4,24,0.667,0.333,0.839
016777,12,0,21,59,1.0,0.364,0.772
016784,5,1,29,33,0.833,0.147,0.559
016796,6,5,33,113,0.545,0.154,0.758
016798,3,0,8,15,1.0,0.273,0.692
016810,2,4,7,34,0.333,0.222,0.766
016811,1,3,37,27,0.25,0.026,0.412
016823,2,0,7,50,1.0,0.222,0.881
016833,4,0,11,24,1.0,0.267,0.718
016837,5,6,9,23,0.455,0.357,0.651
016848,1,3,2,11,0.25,0.333,0.706
016860,5,2,28,63,0.714,0.152,0.694
016862,7,7,12,12,0.5,0.368,0.5
016868,5,2,7,51,0.714,0.417,0.862
016875,9,3,13,6,0.75,0.409,0.484
016903,2,0,7,38,1.0,0.222,0.851
016932,1,0,0,22,1.0,1.0,1.0
016933,3,0,6,19,1.0,0.333,0.786
016959,7,2,9,8,0.778,0.437,0.577
016960,6,2,26,24,0.75,0.187,0.517
016971,6,4,15,35,0.6,0.286,0.683
016975,5,3,8,6,0.625,0.385,0.5
016998,6,1,9,18,0.857,0.4,0.706
017002,3,2,17,31,0.6,0.15,0.642
017018,3,0,6,21,1.0,0.333,0.8
017020,5,0,7,26,1.0,0.417,0.816
017030,9,3,13,17,0.75,0.409,0.619
017033,2,1,11,20,0.667,0.154,0.647
017052,1,2,2,45,0.333,0.333,0.92
017057,9,1,7,19,0.9,0.562,0.778
017068,1,2,2,25,0.333,0.333,0.867
017077,4,7,47,45,0.364,0.078,0.476
017084,0,2,12,71,0.0,0.0,0.835
017085,9,2,7,19,0.818,0.562,0.757
017087,14,2,24,74,0.875,0.368,0.772
017093,4,1,13,18,0.8,0.235,0.611
017094,4,0,3,9,1.0,0.571,0.812
017097,11,6,24,13,0.647,0.314,0.444
017107,3,13,9,34,0.187,0.25,0.627
017119,5,1,10,49,0.833,0.333,0.831
017184,1,1,1,3,0.5,0.5,0.667
017199,5,0,2,32,1.0,0.714,0.949
017204,6,2,3,16,0.75,0.667,0.815
017205,1,0,6,47,1.0,0.143,0.889
017215,4,1,5,19,0.8,0.444,0.793
017216,2,2,5,29,0.5,0.286,0.816
017217,4,0,11,75,1.0,0.267,0.878
017228,7,2,14,97,0.778,0.333,0.867
017242,4,1,4,34,0.8,0.5,0.884
017247,10,0,11,37,1.0,0.476,0.81
017249,9,1,21,24,0.9,0.3,0.6
017257,3,3,16,30,0.5,0.158,0.635
017258,4,2,6,52,0.667,0.4,0.875
017260,0,1,6,65,0.0,0.0,0.903
017273,5,0,15,67,1.0,0.25,0.828
017281,2,3,23,54,0.4,0.08,0.683
017283,2,0,5,43,1.0,0.286,0.9
017314,2,0,9,98,1.0,0.182,0.917
017324,4,6,41,21,0.4,0.089,0.347
017334,2,0,1,28,1.0,0.667,0.968
017349,1,0,15,18,1.0,0.062,0.559
017352,6,5,10,26,0.545,0.375,0.681
017360,1,0,2,48,1.0,0.333,0.961
017365,5,2,22,39,0.714,0.185,0.647
017366,1,0,6,31,1.0,0.143,0.842
017405,8,9,19,41,0.471,0.296,0.636
017409,7,3,14,39,0.7,0.333,0.73
017419,4,0,2,62,1.0,0.667,0.971
017439,9,3,9,13,0.75,0.5,0.647
017440,8,0,3,55,1.0,0.727,0.955
017443,10,4,10,38,0.714,0.5,0.774
017448,1,0,3,3,1.0,0.25,0.571
017455,12,5,43,73,0.706,0.218,0.639
017466,11,5,8,30,0.687,0.579,0.759
017473,3,4,20,29,0.429,0.13,0.571
017476,5,0,7,76,1.0,0.417,0.92
017480,1,1,3,19,0.5,0.25,0.833
017485,1,0,3,17,1.0,0.25,0.857
017487,4,3,5,34,0.571,0.444,0.826
017490,5,3,6,18,0.625,0.455,0.719
017497,9,2,15,29,0.818,0.375,0.691
017498,9,6,19,19,0.6,0.321,0.528
017504,7,6,13,20,0.538,0.35,0.587
017512,12,8,45,40,0.6,0.211,0.495
017513,0,1,3,23,0.0,0.0,0.852
017524,6,4,13,13,0.6,0.316,0.528
017528,6,2,7,21,0.75,0.462,0.75
017533,2,2,5,35,0.5,0.286,0.841
017571,4,0,13,24,1.0,0.235,0.683
017579,4,1,7,21,0.8,0.364,0.758
017582,4,2,11,12,0.667,0.267,0.552
017583,3,2,11,12,0.6,0.214,0.536
017584,5,0,18,87,1.0,0.217,0.836
017590,3,3,6,24,0.5,0.333,0.75
017593,0,2,9,60,0.0,0.0,0.845
017595,5,3,10,64,0.625,0.333,0.841
017607,9,2,19,51,0.818,0.321,0.741
017610,3,0,3,9,1.0,0.5,0.8
017630,8,1,4,64,0.889,0.667,0.935
017645,2,2,13,21,0.5,0.133,0.605
017646,1,2,3,53,0.333,0.25,0.915
017656,5,5,17,52,0.5,0.227,0.722
017662,2,1,2,6,0.667,0.5,0.727
017666,4,1,16,19,0.8,0.2,0.575
017688,4,1,3,41,0.8,0.571,0.918
017693,8,3,24,11,0.727,0.25,0.413
017697,1,2,1,48,0.333,0.5,0.942
017698,3,3,6,29,0.5,0.333,0.78
017734,8,5,11,53,0.615,0.421,0.792
017751,9,0,11,34,1.0,0.45,0.796
017752,12,0,13,63,1.0,0.48,0.852
017770,6,5,17,23,0.545,0.261,0.569
017771,11,14,15,35,0.44,0.423,0.613
017772,5,4,10,24,0.556,0.333,0.674
017782,0,2,2,45,0.0,0.0,0.918
017786,4,4,23,29,0.5,0.148,0.55
017809,3,1,7,18,0.75,0.3,0.724
017822,8,4,26,40,0.667,0.235,0.615
017825,8,7,18,31,0.533,0.308,0.609
017827,8,1,6,73,0.889,0.571,0.92
017839,4,1,18,116,0.8,0.182,0.863
017841,7,2,20,39,0.778,0.259,0.676
017848,12,1,9,23,0.923,0.571,0.778
017862,3,3,22,1,0.5,0.12,0.138
017899,2,3,15,34,0.4,0.118,0.667
017901,6,2,23,48,0.75,0.207,0.684
017908,1,0,4,9,1.0,0.2,0.714
017909,6,1,7,17,0.857,0.462,0.742
017923,4,3,12,5,0.571,0.25,0.375
017929,2,0,13,24,1.0,0.133,0.667
017941,3,7,19,98,0.3,0.136,0.795
017943,6,2,6,39,0.75,0.5,0.849
017967,11,2,23,68,0.846,0.324,0.76
017978,8,8,34,49,0.5,0.19,0.576
017994,4,2,26,77,0.667,0.133,0.743
018027,8,2,8,40,0.8,0.5,0.828
018045,0,1,8,40,0.0,0.0,0.816
018057,3,0,3,27,1.0,0.5,0.909
018062,5,3,12,45,0.625,0.294,0.769
018085,7,1,7,40,0.875,0.5,0.855
018087,1,0,6,24,1.0,0.143,0.806
018094,1,0,4,15,1.0,0.2,0.8
018124,6,2,6,50,0.75,0.5,0.875
018125,9,5,22,45,0.643,0.29,0.667
018146,10,7,22,58,0.588,0.312,0.701
018152,5,2,9,23,0.714,0.357,0.718
018156,9,3,15,14,0.75,0.375,0.561
018162,0,2,15,124,0.0,0.0,0.879
018169,6,2,31,36,0.75,0.162,0.56
018170,2,2,5,53,0.5,0.286,0.887
018182,5,1,2,11,0.833,0.714,0.842
018191,2,2,7,12,0.5,0.222,0.609
018200,9,1,24,24,0.9,0.273,0.569
018201,3,0,4,24,1.0,0.429,0.871
018203,3,3,18,79,0.5,0.143,0.796
018204,12,5,28,33,0.706,0.3,0.577
018214,16,4,17,79,0.8,0.485,0.819
018218,10,3,6,53,0.769,0.625,0.875
018223,0,1,4,10,0.0,0.0,0.667
018224,9,8,37,53,0.529,0.196,0.579
018250,4,0,3,26,1.0,0.571,0.909
018254,4,1,3,60,0.8,0.571,0.941
018267,5,5,12,16,0.5,0.294,0.553
018292,7,2,13,32,0.778,0.35,0.722
018309,1,2,4,32,0.333,0.2,0.846
018325,1,0,12,13,1.0,0.077,0.538
018337,6,1,6,13,0.857,0.5,0.731
018340,1,0,10,18,1.0,0.091,0.655
018405,12,3,12,48,0.8,0.5,0.8
018408,5,2,9,65,0.714,0.357,0.864
018432,7,7,26,63,0.5,0.212,0.68
018438,2,1,6,73,0.667,0.25,0.915
018448,13,1,17,118,0.929,0.433,0.879
018451,2,0,0,20,1.0,1.0,1.0
018454,3,3,5,19,0.5,0.375,0.733
018462,3,1,27,21,0.75,0.1,0.462
018464,9,4,18,24,0.692,0.333,0.6
018475,19,3,25,47,0.864,0.432,0.702
018483,0,2,5,66,0.0,0.0,0.904
018522,2,1,0,53,0.667,1.0,0.982
018523,7,1,33,55,0.875,0.175,0.646
018524,18,2,16,58,0.9,0.529,0.809
018529,13,4,11,27,0.765,0.542,0.727
018546,1,0,2,8,1.0,0.333,0.818
018551,6,6,9,38,0.5,0.4,0.746
018568,2,1,23,90,0.667,0.08,0.793
018569,9,0,30,7,1.0,0.231,0.348
018572,3,2,22,20,0.6,0.12,0.489
018579,1,0,8,37,1.0,0.111,0.826
018581,2,0,3,27,1.0,0.4,0.906
018585,5,4,12,37,0.556,0.294,0.724
018590,1,1,3,43,0.5,0.25,0.917
018595,7,1,6,22,0.875,0.538,0.806
018604,2,2,15,45,0.5,0.118,0.734
018617,1,1,7,26,0.5,0.125,0.771
018626,3,0,4,22,1.0,0.429,0.862
018658,4,2,20,31,0.667,0.167,0.614
018672,1,1,2,32,0.5,0.333,0.917
018686,2,5,35,124,0.286,0.054,0.759
018687,0,3,3,15,0.0,0.0,0.714
018744,5,2,18,85,0.714,0.217,0.818
018747,5,1,4,24,0.833,0.556,0.853
018749,5,2,6,27,0.714,0.455,0.8
018769,4,3,9,19,0.571,0.308,0.657
018783,8,0,6,21,1.0,0.571,0.829
018785,6,2,22,104,0.75,0.214,0.821
018786,1,2,5,23,0.333,0.167,0.774
018794,8,3,36,41,0.727,0.182,0.557
018811,7,1,15,101,0.875,0.318,0.871
018813,6,0,28,86,1.0,0.176,0.767
018833,0,2,9,65,0.0,0.0,0.855
018839,5,0,6,30,1.0,0.455,0.854
018847,5,2,19,66,0.714,0.208,0.772
018865,9,3,8,45,0.75,0.529,0.831
018882,6,2,40,103,0.75,0.13,0.722
018893,1,2,9,55,0.333,0.1,0.836
018895,3,1,7,26,0.75,0.3,0.784
018905,7,3,13,97,0.7,0.35,0.867
018926,7,3,16,1,0.7,0.304,0.296
018954,6,0,10,22,1.0,0.375,0.737
018955,11,0,12,31,1.0,0.478,0.778
018972,5,5,31,22,0.5,0.139,0.429
018978,7,2,6,80,0.778,0.538,0.916
018980,4,0,3,10,1.0,0.571,0.824
018988,1,0,4,33,1.0,0.2,0.895
019001,9,6,21,7,0.6,0.3,0.372
019011,2,1,5,34,0.667,0.286,0.857
019018,0,2,5,28,0.0,0.0,0.8
019078,2,0,5,21,1.0,0.286,0.821
019084,3,2,10,33,0.6,0.231,0.75
019090,1,0,4,30,1.0,0.2,0.886
019093,3,0,1,76,1.0,0.75,0.988
019097,12,5,16,9,0.706,0.429,0.5
019106,2,0,4,38,1.0,0.333,0.909
019125,10,3,16,64,0.769,0.385,0.796
019189,5,0,5,58,1.0,0.5,0.926
019191,5,2,10,39,0.714,0.333,0.786
019195,3,1,11,5,0.75,0.214,0.4
019206,4,3,7,57,0.571,0.364,0.859
019217,13,1,14,14,0.929,0.481,0.643
019235,0,1,2,53,0.0,0.0,0.946
019236,2,0,9,59,1.0,0.182,0.871
019256,10,3,14,28,0.769,0.417,0.691
019295,4,2,16,30,0.667,0.2,0.654
019312,5,2,9,111,0.714,0.357,0.913
019327,15,2,20,32,0.882,0.429,0.681
019343,6,4,33,17,0.6,0.154,0.383
019348,1,3,6,36,0.25,0.143,0.804
019364,5,3,7,29,0.625,0.417,0.773
019380,2,1,3,89,0.667,0.4,0.958
019382,9,7,7,42,0.562,0.562,0.785
019391,10,3,24,45,0.769,0.294,0.671
019393,3,0,5,36,1.0,0.375,0.886
019398,0,1,12,17,0.0,0.0,0.567
019420,9,2,18,32,0.818,0.333,0.672
019421,2,1,3,22,0.667,0.4,0.857
019440,6,2,1,21,0.75,0.857,0.9
019461,4,3,15,45,0.571,0.211,0.731
019473,10,2,23,63,0.833,0.303,0.745
019487,3,3,1,18,0.5,0.75,0.84
019512,11,5,19,49,0.687,0.367,0.714
019516,4,0,7,21,1.0,0.364,0.781
019519,0,4,34,73,0.0,0.0,0.658
019521,5,1,4,42,0.833,0.556,0.904
019549,1,0,2,12,1.0,0.333,0.867
019564,2,2,7,21,0.5,0.222,0.719
019575,5,3,7,33,0.625,0.417,0.792
019582,8,2,20,67,0.8,0.286,0.773
019596,1,0,5,49,1.0,0.167,0.909
019599,1,3,10,6,0.25,0.091,0.35
019633,1,0,10,24,1.0,0.091,0.714
019651,2,0,3,63,1.0,0.4,0.956
019657,1,0,3,32,1.0,0.25,0.917
019671,1,0,4,37,1.0,0.2,0.905
019679,6,2,6,8,0.75,0.5,0.636
