image_id,tp,fp,fn,tn,precision,recall,accuracy
006494,8,6,28,9,0.571,0.222,0.333
006501,12,4,32,18,0.75,0.273,0.455
006519,4,0,5,48,1.0,0.444,0.912
006542,3,2,1,49,0.6,0.75,0.945
006547,3,1,6,46,0.75,0.333,0.875
006561,3,1,5,57,0.75,0.375,0.909
006585,9,2,12,19,0.818,0.429,0.667
006597,3,3,4,8,0.5,0.429,0.611
006602,1,1,7,41,0.5,0.125,0.84
006605,2,1,2,70,0.667,0.5,0.96
006606,3,1,8,15,0.75,0.273,0.667
006621,3,1,8,40,0.75,0.273,0.827
006658,3,1,7,64,0.75,0.3,0.893
006662,11,7,17,16,0.611,0.393,0.529
006670,4,0,21,53,1.0,0.16,0.731
006676,1,4,11,25,0.2,0.083,0.634
006678,6,1,16,19,0.857,0.273,0.595
006679,3,1,18,124,0.75,0.143,0.87
006688,7,2,9,61,0.778,0.437,0.861
006695,5,3,3,21,0.625,0.625,0.812
006711,2,1,26,44,0.667,0.071,0.63
006712,7,1,12,37,0.875,0.368,0.772
006713,5,1,13,63,0.833,0.278,0.829
006720,2,1,6,38,0.667,0.25,0.851
006722,4,0,10,26,1.0,0.286,0.75
006740,9,2,17,47,0.818,0.346,0.747
006763,7,1,11,43,0.875,0.389,0.806
006769,8,3,37,53,0.727,0.178,0.604
006775,4,3,11,57,0.571,0.267,0.813
006778,13,1,6,25,0.929,0.684,0.844
006793,0,1,4,30,0.0,0.0,0.857
006814,5,4,7,38,0.556,0.417,0.796
006822,14,1,12,25,0.933,0.538,0.75
006825,1,1,4,29,0.5,0.2,0.857
006846,3,2,24,12,0.6,0.111,0.366
006856,4,4,10,35,0.5,0.286,0.736
006861,6,4,9,103,0.6,0.4,0.893
006880,4,1,2,10,0.8,0.667,0.824
006884,1,1,10,29,0.5,0.091,0.732
006888,4,2,11,26,0.667,0.267,0.698
006890,4,6,3,43,0.4,0.571,0.839
006891,4,2,13,24,0.667,0.235,0.651
006897,8,4,28,32,0.667,0.222,0.556
006898,5,0,4,41,1.0,0.556,0.92
006907,6,1,6,15,0.857,0.5,0.75
006912,5,1,5,26,0.833,0.5,0.838
006913,1,1,0,6,0.5,1.0,0.875
006933,6,5,10,12,0.545,0.375,0.545
006935,3,2,15,37,0.6,0.167,0.702
006943,1,1,18,40,0.5,0.053,0.683
006944,3,1,8,39,0.75,0.273,0.824
006954,8,5,16,90,0.615,0.333,0.824
006964,7,4,14,69,0.636,0.333,0.809
006970,5,5,7,58,0.5,0.417,0.84
006995,4,2,19,104,0.667,0.174,0.837
007018,6,1,2,27,0.857,0.75,0.917
007023,2,1,11,33,0.667,0.154,0.745
007026,0,1,5,19,0.0,0.0,0.76
007045,7,2,9,9,0.778,0.437,0.593
007046,1,1,2,19,0.5,0.333,0.87
007053,4,4,10,19,0.5,0.286,0.622
007055,7,5,9,36,0.583,0.437,0.754
007063,14,3,10,25,0.824,0.583,0.75
007066,3,2,10,47,0.6,0.231,0.806
007072,9,0,8,45,1.0,0.529,0.871
007121,3,2,13,30,0.6,0.187,0.688
007132,7,6,23,49,0.538,0.233,0.659
007135,3,5,22,12,0.375,0.12,0.357
007137,9,3,43,19,0.75,0.173,0.378
007143,5,0,2,42,1.0,0.714,0.959
007146,1,1,1,50,0.5,0.5,0.962
007150,4,8,16,47,0.333,0.2,0.68
007153,7,3,11,50,0.7,0.389,0.803
007183,9,0,6,8,1.0,0.6,0.739
007184,3,1,5,49,0.75,0.375,0.897
007199,3,1,6,48,0.75,0.333,0.879
007206,1,2,13,38,0.333,0.071,0.722
007219,0,1,3,23,0.0,0.0,0.852
007224,5,5,10,10,0.5,0.333,0.5
007241,3,4,10,37,0.429,0.231,0.741
007250,5,3,9,53,0.625,0.357,0.829
007255,8,1,13,47,0.889,0.381,0.797
007259,3,1,6,81,0.75,0.333,0.923
007267,3,0,4,35,1.0,0.429,0.905
007270,3,4,13,66,0.429,0.187,0.802
007275,9,6,22,46,0.6,0.29,0.663
007286,2,0,4,10,1.0,0.333,0.75
007289,6,1,12,40,0.857,0.333,0.78
007290,2,2,11,5,0.5,0.154,0.35
007294,5,4,9,20,0.556,0.357,0.658
007297,2,0,9,124,1.0,0.182,0.933
007309,15,3,19,18,0.833,0.441,0.6
007314,12,2,15,30,0.857,0.444,0.712
007342,4,0,9,89,1.0,0.308,0.912
007364,6,1,7,21,0.857,0.462,0.771
007396,4,1,7,27,0.8,0.364,0.795
007397,3,5,19,53,0.375,0.136,0.7
007415,0,1,5,50,0.0,0.0,0.893
007434,8,1,26,34,0.889,0.235,0.609
007440,10,3,8,36,0.769,0.556,0.807
007456,4,0,4,37,1.0,0.5,0.911
007471,6,2,15,34,0.75,0.286,0.702
007472,5,2,20,36,0.714,0.2,0.651
007476,2,2,5,56,0.5,0.286,0.892
007480,5,2,5,20,0.714,0.5,0.781
007481,5,6,3,47,0.455,0.625,0.852
007490,4,2,15,31,0.667,0.211,0.673
007492,2,0,7,30,1.0,0.222,0.821
007499,1,1,4,14,0.5,0.2,0.75
007524,9,1,11,75,0.9,0.45,0.875
007528,2,2,18,31,0.5,0.1,0.623
007551,2,1,6,19,0.667,0.25,0.75
007555,18,3,35,28,0.857,0.34,0.548
007568,12,4,28,88,0.75,0.3,0.758
007574,0,1,1,11,0.0,0.0,0.846
007599,7,2,5,33,0.778,0.583,0.851
007604,14,2,9,9,0.875,0.609,0.676
007620,0,3,5,10,0.0,0.0,0.556
007631,4,0,4,115,1.0,0.5,0.967
007654,2,2,8,28,0.5,0.2,0.75
007659,9,7,25,23,0.562,0.265,0.5
007672,2,1,8,27,0.667,0.2,0.763
007678,4,4,16,75,0.5,0.2,0.798
007686,12,2,16,37,0.857,0.429,0.731
007703,9,4,46,15,0.692,0.164,0.324
007708,6,4,9,56,0.6,0.4,0.827
007715,7,4,10,30,0.636,0.412,0.725
007718,0,3,0,34,0.0,0.0,0.919
007727,4,3,12,38,0.571,0.25,0.737
007740,5,0,7,75,1.0,0.417,0.92
007757,7,0,5,69,1.0,0.583,0.938
007806,0,2,4,87,0.0,0.0,0.935
007816,2,0,14,47,1.0,0.125,0.778
007818,2,2,7,25,0.5,0.222,0.75
007839,5,1,2,25,0.833,0.714,0.909
007872,3,9,27,70,0.25,0.1,0.67
007886,6,3,23,63,0.667,0.207,0.726
007895,6,3,16,111,0.667,0.273,0.86
007902,9,2,5,64,0.818,0.643,0.912
007932,2,4,10,13,0.333,0.167,0.517
007949,4,3,10,62,0.571,0.286,0.835
007953,8,1,11,66,0.889,0.421,0.86
007997,9,4,12,23,0.692,0.429,0.667
008026,4,1,28,29,0.8,0.125,0.532
008028,3,0,6,28,1.0,0.333,0.838
008033,2,0,3,12,1.0,0.4,0.824
008034,4,1,10,51,0.8,0.286,0.833
008049,18,3,15,18,0.857,0.545,0.667
008067,5,4,13,26,0.556,0.278,0.646
008131,2,0,14,17,1.0,0.125,0.576
008148,4,2,9,24,0.667,0.308,0.718
008159,8,4,25,8,0.667,0.242,0.356
008160,11,0,9,68,1.0,0.55,0.898
008176,3,2,32,51,0.6,0.086,0.614
008187,2,1,13,141,0.667,0.133,0.911
008190,8,2,17,46,0.8,0.32,0.74
008192,9,1,5,41,0.9,0.643,0.893
008203,2,2,27,29,0.5,0.069,0.517
008213,13,3,19,26,0.812,0.406,0.639
008215,8,0,21,22,1.0,0.276,0.588
008230,1,2,3,52,0.333,0.25,0.914
008231,6,3,6,21,0.667,0.5,0.75
008234,5,3,6,45,0.625,0.455,0.847
008242,12,3,15,11,0.8,0.444,0.561
008249,4,0,5,48,1.0,0.444,0.912
008259,8,5,23,74,0.615,0.258,0.745
008271,9,3,9,58,0.75,0.5,0.848
008272,6,4,14,46,0.6,0.3,0.743
008308,3,1,5,39,0.75,0.375,0.875
008320,2,2,5,64,0.5,0.286,0.904
008335,6,2,7,47,0.75,0.462,0.855
008339,1,3,8,31,0.25,0.111,0.744
008346,6,4,10,16,0.6,0.375,0.611
008362,10,1,12,71,0.909,0.455,0.862
008368,3,2,4,38,0.6,0.429,0.872
008371,7,1,8,19,0.875,0.467,0.743
008380,5,2,27,29,0.714,0.156,0.54
008391,1,0,1,63,1.0,0.5,0.985
008402,10,5,18,46,0.667,0.357,0.709
008417,1,0,3,40,1.0,0.25,0.932
008418,3,1,16,48,0.75,0.158,0.75
008422,7,3,8,30,0.7,0.467,0.771
008432,8,3,10,44,0.727,0.444,0.8
008438,1,4,10,20,0.2,0.091,0.6
008470,4,1,10,31,0.8,0.286,0.761
008497,5,3,6,38,0.625,0.455,0.827
008504,1,2,2,23,0.333,0.333,0.857
008527,2,0,5,52,1.0,0.286,0.915
008538,3,4,20,61,0.429,0.13,0.727
008540,2,1,19,16,0.667,0.095,0.474
008561,0,3,5,9,0.0,0.0,0.529
008566,0,2,15,40,0.0,0.0,0.702
008576,14,5,20,13,0.737,0.412,0.519
008579,15,3,14,23,0.833,0.517,0.691
008588,3,1,20,58,0.75,0.13,0.744
008593,5,3,4,32,0.625,0.556,0.841
008601,5,1,7,25,0.833,0.417,0.789
008628,0,1,14,2,0.0,0.0,0.118
008633,2,1,21,12,0.667,0.087,0.389
008643,1,1,1,19,0.5,0.5,0.909
008667,6,1,8,34,0.857,0.429,0.816
008672,0,2,11,87,0.0,0.0,0.87
008673,12,3,16,14,0.8,0.429,0.578
008681,6,4,8,97,0.6,0.429,0.896
008685,2,0,26,35,1.0,0.071,0.587
008691,1,2,7,36,0.333,0.125,0.804
008692,6,5,15,36,0.545,0.286,0.677
008709,4,1,10,9,0.8,0.286,0.542
008711,1,6,9,52,0.143,0.1,0.779
008712,1,1,8,15,0.5,0.111,0.64
008743,3,1,12,47,0.75,0.2,0.794
008751,1,1,1,69,0.5,0.5,0.972
008756,1,0,5,42,1.0,0.167,0.896
008767,2,1,18,79,0.667,0.1,0.81
008774,5,1,10,16,0.833,0.333,0.656
008775,1,1,4,34,0.5,0.2,0.875
008776,1,0,14,29,1.0,0.067,0.682
008817,1,1,7,23,0.5,0.125,0.75
008833,6,1,15,75,0.857,0.286,0.835
008848,0,1,1,28,0.0,0.0,0.933
008853,2,0,2,50,1.0,0.5,0.963
008871,5,1,21,19,0.833,0.192,0.522
008878,4,3,27,21,0.571,0.129,0.455
008884,1,0,5,38,1.0,0.167,0.886
008886,2,0,6,32,1.0,0.25,0.85
008888,12,1,14,46,0.923,0.462,0.795
008901,4,0,15,41,1.0,0.211,0.75
008906,1,2,5,19,0.333,0.167,0.741
008909,4,0,1,91,1.0,0.8,0.99
008949,2,5,18,57,0.286,0.1,0.72
008955,2,1,2,57,0.667,0.5,0.952
008956,0,1,5,9,0.0,0.0,0.6
008970,1,1,18,25,0.5,0.053,0.578
008973,1,1,10,23,0.5,0.091,0.686
008974,4,8,19,48,0.333,0.174,0.658
008978,1,0,4,47,1.0,0.2,0.923
008981,6,0,11,33,1.0,0.353,0.78
008983,2,0,5,8,1.0,0.286,0.667
009011,3,1,17,147,0.75,0.15,0.893
009020,10,0,19,72,1.0,0.345,0.812
009023,11,5,20,67,0.687,0.355,0.757
009032,3,2,7,27,0.6,0.3,0.769
009044,11,4,10,41,0.733,0.524,0.788
009055,5,0,4,36,1.0,0.556,0.911
009060,7,2,18,30,0.778,0.28,0.649
009069,1,0,15,43,1.0,0.062,0.746
009075,8,2,13,63,0.8,0.381,0.826
009084,3,1,9,25,0.75,0.25,0.737
009086,4,2,9,48,0.667,0.308,0.825
009088,7,9,37,31,0.437,0.159,0.452
009102,8,2,21,23,0.8,0.276,0.574
009127,1,1,15,57,0.5,0.062,0.784
009146,7,6,22,41,0.538,0.241,0.632
009156,3,2,14,74,0.6,0.176,0.828
009168,10,7,14,37,0.588,0.417,0.691
009193,5,5,22,17,0.5,0.185,0.449
009219,4,0,7,43,1.0,0.364,0.87
009237,7,2,41,73,0.778,0.146,0.65
009253,3,4,14,18,0.429,0.176,0.538
009254,4,1,20,43,0.8,0.167,0.691
009258,2,1,3,10,0.667,0.4,0.75
009270,7,2,7,60,0.778,0.5,0.882
009300,2,0,4,84,1.0,0.333,0.956
009302,3,1,8,24,0.75,0.273,0.75
009313,1,0,1,55,1.0,0.5,0.982
009321,6,1,36,65,0.857,0.143,0.657
009333,2,5,9,21,0.286,0.182,0.622
009341,1,0,2,12,1.0,0.333,0.867
009348,1,0,6,35,1.0,0.143,0.857
009349,5,0,18,17,1.0,0.217,0.55
009363,7,2,8,33,0.778,0.467,0.8
009371,10,2,10,39,0.833,0.5,0.803
009373,3,0,1,24,1.0,0.75,0.964
009382,4,0,9,81,1.0,0.308,0.904
009389,1,2,10,51,0.333,0.091,0.812
009396,2,0,5,39,1.0,0.286,0.891
009399,4,2,9,58,0.667,0.308,0.849
009405,9,5,24,14,0.643,0.273,0.442
009424,1,0,2,66,1.0,0.333,0.971
009451,4,3,4,59,0.571,0.5,0.9
009470,3,0,2,19,1.0,0.6,0.917
009477,5,1,5,15,0.833,0.5,0.769
009478,7,5,19,36,0.583,0.269,0.642
009480,12,1,7,37,0.923,0.632,0.86
009482,10,2,18,70,0.833,0.357,0.8
009485,4,0,9,35,1.0,0.308,0.812
009492,13,4,13,22,0.765,0.5,0.673
009496,4,0,18,16,1.0,0.182,0.526
009499,5,2,15,71,0.714,0.25,0.817
009516,9,4,9,24,0.692,0.5,0.717
009520,10,3,21,44,0.769,0.323,0.692
009537,3,1,10,67,0.75,0.231,0.864
009549,6,4,13,45,0.6,0.316,0.75
009560,1,2,6,37,0.333,0.143,0.826
009561,2,0,2,29,1.0,0.5,0.939
009571,8,1,12,24,0.889,0.4,0.711
009615,2,2,13,39,0.5,0.133,0.732
009639,9,1,12,48,0.9,0.429,0.814
009663,5,2,13,18,0.714,0.278,0.605
009678,2,2,5,22,0.5,0.286,0.774
009682,2,0,25,70,1.0,0.074,0.742
009697,8,1,10,35,0.889,0.444,0.796
009714,9,4,14,23,0.692,0.391,0.64
009715,6,3,4,42,0.667,0.6,0.873
009721,1,0,0,30,1.0,1.0,1.0
009729,4,2,8,32,0.667,0.333,0.783
009732,1,0,2,63,1.0,0.333,0.97
009747,3,2,9,45,0.6,0.25,0.814
009749,6,1,11,69,0.857,0.353,0.862
009752,6,3,8,53,0.667,0.429,0.843
009755,4,0,5,19,1.0,0.444,0.821
009761,2,0,1,28,1.0,0.667,0.968
009768,6,2,11,45,0.75,0.353,0.797
009770,5,1,13,32,0.833,0.278,0.725
009776,1,2,8,53,0.333,0.111,0.844
009793,5,1,6,17,0.833,0.455,0.759
009799,0,1,5,45,0.0,0.0,0.882
009805,1,0,3,25,1.0,0.25,0.897
009817,6,4,12,18,0.6,0.333,0.6
009828,6,2,12,22,0.75,0.333,0.667
009844,4,1,12,48,0.8,0.25,0.8
009845,16,5,18,17,0.762,0.471,0.589
009860,4,0,4,29,1.0,0.5,0.892
009861,3,1,7,46,0.75,0.3,0.86
009891,12,8,23,12,0.6,0.343,0.436
009912,5,5,31,27,0.5,0.139,0.471
009919,6,2,18,33,0.75,0.25,0.661
009921,2,4,6,21,0.333,0.25,0.697
009933,11,2,8,13,0.846,0.579,0.706
009934,1,1,3,29,0.5,0.25,0.882
009948,3,4,9,11,0.429,0.25,0.519
009960,4,2,13,27,0.667,0.235,0.674
009961,4,0,8,43,1.0,0.333,0.855
009970,4,0,11,115,1.0,0.267,0.915
009971,13,4,20,8,0.765,0.394,0.467
010024,5,3,10,30,0.625,0.333,0.729
010035,3,0,0,9,1.0,1.0,1.0
010040,4,2,12,56,0.667,0.25,0.811
010056,1,2,14,15,0.333,0.067,0.5
010102,6,6,20,38,0.5,0.231,0.629
010108,7,3,11,43,0.7,0.389,0.781
010110,4,0,3,45,1.0,0.571,0.942
010112,8,3,9,62,0.727,0.471,0.854
010115,5,1,11,67,0.833,0.312,0.857
010116,3,1,6,12,0.75,0.333,0.682
010118,3,1,18,66,0.75,0.143,0.784
010130,4,3,27,71,0.571,0.129,0.714
010135,2,7,22,24,0.222,0.083,0.473
010138,10,1,19,65,0.909,0.345,0.789
010149,1,3,8,53,0.25,0.111,0.831
010154,3,3,3,38,0.5,0.5,0.872
010155,0,2,2,21,0.0,0.0,0.84
010199,0,1,5,66,0.0,0.0,0.917
010203,3,1,9,88,0.75,0.25,0.901
010208,13,4,17,28,0.765,0.433,0.661
010224,5,2,12,55,0.714,0.294,0.811
010275,3,3,12,21,0.5,0.2,0.615
010286,4,7,13,44,0.364,0.235,0.706
010291,4,1,14,60,0.8,0.222,0.81
010308,2,0,0,31,1.0,1.0,1.0
010315,7,2,20,20,0.778,0.259,0.551
010333,4,1,13,35,0.8,0.235,0.736
010362,3,6,7,31,0.333,0.3,0.723
010380,5,5,3,34,0.5,0.625,0.83
010400,8,4,13,6,0.667,0.381,0.452
010402,1,1,1,43,0.5,0.5,0.957
010412,5,0,5,14,1.0,0.5,0.792
010415,8,4,15,83,0.667,0.348,0.827
010424,0,1,7,74,0.0,0.0,0.902
010456,0,1,22,8,0.0,0.0,0.258
010495,4,0,6,38,1.0,0.4,0.875
010510,5,2,16,21,0.714,0.238,0.591
010533,7,10,24,19,0.412,0.226,0.433
010536,3,3,11,51,0.5,0.214,0.794
010547,7,6,3,26,0.538,0.7,0.786
010551,11,6,33,32,0.647,0.25,0.524
010553,10,3,24,53,0.769,0.294,0.7
010555,10,1,14,7,0.909,0.417,0.531
010566,3,1,6,25,0.75,0.333,0.8
010579,7,1,13,12,0.875,0.35,0.576
010585,13,2,21,19,0.867,0.382,0.582
010597,9,4,19,4,0.692,0.321,0.361
010610,13,6,7,22,0.684,0.65,0.729
010617,5,3,19,71,0.625,0.208,0.776
010624,3,3,28,82,0.5,0.097,0.733
010629,9,2,11,95,0.818,0.45,0.889
010694,2,0,7,45,1.0,0.222,0.87
010698,1,2,6,73,0.333,0.143,0.902
010725,2,3,14,31,0.4,0.125,0.66
010753,4,5,24,72,0.444,0.143,0.724
010767,2,3,16,38,0.4,0.111,0.678
010770,0,3,1,42,0.0,0.0,0.913
010773,6,1,3,43,0.857,0.667,0.925
010787,1,0,4,21,1.0,0.2,0.846
010791,1,2,4,40,0.333,0.2,0.872
010792,13,6,14,29,0.684,0.481,0.677
010803,2,3,11,34,0.4,0.154,0.72
010804,5,1,8,55,0.833,0.385,0.87
010814,5,3,12,63,0.625,0.294,0.819
010815,5,1,7,22,0.833,0.417,0.771
010843,11,5,29,23,0.687,0.275,0.5
010865,2,2,11,20,0.5,0.154,0.629
010866,3,2,26,49,0.6,0.103,0.65
010888,6,3,12,53,0.667,0.333,0.797
010904,1,2,9,67,0.333,0.1,0.861
010909,0,3,29,89,0.0,0.0,0.736
010930,4,1,10,24,0.8,0.286,0.718
010953,1,2,8,45,0.333,0.111,0.821
010984,15,3,11,15,0.833,0.577,0.682
010988,3,1,9,24,0.75,0.25,0.73
011009,1,0,4,66,1.0,0.2,0.944
011027,4,1,7,67,0.8,0.364,0.899
011028,2,2,4,35,0.5,0.333,0.86
011029,4,3,6,25,0.571,0.4,0.763
011041,8,2,14,14,0.8,0.364,0.579
011043,6,3,6,75,0.667,0.5,0.9
011054,11,6,26,96,0.647,0.297,0.77
011055,3,2,12,31,0.6,0.2,0.708
011062,0,3,8,2,0.0,0.0,0.154
011063,14,3,17,36,0.824,0.452,0.714
011074,10,3,22,45,0.769,0.312,0.688
011090,6,3,23,73,0.667,0.207,0.752
011099,1,1,1,33,0.5,0.5,0.944
011106,3,2,10,22,0.6,0.231,0.676
011108,4,0,4,73,1.0,0.5,0.951
011113,1,0,0,27,1.0,1.0,1.0
011128,5,3,9,55,0.625,0.357,0.833
011133,1,4,3,37,0.2,0.25,0.844
011143,8,2,25,9,0.8,0.242,0.386
011162,1,2,3,15,0.333,0.25,0.762
011168,3,0,3,29,1.0,0.5,0.914
011176,6,3,13,37,0.667,0.316,0.729
011187,1,1,8,58,0.5,0.111,0.868
011194,2,4,8,25,0.333,0.2,0.692
011202,1,0,7,24,1.0,0.125,0.781
011211,15,4,20,29,0.789,0.429,0.647
011233,5,1,8,40,0.833,0.385,0.833
011255,1,2,6,19,0.333,0.143,0.714
011256,5,3,11,14,0.625,0.312,0.576
011261,12,6,24,20,0.667,0.333,0.516
011324,11,1,5,36,0.917,0.687,0.887
011357,17,4,35,34,0.81,0.327,0.567
011362,13,4,31,52,0.765,0.295,0.65
011381,5,1,10,65,0.833,0.333,0.864
011400,1,0,0,4,1.0,1.0,1.0
011407,11,11,23,12,0.5,0.324,0.404
011410,6,0,13,82,1.0,0.316,0.871
011413,3,4,21,37,0.429,0.125,0.615
011430,5,0,4,35,1.0,0.556,0.909
011447,7,1,11,10,0.875,0.389,0.586
011461,8,2,11,49,0.8,0.421,0.814
011480,7,1,16,70,0.875,0.304,0.819
011484,1,1,2,15,0.5,0.333,0.842
011486,8,6,24,14,0.571,0.25,0.423
011518,2,1,2,73,0.667,0.5,0.962
011530,2,1,2,20,0.667,0.5,0.88
011532,9,2,21,13,0.818,0.3,0.489
011539,4,4,6,36,0.5,0.4,0.8
011551,13,3,6,29,0.812,0.684,0.824
011554,4,0,12,65,1.0,0.25,0.852
011560,3,5,25,31,0.375,0.107,0.531
011567,4,3,38,112,0.571,0.095,0.739
011571,7,5,29,34,0.583,0.194,0.547
011575,11,0,15,3,1.0,0.423,0.483
011577,1,6,11,30,0.143,0.083,0.646
011624,2,1,12,77,0.667,0.143,0.859
011655,3,0,9,48,1.0,0.25,0.85
011658,6,3,13,55,0.667,0.316,0.792
011659,1,1,1,11,0.5,0.5,0.857
011665,4,5,26,28,0.444,0.133,0.508
011667,3,1,13,62,0.75,0.187,0.823
011679,2,1,14,46,0.667,0.125,0.762
011682,10,1,10,46,0.909,0.5,0.836
011683,12,5,22,26,0.706,0.353,0.585
011684,3,3,31,7,0.5,0.088,0.227
011695,2,3,10,64,0.4,0.167,0.835
011701,5,0,7,33,1.0,0.417,0.844
011722,2,0,7,41,1.0,0.222,0.86
011738,4,4,16,22,0.5,0.2,0.565
011739,6,4,11,23,0.6,0.353,0.659
011740,1,1,52,173,0.5,0.019,0.767
011755,4,1,5,35,0.8,0.444,0.867
011756,2,0,3,75,1.0,0.4,0.963
011757,5,0,4,47,1.0,0.556,0.929
011760,6,4,14,41,0.6,0.3,0.723
011771,4,3,21,45,0.571,0.16,0.671
011773,0,3,5,25,0.0,0.0,0.758
011791,7,1,10,46,0.875,0.412,0.828
011795,2,2,4,26,0.5,0.333,0.824
011799,6,2,9,77,0.75,0.4,0.883
011808,3,1,8,20,0.75,0.273,0.719
011822,1,1,8,34,0.5,0.111,0.795
011839,5,0,5,37,1.0,0.5,0.894
011841,12,6,23,70,0.667,0.343,0.739
011847,4,1,13,24,0.8,0.235,0.667
011848,0,2,8,32,0.0,0.0,0.762
011851,9,4,19,16,0.692,0.321,0.521
011855,8,1,9,17,0.889,0.471,0.714
011863,5,1,9,44,0.833,0.357,0.831
011885,5,2,18,86,0.714,0.217,0.82
011903,1,0,1,10,1.0,0.5,0.917
011913,9,2,8,55,0.818,0.529,0.865
011917,0,2,5,29,0.0,0.0,0.806
011918,4,0,6,37,1.0,0.4,0.872
011924,3,0,5,3,1.0,0.375,0.545
011929,11,3,15,17,0.786,0.423,0.609
011932,13,2,13,21,0.867,0.5,0.694
011944,5,5,23,23,0.5,0.179,0.5
011946,13,3,34,76,0.812,0.277,0.706
011950,5,0,1,60,1.0,0.833,0.985
011953,1,1,2,21,0.5,0.333,0.88
011962,14,2,15,6,0.875,0.483,0.541
011968,8,0,6,36,1.0,0.571,0.88
011972,3,7,21,45,0.3,0.125,0.632
011977,3,1,9,95,0.75,0.25,0.907
011984,1,0,3,20,1.0,0.25,0.875
011996,4,2,26,147,0.667,0.133,0.844
011997,0,2,1,12,0.0,0.0,0.8
012017,2,0,1,75,1.0,0.667,0.987
012019,4,0,8,25,1.0,0.333,0.784
012070,10,4,18,21,0.714,0.357,0.585
012075,1,0,3,19,1.0,0.25,0.87
012089,4,2,11,69,0.667,0.267,0.849
012100,8,2,14,45,0.8,0.364,0.768
012117,7,4,34,118,0.636,0.171,0.767
012130,3,1,7,45,0.75,0.3,0.857
012141,4,4,11,32,0.5,0.267,0.706
012149,6,1,6,34,0.857,0.5,0.851
012178,3,1,3,106,0.75,0.5,0.965
012200,1,2,20,15,0.333,0.048,0.421
012207,4,3,9,9,0.571,0.308,0.52
012213,5,1,15,79,0.833,0.25,0.84
012217,1,0,4,7,1.0,0.2,0.667
012235,6,4,6,28,0.6,0.5,0.773
012243,5,1,7,10,0.833,0.417,0.652
012253,8,2,13,28,0.8,0.381,0.706
012256,2,1,6,23,0.667,0.25,0.781
012259,6,1,6,24,0.857,0.5,0.811
012274,2,0,3,35,1.0,0.4,0.925
012279,1,2,7,55,0.333,0.125,0.862
012320,8,1,24,70,0.889,0.25,0.757
012340,6,4,13,49,0.6,0.316,0.764
012342,2,2,5,24,0.5,0.286,0.788
012354,3,1,5,52,0.75,0.375,0.902
012361,6,4,17,49,0.6,0.261,0.724
012398,3,2,5,17,0.6,0.375,0.741
012409,5,1,3,22,0.833,0.625,0.871
012414,2,2,6,8,0.5,0.25,0.556
012420,3,2,14,42,0.6,0.176,0.738
012439,3,3,15,2,0.5,0.167,0.217
012454,5,0,6,12,1.0,0.455,0.739
012457,10,0,9,53,1.0,0.526,0.875
012458,2,5,8,11,0.286,0.2,0.5
012477,2,1,1,24,0.667,0.667,0.929
012486,2,3,8,15,0.4,0.2,0.607
012499,2,0,1,20,1.0,0.667,0.957
012508,5,1,13,33,0.833,0.278,0.731
012524,4,2,11,6,0.667,0.267,0.435
012528,5,1,12,40,0.833,0.294,0.776
012535,4,2,11,7,0.667,0.267,0.458
012538,3,1,10,77,0.75,0.231,0.879
012542,7,0,8,52,1.0,0.467,0.881
012555,8,2,10,112,0.8,0.444,0.909
012573,8,3,13,18,0.727,0.381,0.619
012579,5,5,20,88,0.5,0.2,0.788
012606,2,4,3,9,0.333,0.4,0.611
012611,4,2,5,30,0.667,0.444,0.829
012623,11,1,15,54,0.917,0.423,0.802
012628,5,1,16,83,0.833,0.238,0.838
012630,5,4,8,71,0.556,0.385,0.864
012637,2,1,4,12,0.667,0.333,0.737
012650,5,1,11,1,0.833,0.312,0.333
012681,0,2,2,16,0.0,0.0,0.8
012683,2,1,9,34,0.667,0.182,0.783
012687,13,4,13,24,0.765,0.5,0.685
012691,1,1,3,41,0.5,0.25,0.913
012696,5,1,7,31,0.833,0.417,0.818
012698,2,5,10,17,0.286,0.167,0.559
012700,4,0,10,39,1.0,0.286,0.811
012716,3,2,4,47,0.6,0.429,0.893
012720,3,3,13,67,0.5,0.187,0.814
012726,5,3,7,34,0.625,0.417,0.796
012727,6,8,16,30,0.429,0.273,0.6
012769,7,0,13,34,1.0,0.35,0.759
012777,12,1,13,41,0.923,0.48,0.791
012795,9,0,6,22,1.0,0.6,0.838
012799,2,4,11,35,0.333,0.154,0.712
012804,4,1,13,67,0.8,0.235,0.835
012805,0,2,10,65,0.0,0.0,0.844
012812,1,0,21,51,1.0,0.045,0.712
012829,4,3,15,75,0.571,0.211,0.814
012831,1,1,10,52,0.5,0.091,0.828
012833,11,0,9,21,1.0,0.55,0.78
012858,1,1,6,87,0.5,0.143,0.926
012865,1,3,11,53,0.25,0.083,0.794
012885,2,3,27,54,0.4,0.069,0.651
012896,1,1,6,21,0.5,0.143,0.759
012899,1,2,3,26,0.333,0.25,0.844
012903,1,1,10,16,0.5,0.091,0.607
012907,6,2,5,23,0.75,0.545,0.806
012936,4,1,2,38,0.8,0.667,0.933
012950,3,0,11,20,1.0,0.214,0.676
012956,13,7,19,34,0.65,0.406,0.644
012974,10,1,4,6,0.909,0.714,0.762
012975,9,4,18,44,0.692,0.333,0.707
012982,0,1,3,63,0.0,0.0,0.94
013003,2,2,29,38,0.5,0.065,0.563
