,image_id,pred_obj,true_obj,iou,occolusion_ratio
0,032353,0,44,0.9421,None
1,032353,1,48,0.7628,Medium
2,032353,2,35,0.7199,Medium
3,032353,3,29,0.9247,Light
4,032353,4,46,0.6571,Heavy
5,032353,5,42,0.4714,Heavy
6,032353,6,38,0.8321,None
7,032353,7,32,0.7443,Medium
8,032353,8,47,0.6726,Heavy
9,032353,9,31,0.7612,Heavy
10,032353,10,43,0.381,Medium
11,032353,11,42,0.4427,Heavy
12,032353,12,43,0.7451,Medium
13,032353,13,27,0.6653,Heavy
14,032353,14,27,0.5143,Heavy
15,023247,15,22,0.7901,None
16,023247,16,18,0.7574,Light
17,023247,17,39,0.6553,Light
18,023247,18,41,0.5606,Heavy
19,023247,19,19,0.9527,Light
20,005741,20,33,0.8414,Light
21,005741,21,40,0.9207,None
22,005741,22,42,0.8021,Light
23,005741,23,27,0.83,None
24,005741,24,50,0.9185,Light
25,005741,25,29,0.5042,Medium
26,005741,26,31,0.5284,Medium
27,005741,27,46,0.5572,Medium
28,005741,28,29,0.5519,Medium
29,005741,29,43,0.6537,Medium
30,005741,30,32,0.7033,Light
31,005741,31,56,0.6137,VeryHeavy
32,005741,32,47,0.7615,Light
33,005741,33,35,0.5339,Light
34,005741,34,58,0.5114,VeryHeavy
35,005741,35,28,0.773,Medium
36,005741,36,19,0.1053,None
37,005741,37,34,0.7609,Undefined
38,005741,38,39,0.6308,Medium
39,005741,39,36,0.6067,Medium
40,005637,40,55,0.9486,None
41,005637,41,53,0.9618,None
42,005637,42,30,0.8318,Light
43,005637,43,60,0.6828,Heavy
44,005637,44,46,0.8187,Light
45,005637,45,45,0.5234,Heavy
46,005637,46,27,0.6502,Heavy
47,005637,47,56,0.7429,VeryHeavy
48,005637,48,43,0.9043,Heavy
49,005637,49,22,0.5353,VeryHeavy
50,005637,50,26,0.4389,VeryHeavy
51,005637,51,42,0.7053,None
52,042080,52,55,0.522,Heavy
53,042080,53,59,0.279,Light
54,042080,54,46,0.8303,Light
55,042080,55,70,0.685,Light
56,030730,56,97,0.954,Light
57,030730,57,114,0.8687,None
58,030730,58,89,0.5813,Medium
59,030730,59,154,0.5022,Undefined
60,030730,60,136,0.4195,None
61,030730,61,113,0.7804,Heavy
62,030730,62,106,0.6462,Light
63,030730,63,148,0.5303,Medium
64,030730,64,122,0.2375,None
65,032830,65,134,0.9204,Light
66,032830,66,138,0.9254,None
67,032830,67,133,0.6265,Medium
68,032830,68,143,0.2092,Heavy
69,032830,69,150,0.633,VeryHeavy
70,022152,70,29,0.7542,Medium
71,041160,71,25,0.8185,Light
72,041160,72,26,0.9119,Light
73,041160,73,37,0.6912,Light
74,041160,74,24,0.7129,Medium
75,041160,75,45,0.6936,Medium
76,041160,76,49,0.7561,None
77,041160,77,39,0.8813,None
78,041160,78,44,0.8014,None
79,041160,79,47,0.8477,None
80,041160,80,55,0.5023,Medium
81,041160,81,53,0.6409,Light
82,041160,82,59,0.4368,Heavy
83,014660,83,31,0.968,None
84,014660,84,34,0.6916,Medium
85,014660,85,28,0.8138,None
86,014660,86,29,0.4108,Heavy
87,014660,87,30,0.3614,Heavy
88,014660,88,41,0.1797,Heavy
89,014660,89,41,0.4315,Heavy
90,026456,90,70,0.9584,None
91,026456,91,75,0.8905,Light
92,026456,92,71,0.9367,Light
93,026456,93,79,0.621,Light
94,038764,94,168,0.9244,None
95,038764,95,194,0.8301,None
96,038764,96,216,0.7705,None
97,038764,97,160,0.5762,Medium
98,038764,98,219,0.8609,Light
99,038764,99,182,0.619,Medium
100,038764,100,195,0.7659,Medium
101,038764,101,172,0.83,Light
102,038764,102,201,0.5948,None
103,038764,103,182,0.2729,Medium
104,038764,104,171,0.2739,Heavy
105,038764,105,180,0.5769,Heavy
106,038764,106,196,0.1952,Undefined
107,038764,107,204,0.6845,Medium
108,042344,108,70,0.9537,None
109,042344,109,71,0.5863,Medium
110,042344,110,76,0.8587,Medium
111,042344,111,80,0.6517,None
112,042344,112,73,0.6753,None
113,042344,113,82,0.6458,Light
114,042344,114,87,0.5656,VeryHeavy
115,042344,115,78,0.6454,None
116,042344,116,77,0.7351,None
117,042344,117,74,0.6757,Light
118,042344,118,79,0.5909,Light
119,042344,119,78,0.406,None
120,020834,120,128,0.8953,None
121,020834,121,117,0.6239,Light
122,020834,122,129,0.6854,Light
123,020834,123,145,0.2468,VeryHeavy
124,020834,124,121,0.8595,None
125,020834,125,134,0.876,Light
126,020834,126,137,0.0539,Medium
127,020834,127,121,0.3675,None
128,020834,128,137,0.7038,Medium
129,039570,129,57,0.8347,Light
130,039570,130,56,0.8062,None
131,039570,131,47,0.767,Light
132,039570,132,52,0.7143,Light
133,039570,133,40,0.8448,Light
134,039570,134,34,0.6966,Light
135,039570,135,41,0.7635,Light
136,039570,136,49,0.6894,Medium
137,039570,137,44,0.6954,Light
138,039570,138,37,0.6279,Medium
139,039570,139,58,0.6904,Heavy
140,034840,140,52,0.9653,None
141,034840,141,51,0.9124,None
142,034840,142,101,0.8787,Light
143,034840,143,79,0.9546,None
144,034840,144,71,0.942,None
145,034840,145,86,0.4235,Light
146,034840,146,84,0.8424,None
147,034840,147,70,0.3299,Medium
148,034840,148,64,0.5533,Heavy
149,034840,149,82,0.4223,Medium
150,034840,150,59,0.613,Light
151,034840,151,95,0.4714,Heavy
152,034840,152,94,0.7668,Medium
153,034840,153,83,0.6779,Light
154,034840,154,54,0.2024,Heavy
155,019985,155,6,0.8039,Light
156,019985,156,17,0.9274,None
157,019985,157,8,0.8493,None
158,019985,158,36,0.4721,Heavy
159,019985,159,9,0.6522,VeryHeavy
160,019985,160,16,0.3475,None
161,019985,161,7,0.6446,VeryHeavy
162,019985,162,44,0.7038,Undefined
163,019985,163,22,0.6494,Heavy
164,019985,164,26,0.3569,None
165,019985,165,30,0.4047,Medium
166,019985,166,35,0.3865,Medium
167,039444,167,36,0.9112,None
168,008978,168,61,0.8079,None
169,008853,169,36,0.9544,None
170,008853,170,49,0.8135,Light
171,005043,171,31,0.4666,None
172,005043,172,31,0.2203,None
173,005043,173,21,0.0904,Undefined
174,004564,174,47,0.9032,Light
175,004564,175,42,0.7205,Medium
176,004564,176,40,0.7261,Heavy
177,004564,177,39,0.3617,None
178,004564,178,42,0.4054,Medium
179,012650,179,4,0.8722,None
180,012650,180,6,0.8486,None
181,012650,181,10,0.6751,Medium
182,012650,182,8,0.5063,Heavy
183,012650,183,19,0.3609,Heavy
184,012650,184,3,0.5121,Heavy
185,014056,185,40,0.8037,None
186,014056,186,51,0.8376,None
187,014056,187,44,0.8483,Light
188,014056,188,67,0.3495,Undefined
189,014056,189,69,0.5283,VeryHeavy
190,023590,190,52,0.9297,Light
191,023590,191,50,0.7269,None
192,023590,192,57,0.8783,Light
193,023590,193,54,0.7538,None
194,023590,194,53,0.7113,None
195,023590,195,48,0.6806,Heavy
196,023113,196,54,0.8606,None
197,023113,197,58,0.8083,None
198,023113,198,13,0.1417,Light
199,043445,199,15,0.6237,Medium
200,048340,200,89,0.9338,None
201,048340,201,90,0.9145,None
202,048340,202,98,0.3445,Heavy
203,048340,203,93,0.8358,Heavy
204,048340,204,92,0.377,Heavy
205,048340,205,85,0.9226,None
206,047310,206,106,0.863,None
207,047310,207,84,0.9603,None
208,047310,208,104,0.6417,Light
209,047310,209,89,0.7646,Light
210,047310,210,102,0.7206,Medium
211,047310,211,85,0.8358,None
212,047310,212,70,0.5328,Light
213,047310,213,92,0.6596,Light
214,047310,214,96,0.5006,Heavy
215,014080,215,42,0.9412,None
216,014080,216,45,0.9535,None
217,014080,217,39,0.7416,Light
218,014080,218,44,0.7008,Medium
219,014080,219,41,0.7697,None
220,014080,220,47,0.6506,Light
221,022876,221,79,0.9221,None
222,022876,222,68,0.9084,None
223,022876,223,86,0.9332,Light
224,022876,224,65,0.5242,Medium
225,022876,225,71,0.7911,Light
226,022876,226,84,0.6811,Heavy
227,022876,227,87,0.7643,Heavy
228,022876,228,64,0.7673,Light
229,022876,229,91,0.8798,Light
230,022876,230,62,0.8068,None
231,022876,231,95,0.3069,Heavy
232,022876,232,70,0.7735,Medium
233,022876,233,93,0.5092,Heavy
234,022876,234,97,0.4576,Heavy
235,022876,235,77,0.7513,Heavy
236,022876,236,85,0.2709,VeryHeavy
237,022876,237,78,0.3362,Light
238,022876,238,69,0.7891,VeryHeavy
239,022876,239,101,0.6149,Undefined
240,039003,240,64,0.918,None
241,039003,241,79,0.4381,Heavy
242,039003,242,69,0.8353,None
243,039003,243,63,0.708,Light
244,039003,244,92,0.2746,None
245,042462,245,51,0.8319,Light
246,042462,246,36,0.8993,None
247,042462,247,45,0.9482,Light
248,042462,248,49,0.9107,Light
249,042462,249,48,0.7155,Medium
250,042462,250,47,0.8778,Light
251,042462,251,35,0.83,Light
252,042462,252,31,0.2684,VeryHeavy
253,042462,253,54,0.6581,Heavy
254,042462,254,30,0.2094,Medium
255,042462,255,44,0.8948,None
256,042462,256,50,0.3838,VeryHeavy
257,009088,257,83,0.9306,Light
258,009088,258,94,0.8714,None
259,009088,259,82,0.924,None
260,009088,260,62,0.925,None
261,009088,261,69,0.6702,Light
262,009088,262,81,0.634,Medium
263,009088,263,89,0.3728,Light
264,009088,264,79,0.2268,Undefined
265,009088,265,79,0.3371,Undefined
266,009088,266,76,0.703,Light
267,009088,267,79,0.182,Undefined
268,009088,268,103,0.5736,Light
269,009088,269,90,0.6033,Light
270,009088,270,79,0.1281,Undefined
271,009088,271,88,0.5304,VeryHeavy
272,009088,272,60,0.4734,VeryHeavy
273,004341,273,67,0.8837,None
274,004341,274,94,0.9235,Light
275,004341,275,99,0.8258,None
276,004341,276,83,0.95,Light
277,004341,277,87,0.7082,Medium
278,004341,278,75,0.8313,None
279,004341,279,74,0.751,Heavy
280,004341,280,116,0.8142,None
281,004341,281,76,0.6958,Heavy
282,004341,282,91,0.5172,Medium
283,041390,283,38,0.6769,Light
284,041390,284,28,0.4615,None
285,041390,285,27,0.5378,Heavy
286,041390,286,39,0.4899,None
287,044471,287,54,0.8575,Light
288,044471,288,59,0.8406,None
289,044471,289,35,0.8506,None
290,044471,290,40,0.4516,None
291,044471,291,65,0.6576,Light
292,044471,292,81,0.6769,Light
293,044471,293,41,0.7094,Heavy
294,044471,294,71,0.49,Medium
295,044471,295,34,0.7104,Medium
296,044471,296,33,0.7817,Medium
297,044471,297,47,0.5759,Heavy
298,044471,298,25,0.1333,Heavy
299,044471,299,83,0.4281,Heavy
300,044471,300,52,0.5551,Heavy
301,044471,301,25,0.1263,Heavy
302,048145,302,73,0.8136,Light
303,048145,303,93,0.9056,None
304,048145,304,103,0.892,None
305,048145,305,129,0.524,None
306,048145,306,77,0.7338,Heavy
307,048145,307,86,0.9406,None
308,048145,308,69,0.58,Heavy
309,048145,309,67,0.6793,Heavy
310,048145,310,108,0.6923,Light
311,048145,311,117,0.7321,None
312,048145,312,109,0.6923,Light
313,048145,313,127,0.4402,Heavy
314,048145,314,101,0.7792,Heavy
315,048145,315,87,0.43,Light
316,048145,316,74,0.9053,Light
317,048145,317,98,0.1076,Undefined
318,048145,318,132,0.8973,None
319,033444,319,137,0.962,None
320,033444,320,157,0.8948,None
321,033444,321,150,0.8823,None
322,033444,322,153,0.8912,Light
323,033444,323,130,0.8137,None
324,033444,324,158,0.8455,Medium
325,033444,325,132,0.909,None
326,033444,326,146,0.6295,Heavy
327,033444,327,148,0.6921,Medium
328,033444,328,123,0.8253,Light
329,033444,329,142,0.3529,Medium
330,033444,330,126,0.9259,Light
331,033444,331,133,0.4229,Heavy
332,033444,332,152,0.6282,Medium
333,040773,333,119,0.8529,None
334,040773,334,118,0.7436,None
335,040773,335,121,0.6375,Light
336,040773,336,121,0.541,Light
337,040773,337,115,0.6624,Light
338,040773,338,124,0.4293,Undefined
339,044818,339,63,0.9309,None
340,044818,340,80,0.8668,Light
341,010149,341,24,0.8742,None
342,010149,342,67,0.3148,Heavy
343,010149,343,46,0.2499,Undefined
344,010149,344,46,0.2738,Undefined
345,021196,345,32,0.8081,Medium
346,021196,346,30,0.8911,None
347,021196,347,25,0.0942,Light
348,021196,348,42,0.3585,Undefined
349,021196,349,43,0.3795,Undefined
350,048558,350,73,0.9436,None
351,048558,351,78,0.8497,Light
352,048558,352,63,0.5112,Medium
353,048558,353,65,0.5313,Light
354,039240,354,22,0.9279,None
355,039240,355,14,0.8774,Light
356,039240,356,38,0.5477,Medium
357,039240,357,29,0.7259,Medium
358,039240,358,40,0.8849,None
359,039240,359,27,0.4763,Medium
360,039240,360,39,0.7018,Light
361,039240,361,35,0.6589,Medium
362,039240,362,36,0.746,Light
363,039240,363,24,0.4322,Heavy
364,039240,364,18,0.8024,Light
365,021612,365,18,0.0779,Undefined
366,021612,366,30,0.1149,VeryHeavy
367,021612,367,27,0.5647,None
368,021612,368,2,0.0265,None
369,016703,369,71,0.7728,None
370,016703,370,72,0.569,None
371,015929,371,89,0.9779,None
372,015929,372,81,0.3781,None
373,015929,373,112,0.2916,Light
374,015929,374,82,0.3398,Light
375,030717,375,98,0.909,None
376,030717,376,97,0.9176,Medium
377,030717,377,82,0.9007,Light
378,030717,378,87,0.7399,Heavy
379,008970,379,31,0.9091,None
380,008970,380,38,0.5931,Medium
381,008432,381,55,0.9485,None
382,008432,382,53,0.8588,Light
383,008432,383,49,0.9159,None
384,008432,384,67,0.8302,None
385,008432,385,66,0.8172,Light
386,008432,386,48,0.8234,None
387,008432,387,58,0.4244,Light
388,008432,388,70,0.6297,Light
389,008432,389,52,0.8871,None
390,008432,390,65,0.2438,Light
391,008432,391,60,0.731,Light
392,045998,392,33,0.9524,None
393,045998,393,29,0.8289,Light
394,045998,394,46,0.7203,Light
395,045998,395,43,0.6875,None
396,045998,396,30,0.6343,None
397,045998,397,41,0.2655,None
398,045998,398,36,0.5477,None
399,045998,399,32,0.2309,Medium
400,045998,400,30,0.1304,None
401,012687,401,66,0.8801,None
402,012687,402,59,0.9349,None
403,012687,403,67,0.9848,None
404,012687,404,63,0.7488,Medium
405,012687,405,61,0.7342,Light
406,012687,406,57,0.6387,None
407,012687,407,74,0.7425,Medium
408,012687,408,68,0.8531,Light
409,012687,409,72,0.6005,Medium
410,012687,410,78,0.7086,Light
411,012687,411,65,0.4615,Medium
412,012687,412,52,0.9545,Light
413,012687,413,46,0.4251,Medium
414,012687,414,64,0.6376,Medium
415,012687,415,79,0.8468,Medium
416,012687,416,60,0.7583,Medium
417,012687,417,65,0.5827,Medium
418,029658,418,73,0.9715,Light
419,029658,419,72,0.6268,Medium
420,029658,420,64,0.8056,Light
421,029658,421,61,0.6977,None
422,039811,422,18,0.8996,None
423,039811,423,21,0.8681,Light
424,039811,424,14,0.8865,None
425,039811,425,15,0.7426,Light
426,022988,426,34,0.8468,Light
427,022988,427,31,0.8924,None
428,022988,428,36,0.8665,None
429,022988,429,33,0.6742,None
430,022988,430,35,0.8229,None
431,039437,431,10,0.4919,None
432,039629,432,13,0.9413,None
433,039629,433,11,0.3474,None
434,039629,434,37,0.4632,Heavy
435,038063,435,21,0.8339,Light
436,038063,436,19,0.7122,Heavy
437,038063,437,20,0.9031,Light
438,007135,438,37,0.5982,None
439,007135,439,46,0.6855,Medium
440,007135,440,73,0.7669,None
441,007135,441,44,0.4632,Medium
442,007135,442,59,0.8061,None
443,007135,443,52,0.4807,Medium
444,007135,444,33,0.5647,Light
445,007135,445,55,0.4783,Medium
446,033810,446,95,0.7303,None
447,033810,447,97,0.6305,None
448,033810,448,122,0.1427,Light
449,033810,449,96,0.7816,None
450,033810,450,141,0.8189,VeryHeavy
451,033810,451,131,0.1238,None
452,029467,452,25,0.8969,None
453,029467,453,24,0.778,None
454,039228,454,55,0.8769,None
455,039228,455,45,0.9555,None
456,039228,456,57,0.7727,Heavy
457,039228,457,50,0.3833,None
458,039228,458,0,0.0,None
459,039228,459,62,0.7944,None
460,039228,460,50,0.1311,None
461,018214,461,129,0.9103,None
462,018214,462,130,0.929,None
463,018214,463,124,0.781,None
464,018214,464,115,0.5927,VeryHeavy
465,018214,465,142,0.8968,Heavy
466,018214,466,155,0.6099,Heavy
467,018214,467,127,0.6017,Heavy
468,018214,468,139,0.401,Undefined
469,018214,469,116,0.7281,Heavy
470,018214,470,128,0.8241,Light
471,018214,471,117,0.8898,Medium
472,018214,472,135,0.8285,Light
473,018214,473,159,0.8012,VeryHeavy
474,018214,474,136,0.5653,Medium
475,018214,475,119,0.6282,Medium
476,018214,476,152,0.9085,Heavy
477,018214,477,131,0.4325,Medium
478,018214,478,156,0.8986,Medium
479,018214,479,153,0.4092,Medium
480,018214,480,120,0.7322,Medium
481,018954,481,38,0.9531,None
482,018954,482,47,0.9428,None
483,018954,483,48,0.8688,Light
484,018954,484,57,0.5545,Heavy
485,018954,485,45,0.7131,Light
486,018954,486,40,0.5515,Heavy
487,030161,487,28,0.8611,Light
488,030161,488,26,0.7704,Light
489,030161,489,37,0.7935,Light
490,030161,490,38,0.0732,None
491,044555,491,110,0.9457,None
492,044555,492,116,0.8987,None
493,044555,493,105,0.868,None
494,044555,494,95,0.8707,Light
495,044555,495,89,0.6502,Light
496,044555,496,107,0.5968,None
497,044555,497,98,0.5115,Light
498,011560,498,68,0.9319,None
499,011560,499,42,0.9332,None
500,011560,500,41,0.6538,Light
501,011560,501,83,0.0874,Undefined
502,011560,502,38,0.4638,Medium
503,011560,503,52,0.5,VeryHeavy
504,011560,504,65,0.509,None
505,011560,505,41,0.126,Light
506,015849,506,69,0.847,None
507,015849,507,83,0.8936,None
508,015849,508,84,0.872,Medium
509,015849,509,76,0.7953,None
510,015849,510,72,0.811,Light
511,015849,511,74,0.6955,VeryHeavy
512,046432,512,19,0.8579,None
513,011530,513,34,0.9036,None
514,011530,514,38,0.7333,None
515,011530,515,33,0.0722,Undefined
516,032549,516,37,0.8911,Light
517,032549,517,43,0.8758,None
518,032549,518,36,0.9211,Medium
519,032549,519,49,0.8068,None
520,032549,520,33,0.4733,Heavy
521,032549,521,39,0.9145,Light
522,032549,522,31,0.7093,VeryHeavy
523,032549,523,29,0.3564,Heavy
524,006888,524,16,0.6262,Heavy
525,006888,525,11,0.5313,Heavy
526,006888,526,44,0.1852,Undefined
527,006888,527,26,0.6803,VeryHeavy
528,006888,528,25,0.6009,None
529,006888,529,26,0.5472,VeryHeavy
530,032667,530,152,0.9081,None
531,032667,531,137,0.9674,None
532,032667,532,141,0.9365,None
533,032667,533,147,0.8176,Light
534,032667,534,167,0.9101,Light
535,032667,535,150,0.8868,Light
536,032667,536,143,0.6889,Light
537,032667,537,135,0.6243,None
538,032667,538,159,0.4438,Light
539,032667,539,165,0.588,Medium
540,032667,540,155,0.3878,Medium
541,032667,541,163,0.7496,VeryHeavy
542,032667,542,134,0.4648,Medium
543,032667,543,146,0.7512,Medium
544,044545,544,82,0.9258,None
545,044545,545,85,0.7129,None
546,044545,546,97,0.9417,Light
547,044545,547,94,0.4414,Heavy
548,044545,548,105,0.8556,Light
549,044545,549,99,0.8168,Light
550,044545,550,95,0.4519,Heavy
551,036268,551,51,0.9001,None
552,036268,552,44,0.863,Light
553,036268,553,77,0.9328,Light
554,036268,554,40,0.6785,Heavy
555,036268,555,65,0.179,None
556,036268,556,83,0.5922,VeryHeavy
557,036268,557,42,0.5308,Heavy
558,036268,558,73,0.7696,Heavy
559,016033,559,83,0.4198,Medium
560,016033,560,87,0.3914,Light
561,016033,561,64,0.1579,Heavy
562,031660,562,122,0.959,Light
563,031660,563,137,0.9266,Light
564,031660,564,112,0.5706,Medium
565,031660,565,133,0.8284,None
566,031660,566,116,0.8762,None
567,031660,567,148,0.75,None
568,031660,568,152,0.7583,Light
569,031660,569,109,0.8274,Medium
570,031660,570,154,0.6049,Light
571,031660,571,135,0.8277,Light
572,016366,572,132,0.9179,None
573,016366,573,125,0.8473,None
574,016366,574,156,0.9072,None
575,016366,575,145,0.826,Light
576,016366,576,134,0.9183,Light
577,016366,577,135,0.783,Light
578,016366,578,143,0.6754,Light
579,016366,579,130,0.9209,Light
580,016366,580,149,0.611,Heavy
581,016366,581,174,0.2456,VeryHeavy
582,016366,582,160,0.8266,Light
583,016366,583,151,0.527,Light
584,016366,584,164,0.7187,Light
585,016366,585,127,0.8099,Light
586,016366,586,150,0.7131,Light
587,016366,587,163,0.9012,Light
588,014115,588,33,0.928,None
589,014115,589,22,0.7951,Light
590,049559,590,54,0.6196,Light
591,049559,591,58,0.7587,None
592,049559,592,53,0.7296,None
593,016547,593,59,0.8992,None
594,016547,594,87,0.912,Light
595,016547,595,65,0.9343,Light
596,029030,596,47,0.941,None
597,029030,597,65,0.942,Medium
598,029030,598,57,0.7131,Medium
599,029030,599,55,0.636,VeryHeavy
600,029030,600,70,0.6912,Heavy
601,029030,601,66,0.8584,None
602,029030,602,52,0.7333,Light
603,029030,603,60,0.9034,Medium
604,029030,604,59,0.7203,Light
605,029030,605,49,0.5208,Heavy
606,029030,606,53,0.6322,Medium
607,029030,607,62,0.9576,None
608,029030,608,64,0.5223,Heavy
609,029030,609,56,0.6699,None
610,029030,610,68,0.5734,Undefined
611,030133,611,48,0.8762,None
612,030133,612,40,0.825,Light
613,030133,613,46,0.6719,Medium
614,030133,614,55,0.7245,None
615,030133,615,41,0.3644,None
616,030133,616,56,0.2334,Light
617,018568,617,102,0.8844,None
618,018568,618,107,0.5189,Medium
619,018568,619,98,0.6595,Medium
620,049321,620,39,0.9238,None
621,049321,621,58,0.2452,Undefined
622,049321,622,38,0.5658,Heavy
623,049321,623,28,0.4383,Medium
624,001281,624,73,0.9284,None
625,001281,625,89,0.7559,Light
626,001281,626,71,0.8652,None
627,001281,627,84,0.8387,Light
628,001281,628,88,0.7506,Light
629,001281,629,86,0.4353,Medium
630,001281,630,74,0.6686,Light
631,001281,631,78,0.4654,Medium
632,046929,632,91,0.9466,None
633,046929,633,77,0.9696,None
634,046929,634,89,0.658,Light
635,046929,635,79,0.9284,None
636,046929,636,76,0.3947,Heavy
637,046929,637,74,0.7866,Light
638,046929,638,83,0.6233,Medium
639,037947,639,164,0.1086,Undefined
640,032998,640,48,0.9059,None
641,032998,641,47,0.9068,None
642,032998,642,52,0.9268,None
643,032998,643,50,0.9462,None
644,032998,644,60,0.8449,None
645,032998,645,36,0.4852,Heavy
646,032998,646,45,0.2524,Medium
647,032998,647,51,0.1093,Medium
648,007206,648,68,0.8671,Light
649,007206,649,71,0.2882,Heavy
650,007206,650,61,0.4624,Medium
651,042635,651,54,0.9181,None
652,042635,652,46,0.9439,None
653,042635,653,52,0.8313,Light
654,042635,654,51,0.6982,None
655,042635,655,55,0.532,Medium
656,042635,656,58,0.6474,Medium
657,010110,657,58,0.9519,None
658,010110,658,59,0.9345,None
659,010110,659,64,0.9615,None
660,010110,660,63,0.744,Light
661,047317,661,22,0.9211,None
662,047317,662,19,0.6986,Light
663,047317,663,14,0.7455,Heavy
664,047317,664,21,0.8729,Light
665,047317,665,35,0.5955,Light
666,047317,666,30,0.8378,Heavy
667,047317,667,29,0.6072,Medium
668,047317,668,27,0.268,Light
669,047317,669,23,0.8203,Medium
670,004892,670,52,0.9387,None
671,004892,671,49,0.9452,None
672,004892,672,34,0.6242,Medium
673,004892,673,55,0.7353,Medium
674,004892,674,56,0.8065,Light
675,004892,675,46,0.7118,Light
676,004892,676,59,0.7329,Light
677,004892,677,70,0.5706,VeryHeavy
678,004892,678,91,0.5071,VeryHeavy
679,004892,679,41,0.7454,Heavy
680,004892,680,68,0.8898,Light
681,004892,681,72,0.0728,VeryHeavy
682,004892,682,63,0.7283,Heavy
683,004892,683,91,0.1679,VeryHeavy
684,004892,684,76,0.7342,Medium
685,004892,685,66,0.6797,Medium
686,004892,686,72,0.0764,VeryHeavy
687,004892,687,62,0.1355,Medium
688,004892,688,87,0.3857,VeryHeavy
689,004892,689,79,0.5875,Heavy
690,004892,690,87,0.2551,VeryHeavy
691,024738,691,0,0.0,Medium
692,024738,692,0,0.0,Medium
693,018786,693,30,0.6135,Light
694,018786,694,36,0.1724,Heavy
695,018786,695,27,0.8893,Heavy
696,027939,696,13,0.9297,None
697,027939,697,14,0.5742,Medium
698,027939,698,16,0.9806,None
699,027939,699,19,0.7763,Light
700,027939,700,30,0.6766,Medium
701,029646,701,93,0.868,None
702,029646,702,89,0.4878,None
703,029646,703,89,0.2682,None
704,004716,704,60,0.8567,Light
705,004716,705,50,0.7466,None
706,004716,706,66,0.6774,Medium
707,004716,707,43,0.8895,None
708,004716,708,58,0.8767,None
709,004716,709,56,0.2943,Light
710,004716,710,65,0.5544,Heavy
711,004716,711,59,0.5112,None
712,004716,712,72,0.6225,Medium
713,004716,713,64,0.6941,Light
714,004716,714,48,0.9071,Light
715,004716,715,71,0.7348,Medium
716,004716,716,57,0.7516,Medium
717,004716,717,74,0.6075,Medium
718,016933,718,24,0.914,Light
719,016933,719,25,0.9128,None
720,016933,720,23,0.6646,Heavy
721,026995,721,97,0.8521,Light
722,026995,722,85,0.9345,None
723,026995,723,86,0.7912,Light
724,026995,724,91,0.8534,Light
725,026995,725,89,0.9063,None
726,026995,726,84,0.6636,Light
727,026995,727,94,0.5218,Heavy
728,026995,728,87,0.6468,Light
729,000318,729,171,0.8793,None
730,000318,730,168,0.9103,None
731,000318,731,189,0.905,None
732,000318,732,157,0.89,None
733,000318,733,181,0.8488,None
734,000318,734,188,0.8658,None
735,000318,735,182,0.6952,Light
736,000318,736,164,0.694,Heavy
737,000318,737,167,0.5556,Light
738,000318,738,175,0.7169,Light
739,000318,739,187,0.8598,Light
740,000318,740,186,0.8479,Light
741,000318,741,192,0.77,Medium
742,000318,742,202,0.2295,VeryHeavy
743,040032,743,17,0.9335,None
744,040032,744,22,0.8509,None
745,040032,745,21,0.8356,None
746,040032,746,14,0.0994,Light
747,014844,747,22,0.9323,Light
748,014844,748,6,0.7676,Medium
749,014844,749,21,0.8956,None
750,014844,750,24,0.9428,None
751,014844,751,23,0.9251,None
752,014844,752,9,0.7092,Light
753,014844,753,8,0.5655,Medium
754,011202,754,33,0.9267,None
755,032889,755,53,0.9094,None
756,032889,756,46,0.9496,Light
757,032889,757,48,0.8944,None
758,032889,758,47,0.6944,None
759,032889,759,57,0.2586,Light
760,003777,760,42,0.7759,VeryHeavy
761,003777,761,37,0.7717,None
762,044679,762,127,0.9362,None
763,044679,763,123,0.8866,None
764,044679,764,112,0.9263,Medium
765,044679,765,121,0.8989,None
766,044679,766,120,0.6696,Heavy
767,044679,767,119,0.8932,Light
768,044679,768,111,0.7968,Medium
769,044679,769,124,0.3823,Heavy
770,044679,770,116,0.3364,Heavy
771,003701,771,85,0.8424,Light
772,003701,772,83,0.6364,None
773,003701,773,75,0.6829,None
774,003701,774,86,0.6646,Medium
775,003701,775,87,0.8735,Light
776,004022,776,87,0.9255,None
777,004022,777,80,0.7122,Light
778,004022,778,90,0.9239,Light
779,004022,779,88,0.4579,VeryHeavy
780,004022,780,84,0.6216,Light
781,004022,781,78,0.6661,Heavy
782,004022,782,93,0.5243,VeryHeavy
783,004022,783,94,0.5395,Heavy
784,004022,784,101,0.5938,VeryHeavy
785,004022,785,95,0.7909,Medium
786,004022,786,89,0.568,Medium
787,042013,787,68,0.9744,None
788,042013,788,59,0.8662,None
789,042013,789,56,0.9456,None
790,042013,790,66,0.4329,Light
791,002253,791,46,0.9324,None
792,002253,792,40,0.8054,Light
793,002253,793,56,0.7237,None
794,002253,794,47,0.3762,Heavy
795,002253,795,66,0.6463,VeryHeavy
796,002253,796,52,0.4155,Light
797,002253,797,44,0.5496,Medium
798,002253,798,60,0.665,Light
799,002253,799,47,0.0733,Heavy
800,002253,800,39,0.4775,Heavy
801,002253,801,61,0.9593,None
802,002253,802,63,0.54,Medium
803,002253,803,49,0.4709,Heavy
804,002253,804,54,0.4565,Heavy
