,image_id,pred_obj,true_obj,iou,occolusion_ratio
21283,035216,21283,78,0.7981,None
21284,035216,21284,77,0.6913,Medium
21285,035216,21285,13,0.1432,Medium
21286,035216,21286,3,0.0216,None
21287,002947,21287,54,0.8673,None
21288,002947,21288,51,0.8654,None
21289,002947,21289,53,0.6924,None
21290,033333,21290,39,0.8801,Light
21291,033333,21291,29,0.85,Light
21292,033333,21292,33,0.6167,Heavy
21293,033333,21293,38,0.8658,None
21294,033333,21294,48,0.9591,None
21295,033333,21295,40,0.9374,Light
21296,033333,21296,50,0.6545,VeryHeavy
21297,033333,21297,37,0.6757,Light
21298,033333,21298,33,0.4154,Heavy
21299,033333,21299,30,0.7559,Light
21300,033333,21300,45,0.7478,Light
21301,033333,21301,57,0.6873,VeryHeavy
21302,033333,21302,47,0.6955,Light
21303,033333,21303,49,0.6079,Heavy
21304,030251,21304,34,0.9219,None
21305,030251,21305,33,0.4525,Light
21306,030251,21306,33,0.4177,Light
21307,022799,21307,69,0.7977,None
21308,022799,21308,72,0.8081,VeryHeavy
21309,022799,21309,92,0.8356,Medium
21310,022799,21310,77,0.4923,Heavy
21311,041464,21311,42,0.9253,None
21312,041464,21312,50,0.703,Light
21313,041464,21313,52,0.1875,Undefined
21314,041464,21314,55,0.3534,None
21315,010424,21315,103,0.4765,VeryHeavy
21316,014879,21316,38,0.9394,Light
21317,014879,21317,70,0.7659,Light
21318,014879,21318,61,0.534,Heavy
21319,014879,21319,71,0.6699,Heavy
21320,014879,21320,44,0.6718,Medium
21321,014879,21321,60,0.4654,Heavy
21322,014879,21322,48,0.6794,Heavy
21323,004229,21323,88,0.8752,None
21324,004229,21324,81,0.8277,None
21325,004229,21325,83,0.6725,Medium
21326,046599,21326,35,0.8833,None
21327,046599,21327,33,0.9053,None
21328,046599,21328,41,0.2053,None
21329,046599,21329,27,0.314,None
21330,046599,21330,47,0.1137,Light
21331,046599,21331,34,0.437,Heavy
21332,046599,21332,31,0.3445,Light
21333,013847,21333,74,0.9164,None
21334,013847,21334,76,0.7607,Light
21335,013847,21335,58,0.868,Light
21336,013847,21336,75,0.9402,Light
21337,013847,21337,79,0.8526,Light
21338,013847,21338,78,0.929,Light
21339,013847,21339,80,0.7002,None
21340,013847,21340,63,0.3379,Light
21341,013847,21341,72,0.6647,None
21342,013847,21342,83,0.9138,Light
21343,013847,21343,81,0.7041,Medium
21344,013847,21344,77,0.5188,None
21345,047810,21345,59,0.8192,None
21346,047810,21346,61,0.9095,None
21347,047810,21347,48,0.405,Heavy
21348,047810,21348,44,0.8745,None
21349,047810,21349,43,0.4986,Heavy
21350,047810,21350,40,0.4103,Heavy
21351,047810,21351,51,0.5238,Heavy
21352,047810,21352,55,0.6018,Heavy
21353,014172,21353,65,0.9312,None
21354,014172,21354,76,0.337,Heavy
21355,014172,21355,67,0.4453,Heavy
21356,008956,21356,23,0.6923,Light
21357,029137,21357,70,0.1316,Undefined
21358,029137,21358,51,0.061,None
21359,029137,21359,63,0.1778,None
21360,029137,21360,47,0.4101,None
21361,029137,21361,0,0.0,None
21362,038737,21362,35,0.5445,Heavy
21363,038737,21363,36,0.5877,Medium
21364,038737,21364,31,0.8731,None
21365,038737,21365,34,0.7407,Light
21366,038737,21366,32,0.837,Heavy
21367,038737,21367,28,0.8917,None
21368,038737,21368,30,0.9785,None
21369,038737,21369,27,0.3895,Heavy
21370,038737,21370,27,0.6914,Heavy
21371,038737,21371,26,0.5348,None
21372,038737,21372,33,0.9433,Light
21373,036576,21373,94,0.9146,None
21374,036576,21374,95,0.8332,Medium
21375,036576,21375,98,0.7543,Light
21376,036576,21376,101,0.9095,None
21377,036576,21377,99,0.8852,None
21378,036576,21378,96,0.6839,None
21379,036576,21379,93,0.9077,None
21380,036576,21380,116,0.7587,Light
21381,036576,21381,106,0.855,Light
21382,036576,21382,109,0.6901,Light
21383,036576,21383,105,0.7064,Medium
21384,024465,21384,45,0.8947,Light
21385,033535,21385,49,0.891,Light
21386,008470,21386,64,0.7957,Light
21387,008470,21387,62,0.8899,Medium
21388,008470,21388,56,0.9409,Light
21389,008470,21389,68,0.5387,Heavy
21390,008470,21390,70,0.203,None
21391,026903,21391,21,0.9397,None
21392,021151,21392,54,0.908,Light
21393,021151,21393,67,0.9239,None
21394,021151,21394,59,0.5329,Medium
21395,021151,21395,61,0.4518,Heavy
21396,021151,21396,55,0.7339,None
21397,021151,21397,66,0.5357,Light
21398,021151,21398,68,0.8982,Light
21399,019657,21399,39,0.8683,None
21400,006880,21400,14,0.8938,None
21401,006880,21401,10,0.8176,None
21402,006880,21402,16,0.0831,Undefined
21403,006880,21403,11,0.8861,None
21404,006880,21404,13,0.876,None
21405,022544,21405,18,0.926,None
21406,022544,21406,16,0.1488,Light
21407,003395,21407,122,0.9372,None
21408,003395,21408,133,0.8489,Light
21409,003395,21409,129,0.8902,Light
21410,003395,21410,136,0.8851,Light
21411,003395,21411,126,0.6189,Medium
21412,003395,21412,155,0.599,Undefined
21413,003395,21413,139,0.819,None
21414,003395,21414,154,0.5,Heavy
21415,035588,21415,35,0.9189,None
21416,035588,21416,41,0.9555,Light
21417,035588,21417,40,0.8455,None
21418,035588,21418,51,0.8262,Light
21419,035588,21419,45,0.9796,None
21420,035588,21420,43,0.7977,Light
21421,035588,21421,42,0.8166,None
21422,035588,21422,46,0.7363,None
21423,035588,21423,44,0.3107,None
21424,026511,21424,117,0.6339,Heavy
21425,026511,21425,153,0.8147,Heavy
21426,026511,21426,143,0.6582,Medium
21427,026511,21427,112,0.8659,None
21428,026511,21428,116,0.5886,Heavy
21429,026511,21429,119,0.881,None
21430,026511,21430,137,0.8124,Light
21431,026511,21431,133,0.691,Heavy
21432,026511,21432,113,0.4809,Heavy
21433,026511,21433,113,0.3664,Heavy
21434,026511,21434,150,0.7964,Light
21435,026511,21435,140,0.8286,Light
21436,026511,21436,131,0.8076,Light
21437,026511,21437,155,0.5217,Heavy
21438,041453,21438,33,0.5203,None
21439,041453,21439,25,0.544,None
21440,041453,21440,37,0.6469,Light
21441,041453,21441,8,0.1069,None
21442,001774,21442,82,0.9253,Light
21443,001774,21443,84,0.5276,Medium
21444,001774,21444,95,0.6846,Heavy
21445,001774,21445,77,0.9438,Light
21446,001774,21446,68,0.5526,Heavy
21447,001774,21447,76,0.5219,Medium
21448,001774,21448,87,0.4487,Heavy
21449,001774,21449,87,0.4146,Heavy
21450,001774,21450,76,0.3332,Medium
21451,001774,21451,73,0.7017,Heavy
21452,001774,21452,81,0.6198,Heavy
21453,001774,21453,61,0.8371,Light
21454,001774,21454,74,0.5934,Heavy
21455,001774,21455,97,0.5321,VeryHeavy
21456,001774,21456,97,0.3741,VeryHeavy
21457,027261,21457,0,0.3193,None
21458,019935,21458,116,0.8386,Light
21459,019935,21459,87,0.9126,None
21460,019935,21460,137,0.5331,VeryHeavy
21461,019935,21461,112,0.6546,Light
21462,019935,21462,132,0.3579,Medium
21463,019935,21463,140,0.5035,Heavy
21464,019935,21464,92,0.5825,VeryHeavy
21465,019935,21465,101,0.743,Medium
21466,038288,21466,155,0.9237,None
21467,038288,21467,163,0.8912,None
21468,038288,21468,154,0.9483,None
21469,038288,21469,148,0.7447,Light
21470,038288,21470,159,0.8034,Light
21471,038288,21471,160,0.9073,Light
21472,038288,21472,157,0.9015,Light
21473,038288,21473,143,0.5646,Light
21474,038288,21474,144,0.7334,Light
21475,038288,21475,169,0.8608,Light
21476,038288,21476,158,0.9425,None
21477,038288,21477,167,0.6857,Light
21478,038288,21478,162,0.2665,Light
21479,038288,21479,165,0.4111,Undefined
21480,038288,21480,156,0.2705,None
21481,038288,21481,142,0.5942,Light
21482,033696,21482,159,0.9274,None
21483,033696,21483,127,0.8585,Heavy
21484,033696,21484,143,0.9124,None
21485,033696,21485,146,0.8967,None
21486,033696,21486,156,0.6837,Heavy
21487,033696,21487,134,0.2575,Heavy
21488,001888,21488,117,0.8976,None
21489,001888,21489,110,0.9413,Light
21490,037931,21490,0,0.0,None
21491,037931,21491,7,0.1025,Light
21492,001818,21492,132,0.813,None
21493,001818,21493,158,0.6432,Light
21494,001818,21494,131,0.9062,Light
21495,001818,21495,164,0.6519,VeryHeavy
21496,001818,21496,162,0.5516,Light
21497,001818,21497,128,0.6156,Heavy
21498,001818,21498,151,0.5611,Medium
21499,001818,21499,138,0.8005,Light
21500,001818,21500,152,0.5763,Medium
21501,004691,21501,41,0.8874,None
21502,004691,21502,57,0.903,None
21503,004691,21503,36,0.5697,Medium
21504,004691,21504,40,0.6699,Light
21505,023039,21505,113,0.5579,None
21506,023039,21506,105,0.7386,None
21507,023039,21507,115,0.7433,None
21508,011841,21508,141,0.9232,None
21509,011841,21509,109,0.8796,Light
21510,011841,21510,123,0.8853,Light
21511,011841,21511,110,0.8771,Light
21512,011841,21512,132,0.8214,Light
21513,011841,21513,130,0.8206,Light
21514,011841,21514,126,0.8636,Light
21515,011841,21515,119,0.8051,Light
21516,011841,21516,108,0.7167,Medium
21517,011841,21517,117,0.8117,Light
21518,011841,21518,138,0.719,Medium
21519,011841,21519,113,0.6085,Heavy
21520,011841,21520,143,0.5372,Light
21521,011841,21521,131,0.3843,Medium
21522,011841,21522,156,0.4665,Medium
21523,011841,21523,165,0.4958,Medium
21524,011841,21524,154,0.1533,Undefined
21525,011841,21525,151,0.3717,VeryHeavy
21526,001142,21526,102,0.871,None
21527,001142,21527,111,0.8067,None
21528,001142,21528,110,0.2799,Medium
21529,001142,21529,113,0.5252,Medium
21530,001142,21530,105,0.6858,Medium
21531,001142,21531,106,0.5824,Medium
21532,040515,21532,20,0.9413,None
21533,040515,21533,21,0.9551,None
21534,040515,21534,28,0.8962,Light
21535,040515,21535,45,0.7035,VeryHeavy
21536,040515,21536,23,0.9482,Light
21537,040515,21537,29,0.9364,None
21538,040515,21538,39,0.5185,Heavy
21539,040515,21539,32,0.7694,VeryHeavy
21540,040515,21540,22,0.3746,Heavy
21541,040515,21541,33,0.599,VeryHeavy
21542,040515,21542,48,0.8979,None
21543,040515,21543,27,0.7227,VeryHeavy
21544,040515,21544,41,0.5066,Heavy
21545,040515,21545,36,0.7615,Heavy
21546,040515,21546,54,0.4663,Medium
21547,040515,21547,59,0.5079,Undefined
21548,040515,21548,57,0.55,Light
21549,040515,21549,44,0.5719,Medium
21550,012439,21550,31,0.9137,None
21551,012439,21551,21,0.8875,Light
21552,012439,21552,34,0.428,Undefined
21553,012439,21553,19,0.8771,None
21554,012439,21554,33,0.2518,Heavy
21555,012439,21555,30,0.1436,Undefined
21556,038432,21556,73,0.913,None
21557,038432,21557,76,0.912,None
21558,038432,21558,83,0.8582,None
21559,038432,21559,87,0.8991,None
21560,038432,21560,78,0.6142,Heavy
21561,038432,21561,95,0.8885,Light
21562,038432,21562,97,0.8254,Light
21563,038432,21563,85,0.7176,Medium
21564,038432,21564,82,0.5428,Heavy
21565,038432,21565,94,0.5092,Medium
21566,038432,21566,74,0.7652,Medium
21567,038432,21567,82,0.5617,Heavy
21568,038432,21568,98,0.588,Light
21569,038432,21569,92,0.7317,Light
21570,038432,21570,90,0.5726,Medium
21571,038432,21571,69,0.49,Medium
21572,038432,21572,67,0.7483,Medium
21573,038432,21573,81,0.6876,Light
21574,038432,21574,84,0.6951,Medium
21575,038432,21575,69,0.5693,Medium
21576,038432,21576,88,0.5305,Heavy
21577,038432,21577,80,0.6348,Medium
21578,038432,21578,101,0.5506,None
21579,014414,21579,116,0.862,None
21580,014414,21580,113,0.8755,None
21581,044208,21581,34,0.9121,None
21582,044208,21582,50,0.9356,None
21583,044208,21583,33,0.8813,None
21584,044208,21584,48,0.9268,None
21585,044208,21585,47,0.9329,None
21586,044208,21586,40,0.7808,Medium
21587,044208,21587,39,0.7015,Heavy
21588,044208,21588,29,0.4968,Medium
21589,044208,21589,32,0.8497,Medium
21590,044208,21590,56,0.5503,Heavy
21591,044208,21591,37,0.5732,Heavy
21592,044208,21592,53,0.8601,None
21593,044208,21593,28,0.6926,None
21594,044208,21594,46,0.4258,Medium
21595,044208,21595,30,0.615,VeryHeavy
21596,044208,21596,55,0.7644,Light
21597,044208,21597,46,0.6599,Medium
21598,044208,21598,42,0.6917,Heavy
21599,044208,21599,49,0.3778,Light
21600,012804,21600,101,0.9346,None
21601,012804,21601,94,0.9259,Light
21602,012804,21602,114,0.3021,Medium
21603,012804,21603,106,0.644,Medium
21604,012804,21604,104,0.7689,Medium
21605,005737,21605,113,0.9289,None
21606,005737,21606,109,0.9168,None
21607,005737,21607,97,0.4126,None
21608,005737,21608,70,0.8785,None
21609,005737,21609,116,0.4218,Heavy
21610,005737,21610,88,0.6727,Light
21611,046645,21611,76,0.8748,None
21612,046645,21612,83,0.5227,Light
21613,046645,21613,97,0.4283,Undefined
21614,040371,21614,46,0.6375,VeryHeavy
21615,049049,21615,45,0.9349,None
21616,049049,21616,42,0.8904,None
21617,049049,21617,40,0.941,None
21618,049049,21618,30,0.9412,None
21619,049049,21619,56,0.5008,Heavy
21620,049049,21620,41,0.9031,None
21621,049049,21621,47,0.614,Light
21622,049049,21622,27,0.7958,None
21623,049049,21623,44,0.5634,None
21624,049049,21624,52,0.6874,Medium
21625,049049,21625,31,0.6409,None
21626,049049,21626,46,0.8655,Light
21627,019860,21627,74,0.5656,Medium
21628,019860,21628,71,0.7022,Medium
21629,019860,21629,84,0.6099,None
21630,019860,21630,64,0.6686,Medium
21631,039885,21631,67,0.7827,Light
21632,039885,21632,64,0.7129,None
21633,039885,21633,74,0.8332,Light
21634,027128,21634,195,0.8217,None
21635,027128,21635,196,0.8219,Medium
21636,027128,21636,191,0.7029,Light
21637,027128,21637,182,0.7827,Light
21638,027128,21638,190,0.6409,Light
21639,027128,21639,181,0.5313,Medium
21640,019633,21640,53,0.8508,None
21641,005166,21641,129,0.9092,None
21642,005166,21642,126,0.8869,None
21643,020757,21643,59,0.9284,None
21644,020757,21644,68,0.4274,Medium
21645,033136,21645,53,0.9065,None
21646,033136,21646,54,0.9026,None
21647,033136,21647,52,0.5533,Light
21648,033136,21648,45,0.6516,None
21649,033136,21649,50,0.7354,None
21650,033136,21650,50,0.5262,None
21651,007672,21651,65,0.6805,Heavy
21652,007672,21652,58,0.6656,Medium
21653,007672,21653,64,0.6925,None
21654,046001,21654,125,0.788,Medium
21655,046001,21655,146,0.9192,None
21656,046001,21656,153,0.9562,None
21657,046001,21657,129,0.1591,Heavy
21658,017030,21658,24,0.9423,None
21659,017030,21659,23,0.824,Light
21660,017030,21660,39,0.7569,Medium
21661,017030,21661,17,0.9393,None
21662,017030,21662,22,0.9344,None
21663,017030,21663,32,0.5825,None
21664,017030,21664,36,0.9056,Light
21665,017030,21665,31,0.7818,Heavy
21666,017030,21666,38,0.6171,None
21667,017030,21667,14,0.5688,Heavy
21668,017030,21668,16,0.5635,Medium
21669,017030,21669,35,0.6958,Heavy
21670,009520,21670,65,0.8841,Light
21671,009520,21671,63,0.8606,Light
21672,009520,21672,66,0.9226,None
21673,009520,21673,70,0.9642,None
21674,009520,21674,82,0.9117,Light
21675,009520,21675,88,0.3593,None
21676,009520,21676,117,0.7713,Medium
21677,009520,21677,75,0.8987,Medium
21678,009520,21678,69,0.5995,Light
21679,009520,21679,113,0.7129,Medium
21680,009520,21680,98,0.5621,Medium
21681,009520,21681,72,0.8077,Light
21682,009520,21682,80,0.7872,Medium
21683,018464,21683,53,0.6072,Light
21684,018464,21684,59,0.8924,Light
21685,018464,21685,51,0.742,Light
21686,018464,21686,65,0.8,Light
21687,018464,21687,63,0.736,Heavy
21688,018464,21688,57,0.9064,None
21689,018464,21689,67,0.6449,Medium
21690,018464,21690,66,0.647,Heavy
21691,018464,21691,60,0.6188,Light
21692,018464,21692,69,0.65,VeryHeavy
21693,018464,21693,54,0.7976,Medium
21694,018464,21694,45,0.4002,Light
21695,018464,21695,49,0.6351,Light
21696,001422,21696,42,0.8903,None
21697,001422,21697,66,0.9407,None
21698,001422,21698,82,0.6553,Heavy
21699,001422,21699,33,0.6172,Medium
21700,001422,21700,51,0.5179,Light
21701,001422,21701,44,0.4906,Medium
21702,001422,21702,98,0.6466,Medium
21703,001422,21703,89,0.4381,Medium
21704,001422,21704,43,0.4833,Light
21705,001422,21705,69,0.5841,Light
21706,028932,21706,46,0.9074,None
21707,028932,21707,47,0.8872,Light
21708,028932,21708,59,0.9574,Light
21709,028932,21709,44,0.8495,Light
21710,028932,21710,51,0.8853,Light
21711,028932,21711,89,0.6236,VeryHeavy
21712,028932,21712,60,0.8562,Light
21713,028932,21713,58,0.8666,Medium
21714,028932,21714,62,0.7553,Light
21715,028932,21715,57,0.6665,Heavy
21716,028932,21716,38,0.4583,Medium
21717,028932,21717,50,0.446,Heavy
21718,028932,21718,41,0.9189,Light
21719,028932,21719,66,0.8389,Medium
21720,028932,21720,71,0.4128,VeryHeavy
21721,028932,21721,48,0.7032,VeryHeavy
21722,028932,21722,65,0.403,Light
21723,028932,21723,39,0.6317,Light
21724,011381,21724,100,0.9347,None
21725,011381,21725,83,0.9105,None
21726,011381,21726,86,0.6369,None
21727,011381,21727,85,0.5623,Heavy
21728,011381,21728,96,0.6117,Heavy
21729,011381,21729,95,0.9295,Medium
21730,024060,21730,17,0.899,None
21731,024060,21731,18,0.896,None
21732,024060,21732,25,0.7539,Medium
21733,008159,21733,43,0.878,None
21734,008159,21734,42,0.9425,Light
21735,008159,21735,44,0.8,Light
21736,008159,21736,28,0.3911,Heavy
21737,008159,21737,51,0.8593,Heavy
21738,008159,21738,55,0.7812,None
21739,008159,21739,36,0.9565,Light
21740,008159,21740,33,0.6341,Light
21741,008159,21741,56,0.7244,None
21742,008159,21742,46,0.4668,Heavy
21743,008159,21743,52,0.5093,Heavy
21744,008159,21744,37,0.4861,Heavy
21745,034522,21745,52,0.8214,None
21746,034522,21746,77,0.9363,None
21747,034522,21747,61,0.7301,Medium
21748,034522,21748,47,0.7982,None
21749,034522,21749,62,0.5446,Heavy
21750,034522,21750,62,0.4485,Heavy
21751,034522,21751,49,0.8102,None
21752,034522,21752,76,0.5428,VeryHeavy
21753,034522,21753,74,0.56,Light
21754,034522,21754,78,0.5507,VeryHeavy
21755,043965,21755,31,0.5892,Heavy
21756,043965,21756,34,0.982,None
21757,043965,21757,30,0.8741,None
21758,043965,21758,36,0.6627,Heavy
21759,043965,21759,39,0.8919,Light
21760,043965,21760,35,0.4643,None
21761,043965,21761,29,0.8417,Light
21762,043965,21762,40,0.2385,Heavy
21763,030920,21763,50,0.904,Light
21764,030920,21764,56,0.9564,None
21765,030920,21765,70,0.5836,Heavy
21766,030920,21766,42,0.6251,Heavy
21767,030920,21767,57,0.5012,Heavy
21768,024466,21768,128,0.8888,None
21769,024466,21769,74,0.8766,Medium
21770,024466,21770,131,0.9028,Light
21771,024466,21771,85,0.7331,Medium
21772,024466,21772,118,0.3967,Heavy
21773,024466,21773,98,0.5644,Medium
21774,024466,21774,98,0.5971,Medium
21775,024466,21775,109,0.7902,Medium
21776,039652,21776,80,0.7647,None
21777,039652,21777,92,0.7806,Light
21778,039652,21778,87,0.7468,Light
21779,039652,21779,69,0.8893,Light
21780,039652,21780,82,0.8554,None
21781,039652,21781,72,0.8809,None
21782,039652,21782,78,0.7861,Light
21783,039652,21783,83,0.6121,Light
21784,039652,21784,88,0.5088,Medium
21785,039652,21785,97,0.4106,Undefined
21786,039652,21786,93,0.7626,Light
21787,039652,21787,75,0.8501,Light
21788,039652,21788,91,0.3167,Light
21789,039652,21789,67,0.8261,Medium
21790,039652,21790,76,0.6498,Light
21791,012535,21791,33,0.9312,None
21792,012535,21792,19,0.2298,VeryHeavy
21793,012535,21793,18,0.8745,Medium
21794,012535,21794,22,0.8316,Medium
21795,012535,21795,23,0.7701,Medium
21796,012535,21796,22,0.3238,Medium
21797,044652,21797,18,0.8849,None
21798,044652,21798,23,0.8921,Light
21799,044652,21799,39,0.9253,None
21800,044652,21800,28,0.4827,Medium
21801,044652,21801,30,0.8472,Light
21802,044652,21802,26,0.8973,Light
21803,044652,21803,24,0.7111,Light
21804,044652,21804,22,0.8058,Light
21805,044652,21805,29,0.5208,Medium
21806,044652,21806,35,0.233,None
21807,044652,21807,37,0.8932,None
21808,044652,21808,27,0.7449,Light
21809,044652,21809,32,0.7064,Medium
21810,044652,21810,17,0.4739,Medium
21811,044652,21811,34,0.462,Medium
21812,044652,21812,19,0.2044,VeryHeavy
21813,044652,21813,20,0.8358,Light
21814,022562,21814,60,0.7299,Light
21815,031046,21815,109,0.9239,None
21816,031046,21816,115,0.437,None
21817,031046,21817,106,0.7825,Light
21818,031046,21818,112,0.8321,None
21819,031046,21819,25,0.1566,None
21820,047162,21820,21,0.825,None
21821,002525,21821,111,0.91,Light
21822,002525,21822,106,0.6607,None
21823,002525,21823,110,0.8048,Heavy
21824,002525,21824,129,0.5836,None
21825,002525,21825,134,0.4567,Heavy
21826,002525,21826,136,0.8097,Heavy
21827,015937,21827,34,0.5365,Medium
21828,015937,21828,45,0.8592,Light
21829,015937,21829,45,0.4222,Light
21830,012070,21830,43,0.9152,None
21831,012070,21831,34,0.5098,Medium
21832,012070,21832,31,0.9067,Light
21833,012070,21833,46,0.9403,None
21834,012070,21834,23,0.761,Medium
21835,012070,21835,33,0.5919,Heavy
21836,012070,21836,42,0.2622,Medium
21837,012070,21837,28,0.9725,None
21838,012070,21838,22,0.6978,Medium
21839,012070,21839,13,0.5535,Heavy
21840,012070,21840,48,0.9594,Light
21841,012070,21841,14,0.8369,Light
21842,012070,21842,45,0.4187,None
21843,012070,21843,50,0.4,Undefined
21844,038648,21844,24,0.8638,None
21845,038648,21845,29,0.7976,Light
21846,038648,21846,39,0.8979,None
21847,038648,21847,38,0.9414,None
21848,038648,21848,37,0.518,Medium
21849,038648,21849,27,0.2104,Heavy
21850,020338,21850,43,0.9594,None
21851,020338,21851,41,0.8302,Light
21852,020338,21852,44,0.9577,None
21853,020338,21853,55,0.9322,None
21854,020338,21854,57,0.6698,Light
21855,020338,21855,49,0.7897,Light
21856,020338,21856,40,0.8286,Light
21857,020338,21857,47,0.8506,Light
21858,020338,21858,42,0.7636,Light
21859,020338,21859,52,0.9112,Light
21860,020338,21860,58,0.7083,None
21861,047080,21861,86,0.8845,None
21862,047080,21862,87,0.8908,Light
21863,047080,21863,103,0.8697,None
21864,047080,21864,99,0.8783,None
21865,047080,21865,105,0.7881,Medium
21866,047080,21866,122,0.7758,Medium
21867,047080,21867,110,0.598,Undefined
21868,047080,21868,100,0.8416,None
21869,047080,21869,108,0.3989,Undefined
21870,047080,21870,104,0.348,Heavy
21871,047080,21871,85,0.4717,Medium
21872,047080,21872,97,0.725,Light
21873,047080,21873,88,0.9196,Light
21874,005484,21874,36,0.9219,Light
21875,005484,21875,85,0.6542,Medium
21876,005484,21876,65,0.9125,None
21877,005484,21877,72,0.9009,None
21878,005484,21878,32,0.7997,Light
21879,005484,21879,82,0.6247,Medium
21880,005484,21880,64,0.6883,Medium
21881,005484,21881,59,0.888,Heavy
21882,005484,21882,61,0.6167,Medium
21883,005484,21883,33,0.6389,Light
21884,005484,21884,25,0.7565,Medium
21885,005484,21885,41,0.6093,Medium
21886,005484,21886,46,0.8163,None
21887,005484,21887,55,0.7444,Heavy
21888,005484,21888,42,0.5385,Medium
21889,005484,21889,69,0.8182,Light
21890,005484,21890,63,0.3362,Heavy
21891,005484,21891,64,0.3359,Medium
21892,005484,21892,78,0.4091,Medium
21893,005484,21893,80,0.7779,Light
21894,005484,21894,34,0.4685,Medium
21895,005484,21895,0,0.0,None
21896,005484,21896,50,0.5325,Heavy
21897,005484,21897,67,0.7621,Light
21898,005484,21898,51,0.6346,Light
21899,005484,21899,79,0.5493,Medium
21900,005484,21900,37,0.4871,VeryHeavy
21901,005484,21901,44,0.8328,Light
21902,005484,21902,53,0.6682,Light
21903,005484,21903,74,0.3452,Medium
21904,005484,21904,88,0.4773,Light
21905,005484,21905,0,0.0,None
21906,012611,21906,46,0.9405,None
21907,012611,21907,51,0.7326,None
21908,012611,21908,34,0.8448,Light
21909,012611,21909,47,0.4269,Heavy
21910,012611,21910,38,0.9093,Light
21911,012611,21911,53,0.2053,None
21912,047225,21912,109,0.8933,Light
21913,047225,21913,114,0.8756,Light
21914,047225,21914,93,0.4603,VeryHeavy
21915,047225,21915,85,0.4427,Heavy
21916,047225,21916,88,0.8947,None
21917,047225,21917,95,0.4966,VeryHeavy
21918,047225,21918,86,0.6478,Heavy
21919,047225,21919,113,0.5613,Medium
21920,047225,21920,102,0.1267,None
21921,047225,21921,82,0.5905,Light
21922,047225,21922,107,0.6811,Light
21923,047225,21923,104,0.5536,Medium
21924,008271,21924,99,0.917,Light
21925,008271,21925,98,0.9351,Light
21926,008271,21926,97,0.7102,Light
21927,008271,21927,96,0.6394,Heavy
21928,008271,21928,110,0.344,Heavy
21929,008271,21929,96,0.3323,Heavy
21930,008271,21930,103,0.5695,Heavy
21931,008271,21931,101,0.8824,Light
21932,008271,21932,91,0.848,Light
21933,008271,21933,106,0.8773,Light
21934,008271,21934,111,0.7665,Light
21935,008271,21935,105,0.4244,Heavy
21936,011799,21936,120,0.9588,None
21937,011799,21937,106,0.9338,None
21938,011799,21938,108,0.8292,Light
21939,011799,21939,115,0.5551,None
21940,011799,21940,116,0.861,None
21941,011799,21941,125,0.6091,Medium
21942,011799,21942,101,0.5675,Medium
21943,011799,21943,105,0.856,None
21944,030259,21944,72,0.957,None
21945,030259,21945,85,0.7156,Light
21946,030259,21946,79,0.3393,VeryHeavy
21947,030259,21947,96,0.4222,Undefined
21948,030259,21948,73,0.689,None
21949,030259,21949,94,0.478,Light
21950,030259,21950,74,0.4254,Light
21951,030259,21951,97,0.3085,Undefined
21952,030259,21952,89,0.5236,Medium
21953,020267,21953,49,0.8826,None
21954,020267,21954,39,0.9848,None
21955,020267,21955,20,0.6973,None
21956,020267,21956,22,0.835,None
21957,020267,21957,46,0.8857,None
21958,020267,21958,29,0.5561,None
21959,020267,21959,31,0.7813,None
21960,020267,21960,25,0.2687,None
21961,020267,21961,21,0.1931,Undefined
21962,020267,21962,27,0.6796,None
21963,020267,21963,19,0.3959,Medium
21964,001481,21964,152,0.9443,None
21965,001481,21965,149,0.9427,None
21966,029820,21966,149,0.8783,None
21967,029820,21967,151,0.8939,None
21968,029820,21968,156,0.549,Light
21969,029820,21969,40,0.1055,None
21970,029820,21970,148,0.77,Light
21971,021754,21971,27,0.9375,None
21972,021754,21972,47,0.9254,None
21973,021754,21973,31,0.9114,None
21974,021754,21974,26,0.8957,Light
21975,021754,21975,49,0.8448,Light
21976,021754,21976,33,0.6352,Medium
21977,021754,21977,44,0.6169,Heavy
21978,021754,21978,22,0.5339,None
21979,021754,21979,51,0.9246,Light
21980,021754,21980,34,0.6578,Medium
21981,046968,21981,80,0.9257,None
21982,046968,21982,65,0.9298,Light
21983,046968,21983,70,0.3328,None
21984,046968,21984,85,0.1434,Undefined
21985,046968,21985,71,0.4984,Heavy
21986,032238,21986,17,0.4918,Medium
21987,000396,21987,121,0.9733,None
21988,000396,21988,111,0.9315,None
21989,000396,21989,108,0.7574,Light
21990,000396,21990,124,0.8845,None
21991,000396,21991,123,0.8678,None
21992,000396,21992,110,0.6755,Light
21993,000396,21993,107,0.4684,None
21994,000396,21994,110,0.4,Light
21995,000396,21995,113,0.4929,Heavy
21996,000396,21996,136,0.6106,Heavy
21997,034028,21997,32,0.9249,None
21998,034028,21998,33,0.5672,Light
21999,011539,21999,51,0.8923,None
22000,011539,22000,42,0.8873,None
22001,011539,22001,59,0.9444,None
22002,011539,22002,48,0.6157,Medium
22003,011539,22003,50,0.5635,Medium
22004,011539,22004,49,0.3849,None
22005,011539,22005,52,0.4247,Heavy
22006,011539,22006,53,0.4784,Heavy
