image_id,pred_obj,true_obj,iou,occolusion_ratio
000011,14653,146,0.8063,Medium
000011,14655,161,0.6941,Light
000011,14656,147,0.4128,VeryHeavy
000011,14657,144,0.6314,Light
000011,14658,89,0.5107,None
000011,14659,84,0.3845,Heavy
000011,14660,123,0.7778,None
000011,14661,117,0.6274,None
000011,14654,118,0.5422,Heavy
000014,20856,82,0.6814,Medium
000034,3419,91,0.9365,None
000034,3420,93,0.8669,Light
000034,3421,106,0.8785,None
000034,3422,101,0.9707,None
000034,3423,78,0.9048,None
000034,3425,60,0.7555,Light
000034,3426,67,0.7804,None
000034,3427,95,0.7619,Medium
000034,3428,71,0.9081,Light
000034,3429,86,0.7146,None
000034,3430,105,0.576,Light
000034,3431,59,0.6136,Medium
000034,3432,66,0.6446,Light
000034,3433,97,0.6226,Medium
000034,3424,79,0.7677,Light
000035,2891,133,0.6227,Light
000035,2890,122,0.9511,None
000035,2889,129,0.8594,Light
000035,2888,125,0.9383,None
000057,17347,80,0.5762,Undefined
000057,17339,58,0.768,None
000057,17340,71,0.8211,Light
000057,17341,68,0.8823,None
000057,17342,49,0.717,Light
000057,17343,75,0.8059,None
000057,17344,51,0.6379,Light
000057,17345,59,0.65,Medium
000057,17346,67,0.777,Medium
000057,17348,62,0.4937,Light
000084,8231,120,0.9003,None
000084,8232,110,0.6604,Heavy
000084,8230,98,0.9032,None
000084,8229,104,0.8569,None
000090,33311,12,0.3654,None
000090,33308,5,0.8847,None
000090,33309,16,0.2061,Undefined
000090,33310,8,0.6688,None
000090,33315,9,0.259,None
000090,33314,12,0.3465,None
000090,33313,13,0.0893,Undefined
000090,33312,14,0.3244,Medium
000102,5560,34,0.761,Light
000102,5561,37,0.6626,Light
000102,5562,33,0.8461,None
000102,5563,54,0.7993,Light
000102,5558,41,0.9523,None
000102,5557,42,0.8661,None
000102,5559,31,0.8138,None
000102,5564,64,0.5365,Light
000102,5565,54,0.5735,Light
000107,17922,39,0.8648,Light
000107,17920,54,0.8822,Light
000107,17921,50,0.9674,None
000144,8648,36,0.8107,Medium
000144,8642,53,0.8766,None
000144,8643,57,0.9015,None
000144,8644,44,0.9389,None
000144,8645,56,0.8525,Medium
000144,8646,59,0.7637,VeryHeavy
000144,8647,39,0.3969,Light
000144,8649,34,0.8589,None
000147,31180,68,0.8561,None
000147,31179,58,0.5673,None
000147,31181,59,0.62,VeryHeavy
000147,31182,46,0.3017,None
000159,31824,55,0.292,Heavy
000159,31823,53,0.4698,Light
000159,31822,50,0.7327,Medium
000159,31821,67,0.7642,Heavy
000159,31820,65,0.8942,None
000159,31819,26,0.8718,Light
000159,31818,40,0.9311,None
000193,26894,79,0.9068,None
000193,26895,81,0.8785,None
000193,26898,57,0.5378,Light
000193,26897,65,0.6971,Light
000193,26899,83,0.7742,None
000193,26900,46,0.6472,Light
000193,26901,68,0.7472,Light
000193,26902,53,0.7019,Medium
000193,26896,50,0.8161,None
000197,25348,56,0.872,None
000197,25347,53,0.9187,None
000197,25346,57,0.9304,None
000201,165,41,0.7244,None
000207,31430,69,0.72,Heavy
000207,31429,78,0.436,Medium
000207,31428,74,0.6421,Heavy
000207,31427,67,0.77,Medium
000207,31426,75,0.8343,Light
000207,31425,58,0.9472,None
000231,24805,74,0.8978,Light
000231,24806,55,0.8777,None
000231,24807,78,0.5165,Medium
000231,24808,82,0.8633,None
000231,24809,86,0.8824,Light
000232,24084,68,0.6786,Medium
000232,24083,91,0.7129,VeryHeavy
000232,24082,96,0.5245,VeryHeavy
000232,24077,95,0.9575,None
000232,24081,101,0.7621,Light
000232,24085,78,0.5719,Medium
000232,24079,97,0.9236,None
000232,24078,73,0.9568,None
000232,24080,87,0.8662,Light
000241,29159,57,0.6544,Light
000241,29158,78,0.6933,Light
000241,29157,61,0.6291,Light
000241,29156,55,0.8857,None
000241,29160,89,0.4268,Medium
000241,29153,66,0.9272,None
000241,29155,99,0.3131,Medium
000241,29154,60,0.8446,None
000268,26430,114,0.7175,Light
000268,26426,109,0.919,None
000268,26427,103,0.8789,Heavy
000268,26428,122,0.7293,Light
000268,26429,114,0.5575,Light
000268,26431,128,0.9073,Medium
000268,26432,102,0.7215,Light
000268,26424,100,0.8403,Light
000268,26425,107,0.9522,None
000284,10756,95,0.2947,Heavy
000284,10755,91,0.6312,Medium
000284,10754,70,0.6023,Heavy
000284,10753,84,0.5538,None
000284,10751,67,0.7155,Medium
000284,10750,68,0.6804,None
000284,10749,77,0.5877,Medium
000284,10757,93,0.6113,Heavy
000284,10752,77,0.3368,Medium
000288,11946,89,0.2875,Medium
000288,11945,88,0.8662,None
000288,11944,92,0.7046,Light
000291,23383,94,0.7953,Light
000291,23382,123,0.5959,Light
000291,23379,133,0.814,VeryHeavy
000291,23378,116,0.4651,VeryHeavy
000291,23377,99,0.8909,Light
000291,23376,126,0.9408,Medium
000291,23375,135,0.8743,None
000291,23381,0,0.0,None
000291,23374,88,0.9402,Light
000291,23384,127,0.6223,Heavy
000291,23385,109,0.1985,Undefined
000291,23386,127,0.5705,Heavy
000291,23387,152,0.6364,Medium
000291,23380,102,0.7279,Heavy
000297,5848,102,0.8761,Light
000297,5847,108,0.8465,Light
000297,5851,135,0.4141,Medium
000297,5849,117,0.6909,None
000297,5850,106,0.3332,None
000299,29415,95,0.5202,Medium
000300,11084,60,0.661,Heavy
000300,11080,53,0.9459,None
000300,11086,56,0.929,None
000300,11081,69,0.5644,Heavy
000300,11082,58,0.6407,Medium
000300,11083,60,0.2539,Heavy
000300,11085,65,0.5633,Heavy
000309,17265,74,0.9316,None
000309,17264,58,0.8654,None
000309,17263,69,0.8639,Light
000309,17268,59,0.4064,Light
000309,17266,66,0.8556,None
000309,17267,74,0.0686,None
000310,10446,61,0.4784,None
000310,10445,67,0.6343,None
000315,8742,31,0.7204,Medium
000315,8743,46,0.4246,None
000315,8740,45,0.4644,Heavy
000315,8736,30,0.8333,None
000315,8738,43,0.7504,Medium
000315,8741,33,0.8576,Light
000315,8737,38,0.6075,None
000315,8739,41,0.6683,None
000339,19236,63,0.8906,None
000339,19232,77,0.6417,Light
000339,19233,84,0.5148,Medium
000339,19231,53,0.7185,Light
000339,19234,55,0.8695,None
000339,19229,62,0.5268,Medium
000339,19235,56,0.1821,Medium
000339,19230,61,0.9262,None
000368,13821,104,0.966,None
000368,13828,138,0.7012,Light
000368,13823,124,0.8416,None
000368,13819,113,0.9217,Light
000368,13824,114,0.8621,Light
000368,13825,145,0.9121,Light
000368,13826,154,0.5259,Medium
000368,13822,143,0.6412,Medium
000368,13827,144,0.6558,Light
000368,13829,101,0.3333,Heavy
000368,13820,123,0.9644,None
000371,7365,50,0.7965,Light
000371,7366,77,0.167,Undefined
000371,7367,40,0.54,Undefined
000371,7363,55,0.9649,None
000371,7368,51,0.7746,Light
000371,7364,57,0.7221,None
000373,8303,40,0.4953,Light
000373,8293,50,0.9175,Light
000373,8294,43,0.8361,None
000373,8295,51,0.8274,Light
000373,8296,49,0.882,None
000373,8297,47,0.6535,Light
000373,8298,33,0.0989,None
000373,8299,57,0.7776,Medium
000373,8300,38,0.3778,None
000373,8301,54,0.2024,Undefined
000373,8302,55,0.1923,Undefined
000373,8291,53,0.9181,None
000373,8292,45,0.4804,None
000408,6726,48,0.8543,None
000408,6725,43,0.8251,None
000408,6728,40,0.6913,Light
000408,6727,34,0.5995,Medium
000412,9855,38,0.5847,Medium
000412,9859,41,0.5455,Light
000412,9858,37,0.4178,Light
000412,9857,58,0.6394,Medium
000412,9856,47,0.5687,Medium
000412,9854,54,0.6806,Light
000412,9853,57,0.6407,Medium
000412,9852,61,0.8241,None
000412,9851,44,0.9554,None
000436,31358,118,0.9408,Light
000436,31359,142,0.7937,Light
000436,31363,132,0.8144,Light
000436,31360,89,0.8233,Light
000436,31356,139,0.9184,None
000436,31355,135,0.9443,Light
000436,31354,138,0.9488,None
000436,31361,149,0.844,Light
000436,31362,105,0.7278,Light
000436,31357,90,0.9168,Light
000436,31364,143,0.7315,Light
000436,31366,104,0.7433,Medium
000436,31365,108,0.2148,None
000442,35,104,0.6905,Medium
000442,21,95,0.8765,None
000442,33,82,0.8352,Light
000442,32,120,0.416,Heavy
000442,31,73,0.5973,Heavy
000442,30,100,0.352,None
000442,36,99,0.6655,Heavy
000442,29,97,0.716,Light
000442,28,69,0.5709,Medium
000442,27,110,0.6045,None
000442,26,106,0.6267,Medium
000442,25,63,0.7388,Light
000442,23,87,0.7462,None
000442,22,86,0.8274,None
000442,34,72,0.5209,VeryHeavy
000442,24,67,0.544,None
000448,10672,163,0.4076,Heavy
000448,10666,146,0.9447,None
000448,10667,127,0.8365,Light
000448,10668,165,0.6584,Medium
000448,10665,136,0.872,Medium
000448,10670,130,0.7747,Light
000448,10671,121,0.6327,VeryHeavy
000448,10669,135,0.2882,Medium
000448,10673,132,0.5208,Heavy
000448,10674,113,0.4617,VeryHeavy
000448,10664,105,0.8393,None
000464,22375,64,0.9517,None
000464,22376,74,0.7505,None
000464,22377,63,0.8819,Light
000464,22378,86,0.9511,None
000464,22379,54,0.9674,Light
000464,22382,93,0.6301,Light
000464,22380,84,0.2876,Medium
000464,22381,78,0.4645,None
000464,22374,88,0.956,None
000464,22383,92,0.7042,None
000464,22373,66,0.9687,None
000490,32155,94,0.9621,None
000490,32153,57,0.7159,None
000490,32162,96,0.9104,Light
000490,32154,74,0.9125,Light
000490,32159,95,0.5373,Light
000490,32156,56,0.6427,Heavy
000490,32160,77,0.7986,Light
000490,32163,98,0.4803,Medium
000490,32164,93,0.2373,Medium
000490,32158,72,0.8364,Medium
000490,32157,92,0.8028,Light
000490,32165,61,0.5986,Light
000490,32161,89,0.7129,Medium
000516,15280,74,0.8556,None
000516,15284,85,0.8494,None
000516,15281,76,0.8172,Light
000516,15279,93,0.5403,Medium
000516,15282,75,0.4882,Heavy
000516,15283,92,0.221,Heavy
000521,10124,54,0.7618,Light
000521,10125,79,0.0037,None
000521,10123,73,0.9469,Light
000521,10122,48,0.6265,None
000521,10126,43,0.4412,Medium
000521,10121,79,0.8753,None
000521,10120,74,0.9244,None
000540,24779,50,0.5321,VeryHeavy
000540,24778,70,0.8999,Medium
000540,24777,57,0.6473,Heavy
000540,24776,86,0.7921,Light
000540,24769,54,0.9554,None
000540,24775,48,0.722,None
000540,24774,76,0.8892,None
000540,24773,88,0.8444,None
000540,24772,65,0.8375,Light
000540,24771,85,0.9583,None
000540,24770,77,0.9481,None
000542,11658,77,0.5789,Medium
000542,11661,87,0.7842,Light
000542,11662,86,0.8977,None
000542,11663,65,0.8334,Light
000542,11656,75,0.9303,None
000542,11659,76,0.7641,Light
000542,11660,64,0.695,Medium
000542,11657,84,0.3847,Medium
000558,8772,104,0.7409,Light
000558,8784,114,0.4665,Light
000558,8773,138,0.814,Light
000558,8774,87,0.1639,Medium
000558,8769,100,0.8529,Heavy
000558,8770,122,0.4103,Light
000558,8782,0,0.0,None
000558,8776,93,0.5341,Medium
000558,8775,98,0.7837,None
000558,8777,130,0.3641,Medium
000558,8767,91,0.9127,None
000558,8768,125,0.8431,None
000558,8771,133,0.4326,Medium
000558,8778,101,0.4381,None
000558,8779,109,0.6678,Light
000558,8780,118,0.3482,None
000558,8781,113,0.3685,Medium
000558,8783,130,0.202,Medium
000559,3375,54,0.2592,None
000559,3358,69,0.7916,None
000559,3376,53,0.4855,Medium
000559,3361,56,0.925,None
000559,3359,46,0.8024,None
000559,3371,57,0.6931,None
000559,3369,66,0.4547,Light
000559,3374,70,0.4293,Light
000559,3360,58,0.7034,Light
000559,3368,57,0.6419,None
000559,3367,62,0.8881,Light
000559,3366,49,0.6612,Light
000559,3365,77,0.6402,Light
000559,3364,45,0.8054,Heavy
000559,3363,74,0.4821,Medium
000559,3362,42,0.7588,Light
000559,3372,54,0.7037,None
000559,3370,52,0.8893,Light
000559,3373,53,0.3669,Medium
000559,3357,47,0.9111,Light
000566,26203,58,0.7941,Light
000566,26204,51,0.9124,Medium
000566,26202,36,0.9369,None
000566,26199,50,0.8304,None
000566,26200,59,0.8251,Medium
000566,26198,39,0.6448,Medium
000566,26201,34,0.7788,Light
000566,26197,63,0.8148,Light
000581,32537,17,0.9191,None
000581,32538,23,0.7364,Light
000581,32539,18,0.8589,Light
000581,32542,26,0.8608,None
000581,32543,12,0.8977,None
000581,32544,15,0.455,Heavy
000581,32546,28,0.4338,VeryHeavy
000581,32545,29,0.5858,Medium
000581,32540,19,0.6731,Light
000581,32541,25,0.5284,Heavy
000585,5132,51,0.9279,None
000585,5133,47,0.8902,None
000585,5134,61,0.2017,None
000587,14804,75,0.887,None
000587,14806,70,0.5497,Medium
000587,14807,79,0.7683,Medium
000587,14803,65,0.796,Light
000587,14805,81,0.924,None
000591,17075,81,0.6886,Undefined
000591,17074,67,0.922,Light
000591,17073,59,0.9398,Light
000591,17072,69,0.2892,None
000591,17071,69,0.5708,None
000591,17076,73,0.4139,Undefined
000591,17069,74,0.9481,None
000591,17077,79,0.6667,Light
000591,17078,66,0.6889,Medium
000591,17070,62,0.8136,Light
000606,27792,61,0.6129,Heavy
000606,27788,64,0.8448,Medium
000606,27789,85,0.8048,None
000606,27790,70,0.7321,None
000606,27791,65,0.9121,Medium
000606,27787,52,0.9498,None
000606,27786,67,0.9275,None
000606,27793,82,0.7747,Light
000611,6631,70,0.3665,Undefined
000611,6630,55,0.9355,None
000611,6629,59,0.9305,None
000611,6632,69,0.4167,Undefined
000611,6633,71,0.0569,Heavy
000614,18115,82,0.778,None
000614,18119,80,0.6185,Light
000614,18114,91,0.7381,Medium
000614,18118,92,0.9105,None
000614,18113,90,0.9069,None
000614,18112,77,0.9189,Light
000614,18111,93,0.9152,None
000614,18121,0,0.0,None
000614,18120,64,0.1257,Light
000614,18116,96,0.2836,None
000614,18117,87,0.7572,Heavy
000623,23754,102,0.5318,Medium
000623,23759,95,0.5668,None
000623,23758,73,0.5867,Heavy
000623,23746,84,0.8407,None
000623,23744,76,0.8611,None
000623,23745,97,0.8686,Light
000623,23753,67,0.6089,None
000623,23747,71,0.7107,None
000623,23748,80,0.6073,Medium
000623,23757,0,0.0,Light
000623,23743,72,0.9322,None
000623,23755,93,0.5573,Heavy
000623,23749,81,0.8111,Medium
000623,23752,77,0.2364,Heavy
000623,23750,82,0.4762,VeryHeavy
000623,23751,82,0.4053,VeryHeavy
000623,23756,65,0.6529,Light
000624,24801,76,0.7241,Light
000624,24802,60,0.6781,Medium
000624,24803,89,0.687,None
000624,24798,63,0.6631,Medium
000624,24800,68,0.7006,Light
000624,24795,64,0.8541,Light
000624,24799,56,0.5086,Heavy
000624,24797,84,0.919,None
000624,24796,69,0.7677,Light
000624,24794,72,0.8831,None
000630,2408,34,0.8833,None
000630,2411,36,0.5652,Medium
000630,2417,21,0.5839,Medium
000630,2413,53,0.8305,Light
000630,2414,50,0.6136,Medium
000630,2415,27,0.7899,Light
000630,2416,45,0.8677,Light
000630,2409,26,0.9484,None
000630,2418,31,0.9058,Light
000630,2419,56,0.5165,Heavy
000630,2420,37,0.8203,Light
000630,2421,54,0.5252,Medium
000630,2412,67,0.9086,None
000630,2410,40,0.7686,Medium
000654,1490,115,0.0866,Light
000654,1489,138,0.9344,None
000667,13653,70,0.8263,Light
000667,13652,68,0.5378,Heavy
000667,13651,51,0.7915,Light
000667,13656,79,0.468,VeryHeavy
000667,13655,66,0.5229,Medium
000667,13654,72,0.5062,Light
000699,33759,68,0.714,Medium
000699,33762,49,0.7986,Light
000699,33761,39,0.8821,Light
000699,33756,51,0.8178,None
000699,33764,41,0.6428,Light
000699,33767,0,0.0,None
000699,33760,50,0.8603,Light
000699,33763,64,0.7664,Light
000699,33758,45,0.637,Light
000699,33765,43,0.7316,Medium
000699,33766,40,0.7174,None
000699,33757,65,0.8635,None
000700,8114,47,0.5793,Medium
000700,8109,61,0.6684,Medium
000700,8108,53,0.7673,Medium
000700,8111,46,0.3878,Undefined
000700,8113,35,0.5349,Heavy
000700,8103,75,0.9024,None
000700,8107,48,0.8839,Light
000700,8104,43,0.9016,None
000700,8110,59,0.5798,Heavy
000700,8105,67,0.8155,Light
000700,8112,41,0.719,Medium
000700,8106,72,0.9251,None
000711,23861,39,0.9458,None
000711,23864,61,0.4623,Undefined
000711,23863,34,0.6174,Light
000711,23862,37,0.8942,None
000711,23865,66,0.219,Undefined
000717,21513,131,0.891,None
000717,21512,126,0.776,None
000717,21511,125,0.9295,Medium
000717,21514,133,0.7587,Light
000722,15933,35,0.874,None
000722,15938,22,0.016,Light
000722,15939,27,0.4856,Medium
000722,15932,33,0.838,None
000722,15936,30,0.7351,Light
000722,15937,24,0.5457,VeryHeavy
000722,15935,31,0.1559,None
000722,15934,32,0.9583,None
000735,30793,94,0.3052,Light
000735,30792,111,0.8532,None
000735,30791,85,0.9261,None
000735,30794,96,0.4,Light
000740,30302,52,0.9242,None
000740,30301,57,0.8971,None
000740,30303,60,0.553,Medium
000740,30300,54,0.826,None
000752,9487,78,0.2611,Undefined
000752,9481,41,0.8671,None
000752,9485,38,0.5814,Light
000752,9484,71,0.3966,Medium
000752,9483,51,0.8747,Light
000752,9486,65,0.4724,None
000752,9482,48,0.9613,None
000785,7540,118,0.503,Light
000785,7543,139,0.4588,Light
000785,7544,113,0.5546,Medium
000785,7532,110,0.9461,None
000785,7533,109,0.7714,None
000785,7542,114,0.552,Light
000785,7541,125,0.5823,Light
000785,7535,128,0.8073,None
000785,7536,150,0.9262,None
000785,7537,153,0.8025,Light
000785,7538,154,0.8013,Light
000785,7539,137,0.8378,Medium
000785,7534,147,0.8916,None
000794,26168,72,0.8933,None
000794,26183,44,0.6152,Light
000794,26181,97,0.7123,Light
000794,26174,96,0.9386,Light
000794,26169,46,0.7705,Medium
000794,26177,65,0.5878,None
000794,26182,52,0.8423,Medium
000794,26184,76,0.3547,Light
000794,26167,64,0.8657,None
000794,26179,51,0.4962,Light
000794,26180,90,0.6062,Medium
000794,26175,83,0.469,Medium
000794,26176,68,0.6185,Light
000794,26173,50,0.8984,Light
000794,26172,36,0.9131,Light
000794,26171,75,0.7872,None
000794,26170,99,0.8953,None
000794,26178,43,0.3436,Light
000794,26166,70,0.8588,None
000801,24278,102,0.8212,None
000801,24279,101,0.7363,Light
000801,24280,92,0.5361,None
000824,4849,54,0.9282,None
000824,4855,70,0.8789,None
000824,4852,61,0.9333,Light
000824,4853,90,0.3865,Medium
000824,4854,69,0.4416,Light
000824,4850,82,0.8953,None
000824,4851,57,0.755,Light
000829,11664,59,0.9454,None
000829,11665,55,0.7584,Medium
000829,11666,52,0.9478,None
000829,11667,61,0.5839,Medium
000829,11669,48,0.6574,Undefined
000829,11668,42,0.7416,Medium
000842,22615,18,0.6334,Light
000842,22612,35,0.822,Light
000842,22613,31,0.9049,Light
000842,22614,30,0.4599,Medium
000842,22611,29,0.939,None
000870,22425,69,0.8729,None
000870,22424,78,0.8515,Light
000870,22428,49,0.6018,Light
000870,22427,74,0.3561,Undefined
000870,22426,60,0.6401,Heavy
000870,22423,59,0.9798,None
000882,26552,75,0.3784,None
000882,26551,97,0.7753,Light
000882,26550,74,0.9314,None
000882,26549,94,0.9105,Light
000882,26546,82,0.8088,None
000882,26547,79,0.9301,None
000882,26548,72,0.8238,Light
000882,26545,81,0.8414,None
000898,8536,75,0.8895,None
000898,8534,81,0.9557,None
000898,8535,60,0.9308,None
000898,8537,77,0.9176,None
000898,8539,72,0.9021,None
000898,8540,68,0.9243,Light
000898,8541,61,0.7226,Heavy
000898,8542,80,0.4072,Medium
000898,8538,83,0.8475,None
000911,4475,34,0.6671,Light
000911,4476,41,0.8677,Light
000911,4477,31,0.3644,Medium
000911,4478,28,0.8981,Light
000911,4479,42,0.6761,Light
000911,4480,38,0.4632,Heavy
000937,7242,67,0.6578,VeryHeavy
000937,7237,76,0.9617,None
000937,7238,85,0.8825,None
000937,7239,78,0.5876,Medium
000937,7240,80,0.3839,Heavy
000937,7241,63,0.841,None
000937,7236,77,0.8955,None
000937,7235,64,0.7543,Medium
000937,7232,68,0.771,Light
000937,7233,62,0.8173,None
000937,7231,88,0.9291,None
000937,7230,90,0.8256,Light
000937,7234,84,0.8922,None
000937,7243,71,0.7102,Light
000941,9607,82,0.2165,VeryHeavy
000941,9606,78,0.6608,None
000941,9604,89,0.7853,Medium
000941,9603,95,0.7342,Medium
000941,9602,86,0.9374,None
000941,9601,96,0.8845,None
000941,9600,90,0.885,None
000941,9599,91,0.9568,None
000941,9598,88,0.9248,None
000941,9605,84,0.9281,None
000947,27134,43,0.6992,Medium
000947,27141,37,0.7243,Light
000947,27135,34,0.9323,None
000947,27139,52,0.4375,VeryHeavy
000947,27138,36,0.6458,Medium
000947,27137,48,0.7566,Medium
000947,27136,44,0.9092,None
000947,27140,35,0.7259,Light
000947,27133,41,0.8381,None
000962,11546,106,0.8043,Medium
000962,11537,127,0.9793,None
000962,11538,85,0.9089,Light
000962,11539,87,0.9611,Light
000962,11540,125,0.7179,None
000962,11541,84,0.71,Heavy
000962,11542,111,0.6571,Medium
000962,11543,107,0.8547,Light
000962,11544,130,0.8958,Light
000962,11545,82,0.4771,Heavy
000963,7924,74,0.4191,Heavy
000963,7923,53,0.5592,Medium
000963,7921,57,0.3549,Heavy
000963,7920,73,0.4226,Heavy
000963,7919,72,0.5769,Heavy
000963,7918,89,0.4179,Heavy
000963,7916,55,0.7815,None
000963,7915,61,0.8485,None
000963,7914,58,0.9176,Light
000963,7913,76,0.9175,None
000963,7925,70,0.8898,Light
000963,7917,59,0.8781,None
000963,7926,62,0.7851,None
000963,7922,54,0.4308,VeryHeavy
000964,18874,70,0.8148,None
000964,18876,80,0.6707,Medium
000964,18875,62,0.4329,Heavy
000964,18873,72,0.3723,Light
000964,18872,71,0.7684,Light
000964,18870,82,0.9295,None
000964,18869,67,0.7591,None
000964,18868,84,0.5505,Light
000964,18871,63,0.4534,Medium
000964,18866,79,0.9283,None
000964,18865,66,0.896,None
000964,18867,58,0.7998,Light
000966,20738,107,0.8394,Light
000966,20743,81,0.5356,Light
000966,20739,100,0.866,Light
000966,20746,92,0.5912,Light
000966,20740,80,0.6308,Light
000966,20741,96,0.5655,Light
000966,20742,81,0.5661,Light
000966,20745,79,0.73,Light
000966,20744,94,0.8343,None
000968,8510,54,0.6145,Heavy
000968,8509,42,0.5419,Medium
000968,8508,50,0.6354,Light
000968,8507,43,0.5392,None
000968,8503,46,0.6974,Light
000968,8506,38,0.8524,Light
000968,8504,41,0.5562,Medium
000968,8511,47,0.6241,Light
000968,8512,48,0.413,Medium
000968,8502,45,0.4667,Heavy
000968,8505,35,0.6446,Light
000976,13747,61,0.3461,VeryHeavy
000976,13731,40,0.4806,Heavy
000976,13725,64,0.6641,None
000976,13729,51,0.8975,Light
000976,13726,58,0.584,Heavy
000976,13743,42,0.3102,Light
000976,13744,63,0.7056,Heavy
000976,13745,32,0.5095,Heavy
000976,13746,32,0.6922,Heavy
000976,13742,37,0.6837,Medium
000976,13730,28,0.8504,None
000976,13741,35,0.5758,None
000976,13739,52,0.8111,None
000976,13721,33,0.9774,None
000976,13722,39,0.6703,Medium
000976,13748,55,0.4222,VeryHeavy
000976,13724,34,0.5633,Heavy
000976,13728,56,0.7988,Light
000976,13740,59,0.7179,Light
000976,13727,45,0.6855,Light
000976,13723,49,0.8955,None
000976,13738,60,0.6646,Medium
000976,13736,54,0.8591,None
000976,13735,46,0.8896,Light
000976,13734,44,0.897,None
000976,13733,40,0.4656,Heavy
000976,13737,36,0.6264,Medium
000976,13732,57,0.708,None
000994,9310,53,0.6819,None
000994,9311,62,0.6375,None
000994,9312,33,0.6107,None
001003,7719,43,0.9016,None
001003,7722,59,0.7569,Medium
001003,7724,34,0.2895,Light
001003,7721,63,0.5452,Light
001003,7725,48,0.5266,Medium
001003,7723,54,0.6368,Light
001003,7720,64,0.6747,Medium
001008,18412,57,0.9011,None
001008,18413,52,0.9209,None
001008,18414,49,0.9601,None
001008,18423,51,0.4447,Heavy
001008,18416,54,0.7273,None
001008,18418,38,0.4236,VeryHeavy
001008,18419,74,0.8045,Medium
001008,18420,74,0.033,Medium
001008,18422,41,0.3999,VeryHeavy
001008,18415,68,0.8223,None
001008,18421,70,0.5183,Heavy
001008,18417,42,0.8919,Light
001034,15567,120,0.8602,Light
001034,15569,110,0.8952,None
001034,15568,112,0.9357,Light
001034,15566,149,0.9096,None
001034,15570,93,0.7163,None
001034,15564,138,0.6574,Light
001034,15571,141,0.5448,Medium
001034,15572,128,0.5994,Medium
001034,15573,123,0.957,Light
001034,15577,125,0.3534,Heavy
001034,15565,144,0.7383,Light
001034,15563,151,0.9091,Light
001034,15562,140,0.9024,None
001034,15576,124,0.5778,Heavy
001034,15574,117,0.5607,Medium
001034,15575,108,0.5955,Light
001046,23905,83,0.8712,None
001046,23906,94,0.9686,None
001046,23907,88,0.8974,Light
001046,23908,80,0.8783,Light
001046,23909,98,0.7645,Light
001046,23910,93,0.9634,None
001046,23913,101,0.5606,VeryHeavy
001046,23912,74,0.8902,None
001046,23911,76,0.4949,None
001046,23915,97,0.5836,Medium
001046,23914,78,0.7617,Heavy
001047,12025,68,0.9186,None
001047,12023,74,0.9417,None
001047,12024,75,0.8319,None
001048,12489,37,0.7001,Light
001048,12488,28,0.4308,Light
001048,12486,23,0.745,Heavy
001048,12485,20,0.815,None
001048,12484,25,0.5496,Heavy
001048,12483,25,0.4022,Heavy
001048,12487,41,0.5608,Light
001048,12491,27,0.3502,Medium
001048,12490,31,0.5405,Light
001048,12482,46,0.9183,Light
001049,33321,27,0.5634,Medium
001049,33316,49,0.8919,None
001049,33317,48,0.8419,None
001049,33318,50,0.8456,Light
001049,33319,31,0.3678,Light
001049,33320,51,0.2826,Light
001062,25951,45,0.8307,None
001062,25953,57,0.5316,None
001062,25947,59,0.6966,Light
001062,25955,74,0.735,Medium
001062,25952,35,0.7564,Light
001062,25946,62,0.8618,None
001062,25948,67,0.8518,None
001062,25949,58,0.6643,None
001062,25950,66,0.8477,Light
001062,25954,70,0.6589,Heavy
001071,8218,58,0.747,Light
001071,8217,53,0.9186,None
001091,31163,56,0.8318,Light
001091,31164,54,0.7766,Light
001091,31162,58,0.9497,None
001091,31161,61,0.9166,None
001092,9701,69,0.5479,Heavy
001092,9704,87,0.3647,Medium
001092,9699,68,0.9399,Light
001092,9702,82,0.5306,Undefined
001092,9700,73,0.7585,Light
001092,9703,77,0.5155,Heavy
001096,27589,56,0.6218,Light
001096,27588,48,0.601,Heavy
001098,11766,39,0.6239,Light
001098,11767,49,0.8594,Light
001098,11762,40,0.8413,Light
001098,11763,44,0.8955,None
001098,11764,50,0.9267,Light
001098,11765,41,0.7511,Light
001103,17013,38,0.8792,None
001103,17014,43,0.5132,Medium
001103,17017,54,0.8647,Medium
001103,17016,39,0.5908,Medium
001103,17015,50,0.5518,Medium
001107,30424,1,0.0085,None
001107,30429,49,0.666,Medium
001107,30426,10,0.1313,Light
001107,30425,11,0.0508,Light
001107,30427,28,0.0124,VeryHeavy
001107,30428,37,0.08,Light
001107,30422,61,0.929,Light
001107,30423,59,0.9391,None
001112,6137,28,0.7212,Light
001112,6135,54,0.5842,None
001112,6134,68,0.7924,None
001112,6138,37,0.5038,VeryHeavy
001112,6139,72,0.6967,Heavy
001112,6145,46,0.5565,VeryHeavy
001112,6140,61,0.6266,Light
001112,6141,71,0.4453,Heavy
001112,6133,52,0.7555,Light
001112,6132,33,0.8062,None
001112,6131,45,0.9023,None
001112,6136,73,0.6319,Heavy
001112,6146,70,0.5119,Heavy
001112,6147,47,0.5388,Heavy
001112,6144,32,0.6831,Medium
001112,6143,49,0.7122,Light
001112,6142,46,0.5308,VeryHeavy
001114,31221,26,0.9352,None
001114,31222,23,0.8923,None
001114,31223,27,0.8131,None
001114,31224,21,0.7996,None
