image_id,pred_obj,true_obj,iou,occolusion_ratio
004659,26964,51,0.918,None
004659,26965,66,0.906,None
004667,14529,46,0.6502,None
004667,14530,37,0.9097,None
004667,14531,44,0.7349,Medium
004667,14532,39,0.6297,None
004671,33728,44,0.6786,Medium
004671,33729,46,0.8985,None
004671,33730,23,0.8336,Light
004671,33731,39,0.9342,None
004671,33736,33,0.344,Light
004671,33733,52,0.2354,Undefined
004671,33734,47,0.6457,Heavy
004671,33735,26,0.5932,Heavy
004671,33732,20,0.6134,Medium
004678,30641,86,0.8594,None
004678,30642,81,0.6438,None
004678,30643,75,0.7986,None
004678,30644,98,0.8707,None
004678,30645,82,0.6131,Medium
004678,30646,100,0.7556,None
004678,30647,80,0.5711,Light
004678,30648,76,0.8213,None
004678,30649,88,0.7726,Light
004689,15023,0,0.0,None
004689,15024,39,0.6687,Light
004689,15022,29,0.4241,Light
004689,15021,0,0.0,None
004689,15020,31,0.2936,None
004689,15019,0,0.0,None
004689,15018,36,0.6509,Light
004719,16987,6,0.8209,Light
004719,16989,14,0.78,Light
004719,16990,31,0.6746,Undefined
004719,16984,16,0.8444,Light
004719,16988,47,0.6251,Light
004719,16991,15,0.2812,Medium
004719,16993,44,0.586,None
004719,16986,21,0.4935,Heavy
004719,16985,23,0.7678,Medium
004719,16994,32,0.548,Medium
004719,16992,0,0.0,Light
004719,16983,22,0.9177,None
004752,10137,63,0.7791,None
004769,32989,77,0.635,Light
004769,32990,84,0.6186,Medium
004769,32991,67,0.8106,Light
004769,32988,71,0.9172,Light
004769,32987,80,0.9349,None
004773,8709,34,0.1452,VeryHeavy
004773,8708,14,0.7322,Light
004773,8706,33,0.8348,Light
004773,8705,18,0.8722,Medium
004773,8704,11,0.834,Medium
004773,8711,29,0.9036,Medium
004773,8710,30,0.3957,VeryHeavy
004773,8707,21,0.7459,Medium
004775,13830,48,0.8194,Heavy
004775,13831,35,0.2961,Heavy
004775,13832,44,0.7716,Light
004775,13833,61,0.2085,None
004775,13834,47,0.7297,Medium
004775,13835,63,0.4589,Medium
004781,10812,49,0.6858,Medium
004781,10813,31,0.5833,None
004781,10814,35,0.6069,Medium
004781,10815,38,0.7945,Light
004781,10816,34,0.8161,Light
004781,10817,48,0.4148,Medium
004781,10818,45,0.364,Medium
004790,25636,50,0.6864,Heavy
004790,25637,32,0.6516,Medium
004790,25638,48,0.5137,Medium
004790,25640,44,0.5117,Heavy
004790,25639,51,0.6194,Medium
004790,25635,38,0.6191,Medium
004790,25643,31,0.4334,Medium
004790,25634,39,0.9286,None
004790,25641,47,0.5179,Medium
004790,25631,43,0.9797,None
004790,25630,37,0.7627,Medium
004790,25632,48,0.4739,Medium
004790,25642,31,0.588,Medium
004790,25633,52,0.6475,Medium
004801,12686,75,0.8968,None
004801,12684,83,0.9073,None
004801,12685,68,0.9769,None
004801,12690,73,0.3944,Light
004801,12689,76,0.6801,Light
004801,12687,78,0.7558,Medium
004801,12688,90,0.4618,Heavy
004803,9993,40,0.9425,None
004803,9994,33,0.8762,None
004803,9997,33,0.1899,None
004803,9995,36,0.5318,Light
004803,9996,38,0.8284,Medium
004804,14861,74,0.7697,None
004804,14860,63,0.8241,Light
004804,14862,73,0.7178,Light
004804,14863,64,0.7152,Light
004804,14864,67,0.5903,Medium
004804,14865,68,0.5176,Medium
004804,14866,65,0.4355,Heavy
004812,33593,36,0.9547,None
004812,33594,40,0.6753,Light
004812,33596,49,0.8667,Light
004812,33597,42,0.0448,Undefined
004812,33600,44,0.496,Heavy
004812,33592,48,0.9079,None
004812,33595,35,0.972,None
004812,33598,51,0.5412,None
004812,33599,39,0.5281,Light
004835,3253,78,0.9333,None
004844,30264,7,0.6845,Light
004844,30265,20,0.1273,Heavy
004844,30266,0,0.0,Heavy
004844,30261,15,0.9231,Light
004844,30260,6,0.5412,None
004844,30259,2,0.6952,Light
004844,30262,1,0.9356,Light
004844,30258,3,0.8929,Light
004844,30256,18,0.8184,Light
004844,30255,9,0.8303,None
004844,30254,12,0.912,None
004844,30253,23,0.7417,Medium
004844,30252,22,0.9664,None
004844,30257,13,0.8112,None
004844,30263,19,0.6383,Light
004847,24499,14,0.8626,None
004847,24500,17,0.7869,Light
004847,24498,18,0.8204,Light
004847,24497,19,0.7826,Light
004851,29137,21,0.7206,None
004851,29144,39,0.9313,None
004851,29135,23,0.7368,Medium
004851,29136,52,0.6582,Medium
004851,29138,49,0.6372,None
004851,29139,38,0.9094,Light
004851,29140,35,0.929,Light
004851,29141,42,0.5543,Medium
004851,29145,28,0.7333,None
004851,29146,40,0.692,Medium
004851,29143,34,0.766,None
004851,29148,54,0.2551,Undefined
004851,29142,37,0.6601,Heavy
004851,29147,36,0.7391,None
004858,26228,33,0.9283,None
004871,26219,65,0.9098,Light
004871,26227,61,0.9232,None
004871,26226,54,0.8605,Light
004871,26224,43,0.7145,Light
004871,26223,51,0.7898,None
004871,26222,38,0.7975,Light
004871,26221,44,0.8397,Light
004871,26220,41,0.8511,None
004871,26225,46,0.8727,Light
004872,16671,90,0.8856,None
004872,16672,105,0.2243,Undefined
004872,16673,93,0.4323,Undefined
004872,16670,95,0.5142,Medium
004885,16730,21,0.8654,None
004885,16729,29,0.5708,Medium
004885,16731,34,0.8873,Light
004885,16732,22,0.3473,Heavy
004890,19067,40,0.2065,Undefined
004890,19066,37,0.8978,None
004890,19064,51,0.8,Light
004890,19063,50,0.9134,Light
004890,19065,49,0.21,VeryHeavy
004890,19059,46,0.5566,Medium
004890,19060,54,0.9238,Light
004890,19061,38,0.6982,Light
004890,19062,53,0.9272,Light
004890,19057,47,0.9192,None
004890,19058,45,0.8578,Light
004890,19056,48,0.9432,None
004897,14802,24,0.3128,None
004897,14791,33,0.9562,None
004897,14798,28,0.7975,None
004897,14799,41,0.9179,VeryHeavy
004897,14795,37,0.8562,None
004897,14800,32,0.4784,None
004897,14796,40,0.9139,Medium
004897,14792,22,0.8626,Light
004897,14793,13,0.8484,Light
004897,14794,15,0.9019,Light
004897,14797,25,0.6574,Light
004897,14801,20,0.7264,Light
004902,15588,53,0.589,Heavy
004902,15587,45,0.8002,None
004902,15583,49,0.8372,Light
004902,15584,34,0.8869,None
004902,15578,41,0.9172,Light
004902,15579,56,0.8942,None
004902,15580,47,0.8554,Light
004902,15581,28,0.8257,Light
004902,15585,51,0.7002,Heavy
004902,15591,29,0.5596,Heavy
004902,15582,32,0.8255,None
004902,15586,55,0.5198,Heavy
004902,15589,54,0.4205,Undefined
004902,15590,39,0.4444,Undefined
004908,18007,46,0.8667,None
004908,18008,38,0.7529,None
004908,18009,43,0.8965,Light
004908,18015,37,0.7086,Medium
004908,18010,33,0.9081,None
004908,18014,32,0.725,Light
004908,18011,44,0.8842,None
004908,18012,41,0.4605,Heavy
004908,18013,40,0.4792,Medium
004968,32728,84,0.8859,None
004968,32729,102,0.8345,None
004968,32730,72,0.4521,Light
004968,32731,86,0.7732,None
004969,6677,42,0.9388,None
004969,6678,51,0.8685,Light
004969,6676,43,0.8092,Light
004969,6679,57,0.6808,Medium
004974,24917,36,0.9442,None
004974,24918,50,0.7983,Light
004974,24919,45,0.4754,Light
004974,24920,29,0.7919,None
005012,2144,80,0.848,None
005012,2145,103,0.9048,None
005012,2146,110,0.7651,Medium
005012,2147,74,0.9117,Light
005012,2143,95,0.9467,None
005012,2142,57,0.8532,Light
005012,2155,111,0.4717,Heavy
005012,2148,89,0.6788,Light
005012,2149,70,0.646,Medium
005012,2150,98,0.8645,Light
005012,2152,61,0.4982,Heavy
005012,2153,101,0.6672,Light
005012,2154,90,0.0139,Heavy
005012,2151,93,0.8671,Light
005029,32892,79,0.3884,Undefined
005029,32894,60,0.8315,Light
005029,32893,73,0.5763,Medium
005029,32886,110,0.9533,None
005029,32891,112,0.5996,Heavy
005029,32890,85,0.5926,Heavy
005029,32889,102,0.6981,Light
005029,32887,77,0.6807,Medium
005029,32888,103,0.8163,VeryHeavy
005032,10020,44,0.5905,VeryHeavy
005032,10016,34,0.5107,Light
005032,10018,36,0.6317,Heavy
005032,10017,48,0.6397,Light
005032,10019,40,0.8628,None
005032,10026,49,0.889,Light
005032,10022,62,0.5449,None
005032,10021,47,0.7436,Heavy
005032,10025,50,0.8277,Medium
005032,10023,43,0.8328,Light
005032,10024,56,0.5447,Heavy
005037,23428,51,0.4719,VeryHeavy
005037,23434,58,0.8338,VeryHeavy
005037,23433,63,0.8235,Heavy
005037,23435,75,0.5705,VeryHeavy
005037,23436,48,0.6007,Heavy
005037,23437,41,0.3888,Heavy
005037,23432,56,0.8049,None
005037,23423,47,0.9452,Light
005037,23424,52,0.5438,VeryHeavy
005037,23425,60,0.5032,Medium
005037,23426,65,0.5335,VeryHeavy
005037,23427,68,0.4619,Medium
005037,23431,50,0.6037,Medium
005037,23430,49,0.9033,Light
005037,23429,62,0.6163,Medium
005046,17748,19,0.5688,Heavy
005046,17746,7,0.3574,Heavy
005046,17744,32,0.6027,Medium
005046,17743,36,0.5739,Light
005046,17742,11,0.9215,Light
005046,17741,18,0.8719,Light
005046,17740,28,0.777,Light
005046,17739,12,0.8524,None
005046,17745,26,0.6912,VeryHeavy
005046,17747,16,0.4263,Heavy
005046,17737,24,0.7699,Light
005046,17738,33,0.9061,Medium
005047,9588,59,0.7983,Medium
005047,9596,52,0.1736,Undefined
005047,9595,67,0.7463,Medium
005047,9594,73,0.6336,None
005047,9593,65,0.6397,Medium
005047,9597,47,0.7321,Medium
005047,9592,41,0.6471,Heavy
005047,9591,46,0.7535,None
005047,9590,38,0.6465,Light
005047,9589,36,0.6775,Medium
005047,9587,44,0.9386,None
005075,32198,95,0.921,None
005075,32199,99,0.8727,None
005075,32200,85,0.9497,None
005075,32204,97,0.5724,Light
005075,32202,84,0.5084,Light
005075,32203,88,0.4216,Medium
005075,32201,86,0.785,Light
005081,32592,58,0.3608,Undefined
005081,32593,69,0.6228,Medium
005081,32595,44,0.621,Light
005081,32588,57,0.6262,VeryHeavy
005081,32594,55,0.5956,VeryHeavy
005081,32587,45,0.7129,Light
005081,32583,59,0.8703,Light
005081,32586,46,0.6324,VeryHeavy
005081,32585,60,0.7484,Light
005081,32589,58,0.3635,Undefined
005081,32590,53,0.6554,Heavy
005081,32584,75,0.906,Light
005081,32582,41,0.8537,None
005081,32581,70,0.9326,None
005081,32591,39,0.7746,Light
005089,30696,63,0.7463,Medium
005089,30695,64,0.8341,Light
005089,30694,72,0.9277,None
005089,30693,73,0.9335,None
005089,30692,66,0.9573,None
005089,30697,60,0.8509,Light
005089,30698,72,0.0104,None
005104,17211,5,0.923,None
005104,17212,13,0.9268,None
005108,6847,69,0.705,VeryHeavy
005108,6852,61,0.4297,Heavy
005108,6851,50,0.6127,Light
005108,6850,83,0.5956,Light
005108,6845,78,0.7056,None
005108,6846,80,0.6419,Medium
005108,6844,64,0.8107,None
005108,6849,52,0.8309,Heavy
005108,6848,56,0.749,Light
005114,6802,20,0.5421,Light
005114,6805,35,0.5808,Heavy
005114,6801,26,0.4255,Medium
005114,6800,0,0.0,Light
005114,6799,24,0.4314,Medium
005114,6798,22,0.7874,None
005114,6806,20,0.64,Light
005114,6803,50,0.5909,Undefined
005114,6804,21,0.6706,Light
005118,5312,29,0.4898,Medium
005118,5311,21,0.6556,Medium
005118,5310,34,0.854,Light
005118,5314,26,0.6079,Medium
005118,5307,30,0.9003,None
005118,5308,23,0.9302,None
005118,5309,33,0.8946,None
005118,5315,26,0.1845,Medium
005118,5316,31,0.3888,Light
005118,5313,35,0.5835,Heavy
005139,21036,33,0.3278,None
005139,21037,5,0.0989,Light
005139,21033,29,0.456,Heavy
005139,21040,17,0.0137,Undefined
005139,21035,31,0.3787,Heavy
005139,21041,28,0.8163,Light
005139,21039,26,0.4787,Medium
005139,21029,23,0.8996,None
005139,21031,27,0.8126,Light
005139,21032,32,0.7984,Medium
005139,21038,31,0.4269,Heavy
005139,21034,17,0.0191,Undefined
005139,21030,19,0.6781,None
005144,32524,45,0.7536,Heavy
005144,32523,38,0.8817,None
005144,32525,43,0.8509,None
005144,32526,46,0.7253,Light
005146,11229,0,0.0,None
005146,11228,39,0.8048,Light
005150,31130,33,0.5171,Heavy
005150,31129,33,0.5869,Heavy
005150,31128,30,0.9209,None
005150,31131,34,0.8389,Light
005156,4670,37,0.6283,None
005156,4669,42,0.8027,None
005188,27511,47,0.5571,Medium
005188,27512,54,0.742,None
005188,27510,50,0.8639,None
005194,16684,59,0.8344,None
005194,16685,60,0.5971,None
005194,16686,67,0.8699,None
005194,16687,26,0.5208,Undefined
005219,20463,64,0.487,Light
005219,20464,51,0.5448,Medium
005219,20465,60,0.3972,Medium
005219,20466,52,0.7698,Light
005220,11138,100,0.2982,Undefined
005220,11137,86,0.9164,Light
005244,18625,42,0.8857,None
005244,18629,29,0.6849,Heavy
005244,18628,33,0.765,Medium
005244,18627,43,0.8387,Medium
005244,18626,48,0.888,Light
005251,25448,51,0.9217,None
005251,25451,57,0.8317,None
005251,25452,43,0.8539,Medium
005251,25453,64,0.8262,Light
005251,25454,46,0.7607,None
005251,25462,59,0.3066,None
005251,25456,61,0.6068,Medium
005251,25450,69,0.8885,Light
005251,25446,53,0.9604,None
005251,25458,55,0.8857,None
005251,25459,66,0.5033,Light
005251,25460,36,0.3026,Light
005251,25449,47,0.8977,None
005251,25455,50,0.5545,Light
005251,25461,41,0.6686,Light
005251,25457,67,0.4588,Heavy
005251,25447,62,0.9539,None
005253,5665,102,0.4457,Light
005253,5662,88,0.9389,None
005253,5660,70,0.8747,None
005253,5661,90,0.8103,None
005253,5664,102,0.6061,Light
005253,5663,98,0.9753,Light
005256,6595,34,0.6866,Light
005256,6597,24,0.9171,None
005256,6596,21,0.7472,Medium
005256,6593,27,0.9294,None
005256,6591,17,0.6324,Medium
005256,6598,22,0.1747,None
005256,6592,29,0.8206,Light
005256,6594,28,0.863,None
005260,29722,34,0.8977,Light
005260,29724,30,0.9477,None
005260,29725,22,0.9683,None
005260,29723,27,0.955,None
005260,29729,11,0.8047,None
005260,29726,36,0.9258,None
005260,29728,26,0.9132,None
005260,29727,13,0.8981,None
005260,29730,23,0.4829,Medium
005260,29731,21,0.972,None
005260,29734,38,0.4229,Medium
005260,29733,14,0.4356,Medium
005260,29732,39,0.8833,Light
005284,29916,28,0.7263,Light
005284,29915,44,0.9455,Light
005284,29914,31,0.8543,None
005284,29913,38,0.919,None
005284,29912,34,0.9395,None
005284,29911,29,0.9517,None
005284,29910,39,0.9426,None
005284,29917,33,0.8842,None
005284,29918,30,0.1716,Light
005284,29909,47,0.9581,None
005285,1680,44,0.6709,None
005285,1682,28,0.6023,VeryHeavy
005285,1683,17,0.3696,Heavy
005285,1679,35,0.8822,Light
005285,1678,48,0.9843,None
005285,1681,32,0.482,VeryHeavy
005285,1677,24,0.9514,None
005292,31111,20,0.8269,Heavy
005292,31108,28,0.9511,None
005292,31110,22,0.9028,None
005292,31109,16,0.8232,None
005292,31112,19,0.4648,Medium
005292,31113,26,0.7109,Light
005295,16439,72,0.897,None
005295,16440,58,0.8372,None
005301,5810,82,0.598,Heavy
005301,5809,99,0.232,Heavy
005301,5807,94,0.9353,Light
005301,5806,80,0.8345,None
005301,5808,74,0.652,Medium
005302,15531,55,0.9506,None
005302,15532,67,0.1582,Heavy
005302,15533,58,0.8904,None
005302,15534,53,0.8149,None
005305,28938,53,0.8045,Light
005305,28939,37,0.8947,None
005305,28944,39,0.7784,None
005305,28941,52,0.8912,Light
005305,28942,48,0.7248,Light
005305,28943,44,0.4631,Light
005305,28934,47,0.9392,None
005305,28945,46,0.6485,Light
005305,28937,49,0.8759,Light
005305,28936,57,0.2825,None
005305,28935,40,0.9159,None
005305,28940,41,0.7559,Light
005312,12161,48,0.9423,None
005312,12159,35,0.8275,None
005312,12160,36,0.8403,Medium
005312,12162,44,0.9672,None
005312,12171,56,0.7757,Medium
005312,12173,62,0.3595,Undefined
005312,12179,46,0.661,Medium
005312,12177,37,0.7664,Light
005312,12176,58,0.2591,VeryHeavy
005312,12175,42,0.7013,Heavy
005312,12174,47,0.7914,None
005312,12163,38,0.441,Medium
005312,12172,46,0.7274,Medium
005312,12178,47,0.4603,None
005312,12169,41,0.4686,None
005312,12168,29,0.9042,Light
005312,12167,51,0.0276,Medium
005312,12166,53,0.8213,None
005312,12165,51,0.7478,Medium
005312,12164,39,0.7818,Heavy
005312,12170,57,0.5227,Light
005324,9575,77,0.8852,None
005324,9576,78,0.7838,Light
005324,9574,74,0.9335,None
005324,9577,73,0.7032,Light
005324,9572,75,0.9119,None
005324,9573,67,0.9798,None
005341,25627,81,0.762,Light
005341,25626,67,0.7533,Light
005341,25625,44,0.6104,Medium
005341,25624,64,0.9397,None
005341,25623,32,0.8432,Medium
005341,25622,71,0.7741,Light
005341,25621,33,0.9141,Light
005341,25628,69,0.5276,VeryHeavy
005342,31930,52,0.6346,None
005342,31931,56,0.7562,None
005362,30990,69,0.8633,None
005362,30989,67,0.9044,Light
005368,18541,39,0.8757,None
005368,18542,24,0.8721,None
005368,18543,48,0.88,Light
005368,18547,33,0.7377,Light
005368,18545,41,0.5262,None
005368,18546,68,0.8488,Heavy
005368,18540,31,0.7645,Light
005368,18548,46,0.6352,Medium
005368,18549,36,0.4394,None
005368,18550,50,0.7575,Light
005368,18551,52,0.7927,Light
005368,18552,58,0.3272,Undefined
005368,18544,60,0.7484,Heavy
005368,18539,45,0.7276,Medium
005368,18538,30,0.6926,Medium
005368,18537,42,0.6704,Medium
005368,18536,29,0.9241,Light
005368,18535,51,0.9281,Medium
005368,18553,26,0.3923,Medium
005368,18554,25,0.8154,Light
005375,13565,39,0.9246,None
005375,13564,27,0.5268,Heavy
005375,13554,28,0.8894,None
005375,13555,22,0.5524,Medium
005375,13556,24,0.8782,Light
005375,13557,33,0.6564,Heavy
005375,13563,25,0.6966,None
005375,13562,18,0.5596,Medium
005375,13561,32,0.76,Medium
005375,13560,31,0.6021,Heavy
005375,13559,16,0.914,Light
005375,13558,34,0.6022,Heavy
005381,25178,26,0.6238,Heavy
005381,25179,40,0.5626,Light
005381,25176,24,0.7996,None
005381,25177,28,0.6522,Light
005385,30908,82,0.4346,None
005385,30902,66,0.6967,None
005385,30892,94,0.9462,None
005385,30905,92,0.7989,None
005385,30896,81,0.7593,None
005385,30897,84,0.3466,None
005385,30894,85,0.9282,None
005385,30898,88,0.6568,Medium
005385,30899,76,0.8019,Light
005385,30907,90,0.6111,VeryHeavy
005385,30900,46,0.9369,None
005385,30910,57,0.5472,Light
005385,30906,78,0.6438,Medium
005385,30901,59,0.8563,Light
005385,30911,64,0.3391,Medium
005385,30893,49,0.9209,None
005385,30904,67,0.6068,Heavy
005385,30903,95,0.8504,None
005385,30909,47,0.8801,Light
005385,30912,0,0.0,None
005385,30895,52,0.7801,Light
005387,16929,44,0.8863,None
005410,11607,24,0.7239,Light
005410,11604,23,0.8373,None
005410,11605,29,0.9266,None
005410,11606,16,0.6555,Light
005410,11608,25,0.7023,Heavy
005430,17625,71,0.4817,Heavy
005430,17624,66,0.6828,None
005430,17623,65,0.6486,Light
005430,17622,72,0.513,VeryHeavy
005430,17621,63,0.4906,Medium
005430,17620,59,0.5681,Light
005430,17618,45,0.8,None
005430,17619,69,0.4577,Heavy
005430,17617,47,0.7573,Medium
005430,17616,56,0.8023,Light
005430,17626,48,0.2309,Heavy
005438,10597,37,0.8667,Light
005438,10593,35,0.6871,Light
005438,10592,39,0.8462,Medium
005438,10591,38,0.943,Light
005438,10590,33,0.9577,Light
005438,10596,40,0.6397,None
005438,10595,32,0.8462,Light
005438,10594,42,0.8377,Light
005444,12188,25,0.6274,Light
005444,12184,26,0.8584,Light
005444,12185,18,0.8626,Light
005444,12186,24,0.8893,None
005444,12187,19,0.9135,None
005444,12189,22,0.3904,None
005444,12183,17,0.857,Light
005444,12182,21,0.7991,Light
005444,12190,22,0.024,None
005449,19798,40,0.7305,Light
005449,19799,3,0.6619,Light
005460,24465,26,0.9041,None
005460,24466,23,0.7995,Light
005460,24467,24,0.8619,Light
005460,24464,22,0.896,None
005460,24468,29,0.924,Light
005464,3617,46,0.8584,Light
005464,3618,20,0.5288,Medium
005464,3619,21,0.6127,Medium
005464,3614,25,0.8281,Light
005464,3621,45,0.5993,Medium
005464,3616,40,0.7409,Light
005464,3620,29,0.8238,Light
005464,3622,31,0.4519,Light
005464,3615,26,0.7635,Light
005464,3632,21,0.5407,Medium
005464,3631,39,0.3492,Medium
005464,3612,27,0.8712,None
005464,3613,16,0.9099,None
005464,3633,41,0.8272,Heavy
005464,3629,14,0.5049,None
005464,3623,19,0.7216,Medium
005464,3624,15,0.6744,Heavy
005464,3628,32,0.2927,Medium
005464,3630,23,0.4279,Medium
005464,3625,47,0.4432,Undefined
005464,3627,23,0.6723,Medium
005464,3626,29,0.1332,Light
005468,11216,49,0.3697,Heavy
005468,11217,35,0.8192,Light
005468,11219,41,0.8907,None
005468,11227,23,0.1745,Medium
005468,11220,45,0.614,Undefined
005468,11222,36,0.5645,Medium
005468,11226,38,0.6851,VeryHeavy
005468,11225,40,0.8078,Light
005468,11224,50,0.5768,Medium
005468,11218,42,0.6591,Light
005468,11221,46,0.639,Heavy
005468,11223,31,0.4578,None
005472,30611,28,0.9174,None
005472,30612,27,0.5779,Medium
005472,30613,16,0.6271,None
005472,30621,32,0.3577,None
005472,30620,29,0.3679,Light
005472,30619,6,0.7055,Light
005472,30614,15,0.7226,Heavy
005472,30615,26,0.5723,Heavy
005472,30617,4,0.769,Light
005472,30616,21,0.6467,Heavy
005472,30618,7,0.8015,Medium
005474,11172,45,0.3914,Heavy
005474,11169,63,0.7377,None
005474,11168,55,0.9501,None
005474,11170,43,0.7772,None
005474,11171,54,0.7302,Medium
005474,11173,56,0.6545,Undefined
005474,11167,60,0.8858,None
005493,4869,43,0.9896,None
005493,4870,35,0.9562,None
005493,4871,34,0.9467,None
005493,4872,44,0.7157,None
005493,4873,33,0.4384,Light
005493,4874,41,0.4141,Medium
005535,23616,26,0.3873,Heavy
005535,23615,27,0.7719,None
005535,23618,33,0.5643,Light
005535,23617,46,0.6981,Light
005535,23613,34,0.9556,None
005535,23614,45,0.9132,None
005557,21828,89,0.3464,Medium
005557,21819,73,0.9008,None
005557,21820,69,0.8256,Light
005557,21825,68,0.6309,Medium
005557,21826,86,0.7371,Medium
005557,21821,61,0.8662,None
005557,21822,70,0.7446,Light
005557,21827,80,0.5631,Undefined
005557,21818,78,0.922,None
005557,21823,76,0.7029,Light
005557,21824,58,0.3793,Light
005561,22001,36,0.9508,None
005564,29288,116,0.8861,None
005564,29291,119,0.121,VeryHeavy
005564,29290,125,0.9214,Light
005564,29289,122,0.9481,None
005564,29287,120,0.8217,Light
005575,4905,39,0.3299,None
005575,4906,49,0.3982,None
005575,4904,41,0.8772,None
005581,24973,31,0.1972,Heavy
005583,19195,38,0.9131,None
005583,19196,39,0.8668,Light
005583,19198,36,0.5852,Medium
005583,19197,53,0.3869,Medium
005583,19200,44,0.4831,None
005583,19199,50,0.7935,Light
005592,28603,33,0.7114,Light
005592,28604,0,0.0,None
005592,28602,26,0.8346,None
005594,6560,20,0.8431,Light
005594,6562,13,0.8862,None
005594,6559,19,0.6551,Light
005594,6561,15,0.6557,None
005602,91,30,0.9178,None
005602,92,50,0.6973,Medium
005602,94,32,0.9387,None
005602,96,43,0.8268,None
005602,95,59,0.9311,None
005602,97,53,0.4259,Medium
005602,93,36,0.8882,None
005628,11344,45,0.5937,Medium
005628,11343,40,0.6584,Medium
005628,11342,44,0.443,Medium
005628,11341,36,0.7503,Light
005628,11340,32,0.6629,None
005631,27539,45,0.9571,None
005631,27540,50,0.7872,None
005631,27545,69,0.4487,Light
005631,27544,57,0.5106,Light
005631,27546,59,0.684,Medium
005631,27543,51,0.6338,Light
005631,27542,53,0.5269,Medium
005631,27537,48,0.8152,Light
005631,27549,63,0.5628,Light
005631,27548,65,0.8468,None
005631,27547,60,0.7787,None
005631,27541,47,0.5878,Medium
005631,27538,64,0.9447,None
005633,27890,28,0.6474,Light
005633,27891,35,0.6889,Heavy
005633,27892,46,0.8017,Medium
005633,27893,47,0.6931,Heavy
005633,27895,57,0.4895,Light
005633,27896,66,0.5091,Heavy
005633,27897,53,0.4227,Heavy
005633,27894,45,0.5448,Medium
005633,27889,38,0.7685,Medium
005633,27888,50,0.8216,Light
005633,27886,32,0.8697,None
005633,27887,51,0.8219,None
005650,32727,7,0.0226,Undefined
005650,32726,1,0.1976,None
005699,7316,62,0.814,Light
005699,7315,45,0.4579,Heavy
005699,7309,64,0.9199,None
005699,7313,51,0.5477,Medium
005699,7314,46,0.812,Light
005699,7312,43,0.8054,None
005699,7311,49,0.8131,Light
005699,7310,59,0.9421,None
005705,637,69,0.5287,None
005705,633,51,0.8694,None
005705,636,54,0.6552,Light
005705,635,62,0.4905,None
005705,634,60,0.8469,None
005705,632,63,0.8238,Light
005705,638,65,0.4571,Light
005705,631,59,0.9306,None
005714,24928,32,0.699,Light
005714,24927,27,0.7443,Medium
005714,24926,20,0.6105,Medium
005716,26625,37,0.7372,None
005716,26633,47,0.5634,Medium
005716,26632,38,0.7956,Light
005716,26631,31,0.4821,Light
005716,26622,28,0.8793,Light
005716,26624,30,0.587,None
005716,26630,25,0.7252,Light
005716,26629,34,0.7093,Medium
005716,26628,27,0.6448,None
005716,26627,41,0.6364,Medium
005716,26623,26,0.8614,Light
005716,26626,32,0.7109,Medium
005717,26450,47,0.7951,None
005717,26451,50,0.9421,Light
005717,26449,57,0.9817,None
005717,26452,67,0.7296,Light
005717,26453,48,0.3484,Medium
005717,26448,56,0.9682,None
005732,21277,33,0.8321,Light
005732,21273,25,0.9618,None
005732,21275,44,0.9531,None
005732,21276,37,0.9464,None
005732,21274,41,0.9658,Light
005746,24746,15,0.822,Medium
005746,24747,23,0.8579,Light
005768,23686,20,0.8145,None
005768,23692,27,0.4096,Medium
005768,23691,45,0.5992,Medium
005768,23690,14,0.8517,None
005768,23689,12,0.9102,None
005768,23688,30,0.8446,None
005768,23687,47,0.9261,None
005772,5820,0,0.0,None
005772,5821,0,0.0,None
005777,7667,13,0.6429,None
005793,24350,49,0.9157,Medium
005793,24351,40,0.4785,Heavy
005793,24349,63,0.9039,Light
005793,24346,41,0.629,Medium
005793,24345,58,0.865,None
005793,24348,52,0.448,Light
005793,24343,57,0.9354,None
005793,24352,54,0.8938,Light
005793,24353,55,0.1674,Heavy
005793,24355,67,0.6138,Medium
005793,24356,46,0.4613,Light
005793,24357,46,0.5057,Light
005793,24358,51,0.4898,Heavy
005793,24342,50,0.9052,None
005793,24341,47,0.7219,Medium
005793,24344,45,0.9078,None
005793,24354,78,0.5622,Undefined
005793,24347,56,0.8813,Light
005797,31378,34,0.8671,None
005797,31392,53,0.4791,Medium
005797,31391,55,0.4305,Heavy
005797,31390,52,0.4829,Heavy
005797,31389,48,0.4067,Heavy
005797,31388,32,0.8457,Light
005797,31387,38,0.6398,Medium
005797,31386,23,0.2346,Undefined
005797,31379,35,0.6447,Heavy
005797,31384,52,0.6031,Heavy
005797,31383,12,0.0623,VeryHeavy
005797,31382,47,0.5681,VeryHeavy
005797,31385,62,0.7522,Heavy
005797,31380,51,0.617,Light
005797,31376,33,0.9,None
005797,31377,37,0.9524,None
005797,31381,66,0.8693,Light
005799,18578,54,0.9362,None
005799,18577,44,0.8024,None
005799,18582,72,0.7393,Heavy
005799,18583,45,0.3706,VeryHeavy
005799,18584,64,0.5389,VeryHeavy
005799,18592,68,0.6912,Light
005799,18585,59,0.744,Light
005799,18587,65,0.7467,None
005799,18588,60,0.8008,Light
005799,18580,75,0.7148,Light
005799,18581,46,0.5791,VeryHeavy
005799,18589,36,0.767,Medium
005799,18590,56,0.6324,Light
005799,18591,73,0.7458,Light
